"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
40	0,5872967	0,4956435	0,0630058	0,0360364	0,0034132	0,5852251	0,5975024	0,6810349	0,1407843	0,0360968	0,6559401	0,5487360	0,4716727	0,6911996	0,5743188	0,4065576	0,2118380	0,3189579	0,4093411	0,8897303	0,6156397	0,2374412	0,6543363	0,1224167	0,1382310	0,5332754	0,6046131	0,5310657	0,3343598	0,3041854	0,1728258	0,4830824	0,2217190	0,0816978	0,3580986	0,2211327	0,4175445	0,3489493	0,3467181	0,4397783	0,4889629	0,2973407	0,0776674	0,2594119	0,0348152	0,4289145	0,0615708	0,0457080	0,4896629	0,1962530	0,0943194	0,0041549	0,2877463	0,0209655	0,0064138	0,5057005	0,0065252	0,0378844	0,3873914	0,0240254	0,1059137	0,6043679	0,0197969	0,0137314
60	0,4137173	0,2623229	0,0949710	0,0835481	0,0064099	0,5866272	0,5744289	0,6048996	0,1495962	0,0498884	0,6577855	0,5689890	0,4393891	0,8086789	0,4149631	0,4786220	0,3191438	0,2144152	0,4948783	0,7367398	0,4310012	0,3422325	0,5942994	0,1313006	0,1433814	0,4020110	0,6267045	0,6461189	0,4183258	0,3113964	0,1748033	0,5560130	0,1750470	0,0592024	0,3042348	0,1920060	0,2824480	0,3774854	0,4117970	0,3225705	0,4930374	0,2656381	0,0672855	0,2293230	0,0524038	0,3788769	0,0862316	0,0217783	0,7560036	0,2700297	0,0609328	0,0006731	0,3542024	0,0436965	0,0142702	0,5969830	0,0153595	0,0505595	0,4134496	0,0299898	0,2257064	0,7128904	0,0066994	0,0118101
80	0,2948702	0,2013579	0,0562572	0,0601290	0,0131451	0,6131274	0,4591541	0,6716036	0,2135415	0,0531482	0,6612378	0,5576024	0,6964919	0,8585976	0,3448914	0,5974408	0,2399345	0,3715748	0,5173695	0,8076699	0,5556386	0,3031840	0,5757403	0,1509595	0,1715479	0,4774445	0,6405176	0,5269179	0,4320590	0,3493653	0,1789099	0,5053044	0,1813467	0,0910227	0,2644504	0,2240513	0,3650416	0,3538023	0,4635030	0,2901784	0,4967903	0,2791218	0,0888611	0,1827140	0,0386661	0,4117584	0,0369532	0,0260978	0,5112896	0,3857142	0,0552052	0,0010329	0,3695952	0,0741534	0,0131803	0,5678063	0,0202505	0,0567932	0,4001691	0,0326635	0,3100310	0,6028829	0,0116645	0,0243101
100	0,2427505	0,1320724	0,0857157	0,0621595	0,0479389	0,5524497	0,4566671	0,8156221	0,1941499	0,0514174	0,7252870	0,5684961	0,6837756	0,8531611	0,2145708	0,4280535	0,2169058	0,3472556	0,4926985	0,7785947	0,5421278	0,3983136	0,5350566	0,1468331	0,1550180	0,3711312	0,7085341	0,6100998	0,3878909	0,3092656	0,2196372	0,5096955	0,1624079	0,0333446	0,3770954	0,2416687	0,2810187	0,2639567	0,5790755	0,3023401	0,4544775	0,2428949	0,0915338	0,2115277	0,0570534	0,3422754	0,0307817	0,0266833	0,5548918	0,4324848	0,0400648	0,0019992	0,5286594	0,0821300	0,0137873	0,4834037	0,0066752	0,0366334	0,2901499	0,0197044	0,3782986	0,7180773	0,0030422	0,0195651
120	0,2149010	0,0513206	0,0717035	0,0776648	0,1746151	0,5977093	0,5762141	0,7977427	0,1619635	0,0476586	0,5702823	0,6217307	0,7184160	0,6792022	0,2779956	0,4257024	0,2957148	0,2617226	0,5004745	0,7581878	0,6334472	0,3370881	0,4557385	0,1879904	0,2082953	0,3645351	0,7182322	0,4920108	0,3427946	0,3500242	0,2091672	0,4463230	0,0965957	0,0778623	0,3821022	0,2459348	0,3394382	0,3526546	0,6612005	0,2540919	0,4990003	0,2126666	0,0896404	0,1360965	0,0673153	0,2690379	0,0409863	0,0294918	0,6206939	0,4923779	0,0588215	0,0053410	0,5353998	0,0580635	0,0076856	0,5036030	0,0163567	0,0499727	0,3677369	0,0220529	0,3625488	0,6367936	0,0209055	0,0252800
140	0,2108384	0,0385281	0,0895614	0,0464299	0,1721823	0,6042249	0,4301869	0,7877662	0,1521164	0,0249073	0,5643231	0,5027202	0,5754522	0,7398679	0,2478015	0,4672129	0,2216255	0,2643064	0,4964139	0,6531130	0,4930255	0,4031846	0,5056283	0,1297991	0,1479964	0,2938000	0,7009993	0,7102872	0,3718088	0,3036035	0,1837795	0,4261493	0,1877234	0,0702243	0,5479083	0,2985165	0,2648257	0,2824982	0,6562832	0,1459595	0,4888290	0,2271459	0,1362538	0,1420251	0,0241337	0,2806590	0,0388080	0,0349030	0,7736810	0,4734654	0,1616430	0,0072735	0,5814801	0,0739825	0,0359021	0,5379667	0,0289681	0,0279628	0,3401400	0,0330587	0,4437393	0,5953918	0,0071193	0,0260871
160	0,1393952	0,0160723	0,0916080	0,0313677	0,1906832	0,5687097	0,4773322	0,7370985	0,1067907	0,0125045	0,6725893	0,4536473	0,5246033	0,6666675	0,1666691	0,4411981	0,1490975	0,3070634	0,4756684	0,5694771	0,4593813	0,4733777	0,5961245	0,1621595	0,1798862	0,2154925	0,7017372	0,6709648	0,3435578	0,2799141	0,2043390	0,4939768	0,2441420	0,1059666	0,4331634	0,2642887	0,2710761	0,1461025	0,6380433	0,1221614	0,3908557	0,1703205	0,1282898	0,2063109	0,0558432	0,1699631	0,0269500	0,0584711	0,7455869	0,5645355	0,2944591	0,0434997	0,5571870	0,0621153	0,0226451	0,7489661	0,0039949	0,0390837	0,3013420	0,0304819	0,4913210	0,6790970	0,0032286	0,0156421
180	0,1021904	0,0247570	0,1095112	0,0332191	0,2331979	0,5971038	0,4814626	0,9021144	0,1254320	0,0140753	0,5408376	0,4275307	0,6374596	0,7098846	0,1742082	0,4257685	0,2232457	0,2849030	0,4741279	0,6469749	0,6699282	0,5020404	0,6743554	0,1458354	0,1973570	0,1573921	0,7170414	0,5807343	0,3727600	0,2821048	0,1949476	0,4068760	0,4086129	0,0640496	0,6640974	0,3133378	0,3283379	0,2073235	0,6804581	0,1083029	0,4461498	0,1635008	0,0866152	0,2026739	0,0541067	0,1327458	0,0096512	0,1507352	0,4983512	0,6600683	0,3061966	0,1081667	0,6539280	0,0977638	0,0481399	0,7246262	0,0044924	0,0306851	0,3108132	0,0218024	0,4960722	0,7290031	0,0026249	0,0266939
200	0,1132150	0,0202232	0,1436945	0,0323992	0,2203739	0,5721152	0,4404920	0,7037144	0,1608482	0,0122571	0,4988876	0,3308156	0,5476519	0,7360489	0,1053451	0,5220373	0,2263061	0,3173729	0,4248764	0,5623430	0,6029699	0,5384397	0,6001541	0,1965494	0,1524517	0,1487832	0,7012787	0,5993911	0,2892063	0,3129634	0,1841863	0,5026628	0,4151593	0,0933731	0,6520746	0,3393030	0,3144647	0,2380669	0,6729312	0,0935340	0,5036366	0,1231649	0,0998677	0,1974591	0,0204084	0,1373962	0,0398575	0,1145004	0,6476906	0,5725807	0,3430892	0,1807246	0,6906167	0,1024685	0,0820068	0,7227149	0,0069474	0,0310966	0,3784074	0,0262492	0,5150336	0,8622392	0,0039164	0,0203410
220	0,0568130	0,0073477	0,1450737	0,0351426	0,3124506	0,4688071	0,5438591	0,8254361	0,1211603	0,0396915	0,5380767	0,4462852	0,6416591	0,7750740	0,1124039	0,4998526	0,1892592	0,2688885	0,4192704	0,7596294	0,6183248	0,4987179	0,6182823	0,1978064	0,2199049	0,1304964	0,6447068	0,5010746	0,2762623	0,3519954	0,1494970	0,4162730	0,4330209	0,0939189	0,7918140	0,3785160	0,3921282	0,2341548	0,7479006	0,0576254	0,4606156	0,1306960	0,0971549	0,2390834	0,0154783	0,1309279	0,0341408	0,2069637	0,6175775	0,5093520	0,4552814	0,3161652	0,6168627	0,1177166	0,1347754	0,6631867	0,0156881	0,0234632	0,3976269	0,0239430	0,4636574	0,5815761	0,0080220	0,0191960
240	0,1049822	0,0065870	0,1435054	0,0763051	0,2921268	0,4860400	0,4245736	0,8043978	0,1111765	0,0224531	0,4769043	0,3910295	0,5536252	0,7168781	0,0862308	0,4449794	0,1963472	0,4059067	0,3342931	0,7481982	0,5888927	0,4477351	0,7324340	0,1265377	0,2116714	0,1529067	0,8669396	0,5018545	0,3874734	0,3195650	0,1574408	0,5182025	0,5853566	0,0774896	0,8070051	0,3606766	0,3092096	0,2342960	0,6178103	0,0796552	0,4907391	0,0645923	0,0830184	0,1942861	0,0184539	0,2210969	0,0321962	0,2291709	0,6739756	0,7411847	0,5286014	0,4224044	0,5655534	0,1410420	0,0846454	0,6106654	0,0182542	0,0082446	0,3412158	0,0290490	0,5833076	0,7251275	0,0101739	0,0246292
260	0,1187842	0,0107746	0,1844368	0,0697514	0,3061072	0,5789829	0,5458142	0,7727113	0,1492036	0,0168712	0,3937742	0,3431180	0,6994497	0,7732559	0,0868104	0,4375320	0,1967654	0,3412277	0,4089237	0,6301888	0,6655601	0,4437653	0,6458988	0,1444588	0,2183538	0,0495292	0,8476550	0,4318200	0,3131471	0,2248315	0,2301325	0,4633554	0,4228749	0,0443279	0,7918079	0,3316179	0,3678634	0,2853460	0,5762395	0,1094504	0,4439679	0,1167436	0,1049369	0,2243516	0,0548218	0,1814111	0,0371950	0,3042815	0,6422850	0,5476037	0,5834465	0,4136699	0,6097825	0,1530255	0,1122598	0,6953936	0,0150164	0,0217643	0,4423543	0,0185291	0,4972594	0,6783065	0,0110635	0,0128805
280	0,0745362	0,0085436	0,2282106	0,0336762	0,2225679	0,4543878	0,4544268	0,9147429	0,2686330	0,0275037	0,4612898	0,4867412	0,6590991	0,7866456	0,1166995	0,5453207	0,1966427	0,2519310	0,4658641	0,6281978	0,5715756	0,4967220	0,5966899	0,1547975	0,2314599	0,1044756	0,7006386	0,3580024	0,3535353	0,2907307	0,2245695	0,5414312	0,5589383	0,0989278	0,7061890	0,3765294	0,4184650	0,3914772	0,5930069	0,0705254	0,4842080	0,1403250	0,0942663	0,2173185	0,0533704	0,2103179	0,0407360	0,3312368	0,6872885	0,6653497	0,5455762	0,4713080	0,6439265	0,0984593	0,0785373	0,7403995	0,0207418	0,0128586	0,3903637	0,0106949	0,5109423	0,8233947	0,0350685	0,0210755
300	0,0882802	0,0069439	0,2368524	0,0532823	0,3306680	0,4448218	0,4740278	0,7487302	0,2428150	0,0237509	0,5157141	0,3398102	0,6424467	0,7737160	0,0560505	0,5636946	0,1830258	0,2650737	0,4020000	0,6574312	0,5490789	0,4858320	0,6268532	0,1755441	0,2157882	0,0516212	0,6969391	0,3021447	0,3618143	0,2857928	0,2983071	0,5246944	0,6431086	0,0705673	0,7965315	0,4039635	0,4405958	0,3455373	0,6499729	0,0562054	0,3908733	0,2888494	0,1061687	0,1553607	0,0365157	0,2456228	0,0328572	0,2129134	0,5998968	0,5727557	0,4542308	0,4997352	0,7096738	0,0696435	0,0947930	0,6451795	0,0216809	0,0209471	0,4358884	0,0152307	0,5726022	0,8225426	0,0061009	0,0219516
320	0,1339113	0,0000000	0,2710733	0,0535924	0,2267306	0,5010797	0,4844640	0,7352070	0,3288563	0,0146628	0,5297908	0,4957504	0,6629294	0,7256313	0,0791447	0,5371630	0,1482243	0,3017353	0,5209205	0,6432330	0,6631173	0,5468923	0,7295404	0,1238511	0,2705963	0,0257603	0,7341378	0,3211775	0,3930747	0,3666504	0,3027474	0,3872954	0,5863642	0,0569700	0,6669264	0,3973237	0,3498641	0,3267767	0,7299250	0,0532699	0,3755679	0,1216640	0,1851529	0,1710984	0,0382548	0,2030838	0,0570720	0,2608219	0,6497596	0,6841106	0,6153420	0,4728402	0,6498011	0,0938330	0,1839795	0,5999589	0,0098977	0,0087295	0,3447735	0,0246621	0,5238371	0,7361623	0,0103766	0,0176569
340	0,1019318	0,0271001	0,3434910	0,0547397	0,2919955	0,5247377	0,5080652	0,7467766	0,2568571	0,0107143	0,5373056	0,4908644	0,5726794	0,8340320	0,0449981	0,5540990	0,2077666	0,2747933	0,4940255	0,7822058	0,5894385	0,4671831	0,7477980	0,1493248	0,2639104	0,0338526	0,7532304	0,2787740	0,4066381	0,3530426	0,4236820	0,5447387	0,4999094	0,0653244	0,7218649	0,3757067	0,4318044	0,3454957	0,6519812	0,0657401	0,4920180	0,1502435	0,1365147	0,3022830	0,0355680	0,1989486	0,0310564	0,2727119	0,6197551	0,6449115	0,5495684	0,4790595	0,6366340	0,0754279	0,1123607	0,6813148	0,0255223	0,0161661	0,3341131	0,0109293	0,4662490	0,6523973	0,0080817	0,0158167
360	0,0868189	0,0239731	0,2934498	0,0527298	0,3514380	0,5434615	0,5271995	0,6892871	0,2405876	0,0259058	0,4990119	0,3912057	0,6328337	0,7141214	0,0492730	0,4998744	0,2319560	0,3674197	0,5289540	0,6301445	0,6612509	0,4457186	0,6395242	0,1315179	0,2523467	0,0257379	0,7563247	0,2238149	0,3385035	0,3430318	0,3896928	0,5348021	0,5422996	0,0569469	0,8492540	0,3812035	0,3709245	0,4987179	0,6172740	0,0485578	0,4251934	0,1831130	0,0895474	0,2455670	0,0562624	0,2161829	0,0451427	0,3038647	0,5975280	0,5954586	0,6636166	0,5692019	0,6649385	0,0838295	0,1328833	0,5636228	0,0255615	0,0016814	0,3428415	0,0487739	0,4978824	0,8582647	0,0176067	0,0313479
380	0,0770985	0,0078692	0,4431579	0,0667273	0,2972398	0,7169307	0,6285995	0,6933839	0,2279074	0,0120278	0,5595069	0,3516484	0,6180203	0,6539951	0,0685338	0,5015161	0,2318185	0,3228382	0,5075489	0,7624564	0,6512616	0,3415369	0,7639025	0,1091418	0,2035295	0,0199458	0,6834297	0,2883797	0,4088179	0,4350768	0,4238829	0,5275233	0,5286096	0,0887880	0,7611629	0,3449298	0,4485559	0,4386904	0,7303789	0,0453122	0,4549156	0,1535737	0,1895995	0,2789042	0,0607492	0,1980947	0,0530145	0,3392104	0,6675762	0,7065130	0,5296362	0,4771150	0,5870541	0,0938595	0,1538189	0,6416341	0,0048373	0,0037578	0,3412501	0,0120892	0,4671616	0,8047404	0,0150538	0,0215259
400	0,1062042	0,0131841	0,4403572	0,0598003	0,2166434	0,4998172	0,5559841	0,7410213	0,1952841	0,0225531	0,4930926	0,3947465	0,5689506	0,5946785	0,0440725	0,6186984	0,2653619	0,3572427	0,4885589	0,7308274	0,6674232	0,6345157	0,6688375	0,1049898	0,1919592	0,0373694	0,7471382	0,1714623	0,3748474	0,3685792	0,3602133	0,5426108	0,5465223	0,0760277	0,9461765	0,2692289	0,4071460	0,4205214	0,6889847	0,0552907	0,3721519	0,2013403	0,1278712	0,2094846	0,0462888	0,1920539	0,0885127	0,2791370	0,5407250	0,5978633	0,5811247	0,5887807	0,6258042	0,1471770	0,1278539	0,6611422	0,0129849	0,0011692	0,4179832	0,0157556	0,5023539	0,7482242	0,0056764	0,0446652
420	0,0593353	0,0097281	0,5103395	0,0666984	0,2500987	0,5672837	0,5216973	0,6409347	0,2145668	0,0111608	0,5059946	0,4316084	0,5071129	0,6890305	0,0423368	0,5647726	0,2574128	0,3735406	0,5116486	0,6782801	0,6706778	0,5516463	0,5352146	0,1745468	0,1545567	0,0564631	0,8112671	0,1926657	0,3767631	0,3102728	0,4641736	0,4997379	0,4960508	0,0828822	0,7505671	0,3431118	0,3960314	0,4500830	0,6797579	0,0459780	0,3474414	0,1754420	0,0597914	0,3171228	0,0422443	0,1949662	0,0591015	0,3424327	0,5714080	0,7647774	0,4947836	0,4045376	0,6042350	0,1023233	0,1447967	0,5991409	0,0149951	0,0010876	0,4262055	0,0258372	0,4560519	0,7315232	0,0028219	0,0431964
440	0,0732979	0,0020540	0,5171408	0,0520145	0,2746915	0,5717461	0,6011786	0,7811412	0,2259782	0,0342001	0,5503709	0,3531877	0,5286758	0,6194243	0,0531479	0,5459831	0,2738247	0,3749573	0,5735360	0,6404363	0,9469432	0,4246949	0,6125885	0,1266947	0,2116035	0,0310858	0,7547811	0,3228548	0,2958498	0,2257596	0,3985697	0,5061477	0,5810808	0,0799598	0,7870335	0,3122729	0,4084061	0,4513730	0,7354583	0,0490412	0,3836842	0,1874986	0,1146793	0,2509566	0,0800849	0,1993371	0,0644872	0,2543641	0,6125472	0,5677341	0,5635985	0,5117757	0,6723518	0,1143187	0,0850974	0,6608915	0,0139834	0,0043684	0,3904140	0,0464421	0,5966540	0,6822868	0,0094989	0,0312395
460	0,0976081	0,0097733	0,4521179	0,0444904	0,2497098	0,4570341	0,5192482	0,7630433	0,2918352	0,0197226	0,4050154	0,3756814	0,4846002	0,7096443	0,0984654	0,6450520	0,2054278	0,2758746	0,4866824	0,9287828	0,7680430	0,3954940	0,7089947	0,1255756	0,1614016	0,0488643	0,7966068	0,2189854	0,2311047	0,3061619	0,4586878	0,4102232	0,5425056	0,0509898	0,7437750	0,4157025	0,4678857	0,4010690	0,7016550	0,0662469	0,3536840	0,1157761	0,0921868	0,2507231	0,0776337	0,2929071	0,0275451	0,3490155	0,5951905	0,6861395	0,6140414	0,4198645	0,7039425	0,1055207	0,1499987	0,7126168	0,0152066	0,0044980	0,3650489	0,0210167	0,4072866	0,6700470	0,0064291	0,0327712
480	0,0925079	0,0067125	0,6209370	0,0568464	0,3491067	0,6077371	0,5788084	0,8847992	0,2034627	0,0310601	0,5045065	0,4036614	0,5247619	0,5878940	0,0525115	0,6967254	0,1463955	0,3926538	0,3627910	0,6668521	0,6886272	0,4650669	0,6276418	0,1427967	0,2041776	0,0644908	0,8040544	0,2555188	0,3385978	0,1973214	0,4237755	0,4648685	0,6347041	0,0937362	0,7218397	0,3594000	0,4922646	0,5458163	0,5989422	0,0479628	0,4088813	0,1319234	0,1388299	0,2078131	0,0337273	0,2348836	0,0520358	0,3064010	0,5686038	0,6265845	0,5913414	0,4730019	0,5513168	0,1466522	0,1202144	0,5891486	0,0208125	0,0042442	0,4378504	0,0430183	0,3779497	0,7268756	0,0080556	0,0474968
500	0,0777038	0,0131642	0,6026749	0,0432064	0,3020260	0,4331165	0,5539488	0,8368352	0,1702517	0,0153445	0,6039320	0,5398362	0,5886503	0,6286124	0,0589438	0,5918118	0,2822111	0,3508680	0,4576726	0,5510449	0,6358453	0,4440827	0,6969121	0,1372672	0,2339591	0,0226345	0,7238690	0,1925344	0,3329468	0,2380195	0,5281418	0,5021838	0,4689353	0,0439081	0,8614613	0,4561029	0,3675928	0,4931382	0,6200618	0,0693918	0,4787648	0,1149635	0,1387221	0,2343906	0,0204484	0,2281479	0,0506722	0,3044058	0,5025006	0,6335415	0,5806746	0,4785225	0,6455415	0,0815771	0,1475023	0,6939117	0,0113934	0,0010017	0,4292509	0,0307578	0,4402035	0,6738280	0,0074593	0,0341859
520	0,0767614	0,0075896	0,5669606	0,0490549	0,2909230	0,5013158	0,4135314	0,7589616	0,1709389	0,0121526	0,5092712	0,4834952	0,4808377	0,6472553	0,0313568	0,5319785	0,1857375	0,2858924	0,5427858	0,7415151	0,6375287	0,5424535	0,6374279	0,1533406	0,1846959	0,0526983	0,6556142	0,1804278	0,3660444	0,3247683	0,5067785	0,5574896	0,5599560	0,0397277	0,7603400	0,4278111	0,4121272	0,6251769	0,6064341	0,0579001	0,4426235	0,1286383	0,1398069	0,2001469	0,0358447	0,1833727	0,0403635	0,3373131	0,6612271	0,8133412	0,5202375	0,5636043	0,6466636	0,1493274	0,1209823	0,6488959	0,0520866	0,0006881	0,4289239	0,0406938	0,3556561	0,7879697	0,0107462	0,0307698
540	0,0813817	0,0055880	0,7608255	0,0346763	0,3144092	0,5016079	0,4057871	0,7267241	0,1558838	0,0218460	0,6088791	0,5187920	0,6321590	0,8218289	0,0434795	0,5573865	0,1932480	0,2405866	0,5242327	0,6980970	0,7576340	0,5545081	0,7070436	0,1152868	0,2864039	0,0136703	0,6428688	0,2178659	0,2885407	0,2797723	0,3438972	0,5329182	0,4939900	0,0776009	0,5787600	0,4074692	0,4787627	0,5048834	0,7108349	0,0662163	0,5332132	0,1540397	0,1582949	0,1983589	0,0554238	0,2860944	0,0484636	0,3586334	0,5825970	0,6886378	0,5444220	0,5403479	0,6426921	0,0828698	0,1387175	0,7687430	0,0133972	0,0004721	0,3601354	0,0473645	0,4522215	0,6493152	0,0335998	0,0432239
560	0,0851407	0,0081623	0,6118198	0,0348829	0,3122513	0,5264327	0,4703264	0,7240743	0,1923511	0,0211926	0,6531921	0,5144104	0,6180476	0,6653916	0,0570313	0,4988103	0,2129038	0,3161387	0,4621288	0,7341274	0,6618079	0,4948082	0,6018693	0,1413908	0,2232174	0,0250956	0,8144232	0,2774986	0,2845164	0,3162337	0,3628419	0,6005220	0,5457726	0,0644737	0,5998337	0,3727791	0,4606499	0,4640797	0,6701641	0,0682153	0,4268569	0,2237905	0,1452462	0,1952218	0,0587359	0,2590436	0,0292150	0,3233714	0,5729488	0,6415760	0,6109035	0,5782068	0,6662838	0,1161705	0,1423637	0,5978651	0,0101427	0,0019352	0,3857444	0,0221791	0,4069634	0,7017680	0,0131390	0,0167698
580	0,1205712	0,0773891	0,6850757	0,0517911	0,2821281	0,5190798	0,4932729	0,6868068	0,1893972	0,0551315	0,5587809	0,3813258	0,5473385	0,7588401	0,0850667	0,5384679	0,2017772	0,3051280	0,5740607	0,6487165	0,6545133	0,5132260	0,5936722	0,2552346	0,2110466	0,0353832	0,6310423	0,3474105	0,2925695	0,2863343	0,4778924	0,4824691	0,4617937	0,0605985	0,6771470	0,3333261	0,3906286	0,4835174	0,4504247	0,0569555	0,3581413	0,1671871	0,1592744	0,2154738	0,0383595	0,2803211	0,0417924	0,3172761	0,5335383	0,5220858	0,7229260	0,4532924	0,7394781	0,1299864	0,1522837	0,5991060	0,0146028	0,0017420	0,4410467	0,0467382	0,4863859	0,7411888	0,0102811	0,0574677
600	0,2410092	0,2965717	0,6283863	0,0470098	0,3836780	0,5273709	0,4757314	0,7333199	0,2366334	0,1314996	0,5892780	0,3748696	0,5968576	0,7244479	0,1524178	0,5648363	0,2132241	0,2989262	0,4883996	0,5712225	0,9062055	0,5026794	0,7112285	0,1833029	0,2766082	0,0428982	0,7544542	0,2944777	0,3306146	0,2939494	0,4032307	0,5773977	0,4579817	0,0440404	0,6560383	0,4236717	0,3395688	0,6066386	0,2454524	0,0775012	0,5141676	0,1637187	0,1480309	0,1803705	0,1017419	0,3007185	0,0430941	0,4448146	0,5843306	0,4604884	0,6581001	0,5832444	0,5787280	0,0613639	0,1556575	0,7137143	0,0341678	0,0029438	0,3938018	0,0217307	0,3573230	0,6370260	0,0085777	0,0367349
620	0,2840067	0,5140738	0,5872414	0,0292460	0,3364110	0,5874267	0,4431080	0,7028136	0,2740269	0,0746137	0,6628033	0,4955686	0,6492833	0,6779861	0,2653114	0,5473064	0,1925990	0,2545727	0,4152430	0,6411121	0,7145875	0,3260893	0,6195820	0,1669835	0,2340378	0,0316730	0,6983649	0,4646465	0,2818021	0,3064397	0,4496863	0,6091690	0,4288029	0,0567439	0,6554658	0,3128023	0,2997926	0,5382438	0,2599849	0,0918786	0,4429671	0,1648545	0,1578387	0,2205559	0,0522730	0,3177428	0,0945227	0,3720856	0,5152095	0,4045265	0,6901925	0,5688704	0,3289818	0,0934531	0,2164552	0,7235879	0,0527001	0,0090618	0,3980204	0,0274537	0,2954821	0,6327612	0,0465416	0,0694901
640	0,3713359	0,6580158	0,5968236	0,0256139	0,2783898	0,6788908	0,5302008	0,5647985	0,1959128	0,1115584	0,5812057	0,3988052	0,5743547	0,7048452	0,3802284	0,5689377	0,2413258	0,3150324	0,3755302	0,6935149	0,5778476	0,1926679	0,6338732	0,1579387	0,2450085	0,0985696	0,6553391	0,3684763	0,3496816	0,2623635	0,3410060	0,5043055	0,6373711	0,0784118	0,7123554	0,3381410	0,2536371	0,5169220	0,2211378	0,1232483	0,5115780	0,1770070	0,1589742	0,2260468	0,0955722	0,2861862	0,0746732	0,3059622	0,4641715	0,3010388	0,7193705	0,7022784	0,2685151	0,0706441	0,2093129	0,6800629	0,0501665	0,1273712	0,3669103	0,0183231	0,3438331	0,7188408	0,0645180	0,0664626
660	0,4540484	0,6982804	0,6976829	0,0280150	0,1903385	0,6210525	0,5652602	0,5027391	0,1502612	0,0937526	0,5575070	0,4788671	0,4872228	0,7363302	0,4410378	0,5301621	0,2073549	0,2811519	0,3783391	0,5638125	0,5874241	0,1598143	0,5751728	0,1452971	0,2355252	0,1040976	0,6984187	0,3518911	0,3508278	0,1762826	0,4234719	0,4928483	0,6637728	0,1291910	0,7316968	0,3908051	0,3410087	0,5034030	0,2765195	0,1116014	0,3978741	0,1781438	0,1378363	0,2294675	0,0330938	0,3572413	0,1615320	0,3362862	0,4831784	0,3388711	0,7416518	0,6158789	0,2225039	0,0710685	0,4596848	0,7565723	0,0258714	0,1459445	0,3577241	0,0180746	0,3236802	0,7319585	0,1826430	0,0870681
680	0,4907633	0,7283956	0,7206922	0,0336218	0,1951002	0,7015690	0,5068128	0,6859131	0,1648844	0,1030932	0,6133413	0,4534505	0,4408601	0,6160298	0,4890453	0,5074954	0,1871851	0,2406315	0,4353634	0,5690783	0,6923219	0,1395025	0,7929269	0,2022632	0,2233294	0,1426355	0,6023021	0,3645306	0,2888732	0,2364616	0,3205182	0,4094632	0,6439340	0,1043999	0,7426876	0,3302783	0,3094700	0,5684782	0,1686858	0,1826217	0,5272731	0,2114602	0,1638826	0,2102623	0,0634657	0,3660757	0,3273515	0,2640399	0,5192349	0,3826426	0,7046976	0,6099915	0,2324128	0,0515228	0,4752942	0,7073686	0,0717353	0,2533268	0,3646177	0,0404976	0,2994516	0,7823276	0,2555321	0,1545369
700	0,6464524	0,7649356	0,6141527	0,0408751	0,1403313	0,7101778	0,5835002	0,5797254	0,1393959	0,0970955	0,5824639	0,5742024	0,5842333	0,6877978	0,4941556	0,4723109	0,1751641	0,3159568	0,4712303	0,5491848	0,6175745	0,1103577	0,6571290	0,1955765	0,1938990	0,2887603	0,5710081	0,5891438	0,2815479	0,2007249	0,3171976	0,4130609	0,5539598	0,1340976	0,7643458	0,2553620	0,3835508	0,4992753	0,2583255	0,2201243	0,5474948	0,2507690	0,1571791	0,2978329	0,0420099	0,3430791	0,2615667	0,2157476	0,7033786	0,2864674	0,7378230	0,7558271	0,1917213	0,0479862	0,5397537	0,6714259	0,0329102	0,3082235	0,3580995	0,0280548	0,3155444	0,6023275	0,2385081	0,1977704
720	0,6512449	0,6610632	0,6242429	0,0334083	0,1647517	0,5604300	0,6069632	0,5555993	0,1642645	0,0852110	0,5282925	0,4024125	0,5135356	0,6144331	0,5246224	0,4774316	0,2505779	0,3211931	0,4088382	0,6159660	0,6316818	0,0776437	0,7334915	0,1950199	0,1932276	0,2797794	0,5948805	0,5306927	0,3467666	0,2810963	0,2953791	0,5073658	0,4183702	0,0718375	0,6312883	0,2993091	0,2615405	0,3698059	0,2432019	0,2011291	0,5528779	0,3033533	0,1803958	0,2140673	0,0452195	0,3440823	0,3720021	0,1769383	0,5365586	0,2093664	0,6867421	0,6296160	0,2389348	0,0733556	0,5653179	0,6788696	0,0259376	0,3147456	0,3432107	0,0158555	0,1279713	0,5945312	0,2409582	0,2516461
