"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
380	0,2904780	0,5239741	0,2630562	0,0494219	0,0507645	0,5305583	0,4289078	0,6198213	0,0830628	0,0192777	0,1002868	0,1742850	0,0733066	0,0058959	0,4892525	0,1989464	0,3271139	0,2887410	0,2285886	0,0699211	0,6644856	0,0370424	0,0015905	0,3583284	0,7159021	0,5610407	0,3340476	0,5360547	0,1996270	0,4256315	0,5499709	0,4453314	0,6063767	0,3276441	0,0277196	0,1388739	0,1757001	0,4741198	0,6567492	0,5172032	0,1707396	0,6543324	0,4123419	0,3077241	0,0826899	0,2898758	0,4711378	0,6450978	0,2519392	0,8509162	0,5572552	0,1427106	0,2061167	0,0764084	0,0098549	0,0069876	0,1506493	0,6424786	0,6368623	0,2805938	0,4312542	0,5746267	0,0186469	0,2806070
400	0,2725402	0,4948492	0,3077238	0,0561191	0,0867061	0,4724705	0,3840846	0,7725478	0,1289356	0,0148516	0,0797717	0,2489861	0,0522444	0,0037178	0,4672633	0,1999128	0,4378502	0,3423339	0,2795600	0,0788951	0,7633944	0,0274717	0,0117399	0,4079588	0,7547062	0,4916277	0,2452089	0,5307248	0,1665448	0,5127070	0,4536647	0,3607357	0,6152258	0,3069231	0,0066553	0,1364070	0,1847423	0,3374804	0,6128500	0,5127803	0,1853026	0,6391330	0,3927857	0,2265509	0,0743626	0,2807595	0,5862957	0,8239026	0,2908739	0,7620742	0,5028750	0,0697348	0,2608694	0,1071233	0,0156790	0,0291914	0,0956998	0,6648968	0,6645189	0,3113099	0,3480164	0,5599119	0,0134771	0,2636296
420	0,2050367	0,5070341	0,2640481	0,0554921	0,0837426	0,4918738	0,3852768	0,7110083	0,0718546	0,0262943	0,0904129	0,1899370	0,0388404	0,0059037	0,5647031	0,2167923	0,3075237	0,4111980	0,2792213	0,0843913	0,7203155	0,0653794	0,0075720	0,4975987	0,7349474	0,4532932	0,2123110	0,6122415	0,2332160	0,4220410	0,4383704	0,4785039	0,5414555	0,3166867	0,0433363	0,1971190	0,1402041	0,3073411	0,6583986	0,4464049	0,2084694	0,6674905	0,4119559	0,1571569	0,0389146	0,3104830	0,5933747	0,6900202	0,2612688	0,6751251	0,5780325	0,1247076	0,2040201	0,1081380	0,0086690	0,0258347	0,1095832	0,6177894	0,7077766	0,2779456	0,4813610	0,5540066	0,0280735	0,2869638
440	0,3074456	0,4612439	0,2962236	0,0354770	0,0858429	0,4431980	0,3528683	0,6411843	0,0807257	0,0249525	0,0826193	0,1959102	0,0431546	0,0064981	0,5058418	0,2590303	0,3413133	0,3600920	0,3292329	0,0961069	0,6498449	0,0211256	0,0109289	0,3866558	0,7058502	0,5951632	0,2481170	0,6178699	0,1689426	0,5068326	0,4377667	0,3739679	0,6024552	0,4559235	0,0093443	0,1752290	0,1372843	0,3461892	0,7090088	0,5251912	0,2340632	0,8766973	0,2754188	0,1860574	0,0522285	0,3206246	0,5703289	0,6983135	0,1828581	0,6020085	0,6439542	0,0935182	0,2135006	0,0692498	0,0103038	0,0106758	0,1696094	0,6453773	0,5317771	0,2980535	0,3066913	0,6501608	0,0209020	0,3005538
460	0,3284475	0,4681404	0,2712997	0,0218654	0,0423706	0,4531191	0,3436460	0,6617967	0,0936439	0,0285533	0,1007960	0,2317363	0,0619550	0,0044253	0,5827841	0,2102876	0,3122400	0,3422548	0,3009462	0,1060819	0,6961152	0,0321683	0,0344187	0,4334069	0,8514559	0,5182245	0,2358364	0,5068039	0,1615877	0,4533373	0,4963301	0,3325818	0,6415352	0,3318957	0,0072492	0,1365550	0,1321463	0,3706942	0,6659980	0,5087007	0,2051851	0,5817869	0,3189938	0,1957315	0,0577610	0,2812585	0,6575542	0,7202736	0,1748711	0,5544695	0,5272192	0,0663667	0,1159431	0,0847298	0,0116297	0,0052452	0,1238313	0,6209273	0,6333210	0,2848198	0,4035510	0,6038526	0,0240252	0,1720983
480	0,3355845	0,5857013	0,2477343	0,0304676	0,0401745	0,6187256	0,4318752	0,6866488	0,0874565	0,0586134	0,0556816	0,3070048	0,0628583	0,0032812	0,6789675	0,2040940	0,3358457	0,3019665	0,2495335	0,0849335	0,6048075	0,0574975	0,0136469	0,5155058	0,8098131	0,3741103	0,2634424	0,5103449	0,1425720	0,4960921	0,5284724	0,3165815	0,6013005	0,3766704	0,0184706	0,1655048	0,1241117	0,3192744	0,6953024	0,5724061	0,1572932	0,6414168	0,3589650	0,1869656	0,0622326	0,3399403	0,5879408	0,6382756	0,2323208	0,5603136	0,5218994	0,1140943	0,1764966	0,0803633	0,0381613	0,0087936	0,1375781	0,7265009	0,6130785	0,2345771	0,4178761	0,5408252	0,0129793	0,2237127
500	0,2192194	0,5488747	0,2719270	0,0353017	0,0513323	0,5382094	0,3617457	0,7782175	0,0619813	0,0240194	0,0520226	0,2429818	0,0440924	0,0058581	0,6204154	0,1460580	0,2683276	0,2873328	0,2973850	0,0753442	0,6155349	0,0654251	0,0098592	0,4367886	0,7942132	0,5072667	0,2464040	0,4857167	0,2205040	0,4505671	0,4327410	0,3566723	0,5876569	0,3364482	0,0107673	0,1964236	0,1340274	0,3070812	0,6654601	0,5970781	0,1263319	0,5859529	0,3124487	0,1786974	0,1404977	0,3255234	0,5104477	0,6993917	0,2784758	0,7233704	0,5727103	0,1289613	0,1495207	0,1108308	0,0082812	0,0021592	0,0906950	0,6316481	0,6321835	0,2383344	0,3637430	0,6550807	0,0177233	0,1990548
520	0,2763206	0,4564707	0,2902434	0,0389004	0,0385911	0,6035233	0,3936556	0,6817808	0,1336356	0,0314724	0,0418306	0,2926494	0,0276344	0,0177175	0,6364769	0,1738846	0,2945795	0,3508697	0,2852086	0,0912896	0,6972789	0,1175471	0,0139005	0,3270612	0,6372252	0,5458629	0,2773269	0,5956982	0,1560231	0,4376353	0,4619220	0,3737475	0,5554481	0,3894658	0,0133823	0,1363043	0,2117143	0,3360001	0,6409053	0,4722669	0,2410771	0,6986574	0,3578342	0,2157533	0,1033101	0,2930411	0,5974024	0,7935649	0,2283558	0,6161040	0,5564432	0,0901891	0,1278570	0,0445180	0,0162950	0,0034905	0,1285597	0,6913599	0,6952724	0,3429938	0,4322880	0,6973530	0,0270923	0,1596129
540	0,3006026	0,3706869	0,3055436	0,0461558	0,0290583	0,5652019	0,5088847	0,6221290	0,1475180	0,0407830	0,0531307	0,2353395	0,0314326	0,0082679	0,5156501	0,2252586	0,2902294	0,3590819	0,2743462	0,0930054	0,7434872	0,1189225	0,0203221	0,3483853	0,6424846	0,5584166	0,2676972	0,5865781	0,1531390	0,4527902	0,4139535	0,3658836	0,6985028	0,4675284	0,0148189	0,1698372	0,1666225	0,2998577	0,5082149	0,6004258	0,1915726	0,5775165	0,3972509	0,1649909	0,0732945	0,3555938	0,5179452	0,6473551	0,2495665	0,5960522	0,4831477	0,1064578	0,1307433	0,0538718	0,0218999	0,0081394	0,1320674	0,6356422	0,5835150	0,3186310	0,4706571	0,6889904	0,0062763	0,2025592
560	0,3013861	0,4809076	0,3302990	0,0193183	0,0438014	0,5426857	0,5166074	0,6980366	0,1122064	0,0492004	0,0485022	0,2749858	0,0762693	0,0045681	0,6734446	0,1339721	0,3334932	0,2809810	0,3164094	0,0834227	0,5848439	0,1331778	0,0115780	0,3789151	0,7969110	0,6132446	0,3223670	0,5705502	0,1498487	0,4699128	0,5044239	0,4006392	0,6872702	0,4333268	0,0296246	0,1425401	0,1536936	0,2777534	0,7065983	0,6687543	0,1864892	0,5789582	0,4103743	0,1945942	0,0668131	0,3118273	0,5516986	0,6598458	0,3168053	0,6570006	0,5024722	0,0945938	0,1139833	0,1009920	0,0069952	0,0105486	0,1265931	0,7103186	0,4807479	0,3302024	0,3618813	0,5414324	0,0232572	0,2371155
580	0,1985238	0,7297723	0,4777225	0,0408934	0,2945583	0,4780657	0,4360629	0,6464368	0,1769322	0,0502879	0,0624991	0,2313490	0,0412432	0,0047118	0,6015965	0,1469178	0,2466692	0,5948773	0,3572876	0,0955772	0,6734417	0,0817828	0,0527774	0,3945190	0,7531492	0,4656860	0,2886311	0,6057633	0,2092889	0,2923950	0,4759221	0,4307662	0,5839766	0,3418825	0,0365297	0,0723166	0,1792765	0,3245557	0,5205939	0,5908155	0,1906680	0,6677913	0,3130549	0,2142125	0,0905313	0,3334769	0,4431888	0,6753129	0,3841160	0,3579814	0,5817676	0,1325227	0,1778020	0,0512457	0,0218752	0,0133776	0,1397132	0,6285778	0,6184585	0,3404677	0,4886779	0,4960385	0,0292922	0,1704894
600	0,1972497	0,6748400	0,4374320	0,0554523	0,5136289	0,6074647	0,3351366	0,6360613	0,1013211	0,0554124	0,0636852	0,1736867	0,0500316	0,0077260	0,6083374	0,1433810	0,2974948	0,6490210	0,4422768	0,0847032	0,4010818	0,1177603	0,1272141	0,3992101	0,5830488	0,5033452	0,3528639	0,6133334	0,1590005	0,1202992	0,4330200	0,4052384	0,6014710	0,4239326	0,0102330	0,0632333	0,1771881	0,2735099	0,5612509	0,5632570	0,3098550	0,7046990	0,2699012	0,2691484	0,0971591	0,4190494	0,3611756	0,6204206	0,3964980	0,3206071	0,5658735	0,1316188	0,2198117	0,0921478	0,0121524	0,0193535	0,2444135	0,7181060	0,6675317	0,3173799	0,3914250	0,3965150	0,0562958	0,1576219
620	0,2596162	0,5998121	0,5020074	0,0509938	0,4862277	0,6897335	0,2506911	0,7525912	0,1001971	0,0398503	0,0508569	0,2767936	0,0478295	0,0062429	0,6417350	0,1575551	0,3571787	0,7702628	0,3937756	0,0803712	0,4840433	0,1167604	0,1863739	0,3660092	0,6473076	0,5983482	0,3169292	0,5360409	0,1484374	0,0945428	0,5278758	0,4792533	0,7316557	0,3981078	0,0272880	0,1057171	0,1751511	0,3002598	0,4294742	0,6199071	0,3244395	0,6483327	0,1664461	0,2166118	0,0821884	0,4151971	0,3211548	0,6058285	0,3467491	0,3741774	0,5827603	0,2097909	0,2116058	0,1065651	0,0156468	0,0447774	0,1719000	0,8061786	0,5872813	0,2930812	0,5291826	0,2949015	0,0110321	0,1930460
640	0,3109666	0,6698065	0,3895793	0,0312138	0,4868039	0,6972012	0,1865751	0,6614344	0,0857097	0,0212333	0,0656917	0,1814494	0,0254479	0,0035587	0,6382181	0,1608313	0,2332427	0,6848249	0,4277746	0,0768447	0,4354598	0,0828875	0,3036725	0,3877715	0,5096357	0,4874463	0,4568991	0,4721829	0,1370485	0,0800241	0,4362219	0,4333948	0,6367584	0,4271101	0,0179722	0,0932551	0,1678199	0,3763261	0,4720294	0,6406975	0,3557541	0,7183830	0,1601696	0,2391800	0,0883275	0,6297215	0,2481823	0,5073797	0,4671554	0,4512778	0,5891612	0,1415868	0,1917841	0,0613760	0,0292088	0,0183271	0,1745048	0,7956800	0,6069655	0,3786947	0,3461665	0,2344226	0,0250629	0,1728850
660	0,2498315	0,7382297	0,3691302	0,0334096	0,6483280	0,7488361	0,2559503	0,8276484	0,0688526	0,0287074	0,0636830	0,1714699	0,0568172	0,0055730	0,6671090	0,1653521	0,3489375	0,6577274	0,3629852	0,1735922	0,3585828	0,0544329	0,3415610	0,3575745	0,7254210	0,5167099	0,2865109	0,5321575	0,1617903	0,0869001	0,5334360	0,3409113	0,5478483	0,4243162	0,0352554	0,0291821	0,1462771	0,2205310	0,5066909	0,6170660	0,4782364	0,6100102	0,1104338	0,1623933	0,0843823	0,5693999	0,2711577	0,5643608	0,5823518	0,4139219	0,4375026	0,1049442	0,1605284	0,0678630	0,0190093	0,0055250	0,1119389	0,6575196	0,4475534	0,3022326	0,4681043	0,1679428	0,0211887	0,1189619
680	0,2443703	0,5480111	0,3732394	0,0400657	0,6873636	0,7091140	0,1867299	0,7740345	0,0662716	0,0491309	0,0507196	0,1073410	0,0507820	0,0018035	0,7622187	0,1868322	0,3103088	0,7783599	0,3965115	0,0727460	0,3360049	0,0353678	0,2944248	0,2900450	0,6809790	0,4741884	0,3639198	0,5572543	0,1822492	0,0871164	0,3719422	0,3449828	0,5799523	0,4154976	0,0385729	0,0245445	0,1128869	0,2692528	0,5902816	0,6045538	0,4821221	0,6054022	0,0891274	0,2981155	0,0306463	0,7370973	0,2026038	0,6492795	0,6167022	0,5285055	0,4779388	0,0808476	0,1609335	0,0704054	0,0100403	0,0082305	0,0998059	0,6659934	0,4578465	0,2365838	0,3716176	0,1941580	0,0359375	0,0813244
700	0,2252892	0,7144876	0,3303939	0,0321584	0,7205066	0,6366236	0,1645667	0,7964149	0,0994677	0,0437685	0,0510838	0,1132792	0,0238435	0,0066541	0,6776386	0,1618723	0,2724005	0,7175321	0,3911474	0,0669856	0,3337055	0,0523976	0,4066801	0,3714865	0,7000773	0,5684296	0,2838193	0,5259979	0,1853427	0,0690216	0,4047308	0,3888854	0,4687542	0,3494167	0,0179184	0,0346875	0,0805505	0,2448101	0,4250450	0,5101270	0,4324833	0,6284089	0,0709156	0,1763901	0,0327886	0,6146368	0,2189133	0,6122998	0,5132648	0,5239516	0,6020190	0,0780603	0,1089294	0,0734884	0,0098668	0,0226771	0,1311447	0,6177532	0,3102502	0,2128492	0,3124111	0,2576947	0,0160038	0,0572605
720	0,1994643	0,7415002	0,2914223	0,0318914	0,6751950	0,7007709	0,1151064	0,7343695	0,0994171	0,0453107	0,0514046	0,1062712	0,0291952	0,0068206	0,6279289	0,1351107	0,2663607	0,6884421	0,4055838	0,0726713	0,3825555	0,0462925	0,3994815	0,3140326	0,5878291	0,4666060	0,1797558	0,5253930	0,0995930	0,0887941	0,3478943	0,3938450	0,3366990	0,2265782	0,0227337	0,0045877	0,1019903	0,2330280	0,5086652	0,5026613	0,4672159	0,5874800	0,0545104	0,1147130	0,0555601	0,6683042	0,2406857	0,5191532	0,6340630	0,5665021	0,5316865	0,0556176	0,0527512	0,0896324	0,0122608	0,0192234	0,0972449	0,6792286	0,1799305	0,1626233	0,3453592	0,1036622	0,0181727	0,0928085
740	0,2174762	0,6484207	0,2384170	0,0371730	0,7026197	0,6437521	0,1059576	0,8327851	0,0464957	0,0304784	0,0740285	0,0786874	0,0453434	0,0033665	0,5291374	0,1992057	0,3505049	0,7749660	0,4090993	0,0572871	0,4609269	0,0188661	0,2495920	0,3333996	0,7033819	0,4540829	0,2500481	0,5540399	0,1447512	0,1109442	0,2630420	0,3511593	0,3400730	0,1791088	0,0148764	0,0128447	0,0907725	0,2734652	0,5766512	0,4917130	0,4699061	0,5283309	0,0401395	0,1396798	0,0449514	0,5971072	0,1421079	0,5364822	0,6227073	0,5747793	0,5830182	0,0614722	0,0604794	0,0549198	0,0215921	0,0088967	0,0385371	0,5946590	0,1159743	0,1747347	0,3612750	0,1044231	0,0434674	0,0433871
760	0,2225510	0,7137518	0,1972402	0,0346187	0,6686844	0,7053772	0,1355201	0,6869726	0,0729828	0,0460291	0,0632108	0,1412489	0,0364178	0,0047940	0,4886245	0,1648352	0,4451288	0,7054628	0,3694979	0,1312628	0,4679670	0,0642082	0,2426074	0,3236898	0,6811507	0,7325347	0,1811229	0,5576398	0,1044267	0,1051131	0,2305379	0,4397573	0,2270038	0,1574650	0,0397111	0,0113162	0,0531365	0,2162916	0,4641152	0,4178976	0,3718533	0,5251097	0,0348076	0,1550657	0,0478696	0,6964978	0,1419215	0,4322701	0,6207775	0,6475922	0,5830760	0,0427855	0,0465771	0,0916316	0,0072695	0,0216280	0,0839288	0,5121167	0,0591645	0,1601138	0,2876074	0,1040818	0,0387174	0,0324532
780	0,2594555	0,7196031	0,2101742	0,0376417	0,6860568	0,6319167	0,0724083	0,7269637	0,0639404	0,0191503	0,0311283	0,1067788	0,0487447	0,0080824	0,6273409	0,0899118	0,3621736	0,6630372	0,4324070	0,0736286	0,3751657	0,0277062	0,1950725	0,2083310	0,6661462	0,5508096	0,1998865	0,6661042	0,1083344	0,0529441	0,2345817	0,4462980	0,2040276	0,1531609	0,0189430	0,0116685	0,0351515	0,1671220	0,5133119	0,4566439	0,4999383	0,4532338	0,0210696	0,1013478	0,0531759	0,7620804	0,1438683	0,4601630	0,5032046	0,7332732	0,5902317	0,0253726	0,0664061	0,0566189	0,0186412	0,0082671	0,0325791	0,6453196	0,0361963	0,0857158	0,1551963	0,0586535	0,0232454	0,0534394
800	0,2450900	0,7481788	0,2333719	0,0623021	0,7211116	0,7109625	0,0537484	0,7240818	0,0370576	0,0296088	0,0677550	0,0993369	0,0506123	0,0064614	0,6315228	0,1068556	0,4010698	0,7680949	0,4273882	0,1015432	0,4480608	0,0347378	0,1580023	0,2832323	0,6730359	0,4907766	0,1153526	0,6550557	0,0945410	0,0977464	0,3420296	0,3803509	0,1569541	0,0749021	0,0225062	0,0057289	0,0390664	0,1535214	0,4938223	0,3192962	0,4945064	0,3854367	0,0066320	0,0836661	0,0235157	0,7147706	0,1437861	0,4680457	0,5780048	0,6665693	0,5834285	0,0417253	0,0246633	0,1078731	0,0239133	0,0060136	0,0790001	0,6350409	0,0248621	0,0677923	0,1939560	0,1190212	0,0247633	0,0931239
820	0,2904187	0,7642845	0,1411450	0,0325430	0,7422916	0,7945302	0,0895268	0,7571048	0,0847261	0,0533779	0,0963842	0,0827579	0,0497430	0,0041280	0,7461278	0,1447412	0,4110702	0,7131258	0,3662518	0,1398949	0,3773371	0,0266916	0,0866620	0,2462676	0,5973781	0,4600392	0,1683255	0,5947360	0,0678907	0,0430849	0,2164146	0,4046988	0,1761904	0,0659929	0,0077925	0,0017120	0,0698927	0,1950941	0,4956612	0,3254878	0,5437818	0,3456706	0,0081079	0,0713658	0,0537629	0,7242906	0,1272996	0,4948649	0,6831522	0,6147188	0,4822180	0,0338284	0,0241075	0,0758189	0,0182487	0,0044710	0,0569772	0,6622660	0,0337404	0,0499136	0,1615010	0,1222087	0,0191219	0,0624222
840	0,3274688	0,7918873	0,1725911	0,0306556	0,7183646	0,6796043	0,0878825	0,7076309	0,0625634	0,0375237	0,0949787	0,0761931	0,0400404	0,0042237	0,7769491	0,1244318	0,3287998	0,7297179	0,3777797	0,0899034	0,4109670	0,0783438	0,0543466	0,2528962	0,6570416	0,5231261	0,1478780	0,5518274	0,0847933	0,1255536	0,2029830	0,3849213	0,0914044	0,0306743	0,0400797	0,0036429	0,0363319	0,0924491	0,6057728	0,2780952	0,4794622	0,3292003	0,0014123	0,1026991	0,0390158	0,7048271	0,1143488	0,4167191	0,6815560	0,6803483	0,5693796	0,0180591	0,0198772	0,0628673	0,0350916	0,0023598	0,0463416	0,5556056	0,0123065	0,0326981	0,0781348	0,0757654	0,0189065	0,0615693
860	0,2530555	0,7391803	0,1277967	0,0064024	0,7931145	0,5873556	0,0601630	0,6098450	0,0376393	0,0372706	0,0698130	0,0543717	0,0681629	0,0046346	0,6580247	0,1153863	0,3300243	0,6598254	0,3977612	0,0839542	0,3501734	0,0525221	0,0610055	0,2453128	0,8318085	0,4918471	0,1246719	0,6373779	0,1331454	0,0703856	0,1640045	0,3512309	0,0903636	0,0378994	0,0113392	0,0035138	0,0384572	0,1760452	0,6030525	0,1863188	0,6451727	0,2877747	0,0043829	0,0804366	0,0490938	0,6578954	0,1628787	0,5082429	0,4729474	0,5720173	0,4734562	0,0139400	0,0182552	0,0474435	0,0083496	0,0010667	0,0552610	0,6960627	0,0141011	0,0770606	0,1379340	0,0673567	0,0315969	0,0382045
880	0,1854118	0,7545351	0,0807976	0,0100895	0,7190086	0,6037623	0,0843344	0,7672342	0,0506281	0,0264869	0,1077865	0,0628708	0,0305088	0,0002774	0,6440835	0,0987978	0,3010831	0,8129461	0,3693517	0,0925778	0,3445228	0,0339918	0,0214327	0,2565043	0,6904147	0,5906872	0,1158058	0,6566406	0,0708132	0,0837858	0,1688378	0,4374798	0,0853233	0,0327676	0,0352479	0,0018199	0,0351081	0,1307558	0,6133550	0,2743034	0,5610509	0,2509005	0,0007365	0,0844587	0,0438094	0,6662333	0,1487764	0,6276444	0,5332148	0,6174374	0,4487029	0,0293088	0,0080437	0,0304019	0,0239541	0,0073319	0,0441704	0,7319726	0,0172305	0,0387279	0,1074669	0,1247810	0,0207991	0,0459272
900	0,2073775	0,7436756	0,1034141	0,0470900	0,7440588	0,7911431	0,0792300	0,7347478	0,0438715	0,0431428	0,0696309	0,0627284	0,0556020	0,0050042	0,6352573	0,1055996	0,3879634	0,5409405	0,4004652	0,1457607	0,3469488	0,0165953	0,0404316	0,2023086	0,7400840	0,6053973	0,1177179	0,7105941	0,1053933	0,1131659	0,1367261	0,3931255	0,0516412	0,0345114	0,0316408	0,0112796	0,0451239	0,1119547	0,4692871	0,2707796	0,5763479	0,2677171	0,0003139	0,0840315	0,0395400	0,6538734	0,1238525	0,5209327	0,6422292	0,5672190	0,4847449	0,0458102	0,0111156	0,0421220	0,0079579	0,0104361	0,0421569	0,6148179	0,0426154	0,0727339	0,1780546	0,0820318	0,0326715	0,0612997
920	0,1994959	0,7894969	0,1167311	0,0353085	0,8480310	0,6617637	0,1559695	0,7551438	0,0737265	0,0316398	0,0786543	0,0381756	0,0724876	0,0012934	0,5548076	0,1512706	0,3873517	0,7890876	0,3293513	0,1171534	0,4048840	0,0249502	0,0355381	0,2427290	0,5733686	0,6609253	0,0710263	0,5823406	0,0906557	0,1010913	0,1577818	0,4100185	0,0396421	0,0441248	0,0095847	0,0026331	0,0344465	0,1792872	0,5516800	0,3255556	0,5354645	0,2548139	0,0036451	0,0337024	0,0378716	0,6194116	0,0980522	0,4826973	0,6595874	0,6612886	0,5630810	0,0205725	0,0067013	0,0486689	0,0139768	0,0083088	0,0283458	0,7335978	0,0053133	0,0609239	0,1502641	0,0887264	0,0290781	0,0529446
940	0,2964367	0,8096194	0,1009035	0,0198980	0,7632045	0,6141957	0,1124212	0,6489701	0,0494504	0,0163631	0,0716953	0,0444414	0,0571848	0,0012999	0,6790949	0,0826078	0,3424993	0,6188950	0,4004988	0,0544717	0,4176549	0,0119874	0,0297247	0,3288573	0,6778929	0,5472956	0,1324638	0,5935755	0,0824720	0,0828390	0,1951245	0,4144611	0,0552638	0,0509130	0,0096778	0,0062004	0,0571330	0,1512528	0,4826900	0,2865310	0,5209379	0,2428858	0,0002623	0,0268085	0,0334153	0,6585325	0,1371245	0,4712109	0,6713778	0,6590841	0,5390560	0,0171017	0,0100421	0,0308980	0,0163299	0,0094797	0,0367862	0,6260517	0,0072741	0,0523204	0,1752514	0,0953110	0,0288253	0,0355966
960	0,2397703	0,6377297	0,0750233	0,0741398	0,6708536	0,5998664	0,1029016	0,7602250	0,0429160	0,0513349	0,0522332	0,0439014	0,0402234	0,0019035	0,7642336	0,0877865	0,3428072	0,6361148	0,3715737	0,0737831	0,3393705	0,0040450	0,0216200	0,2298868	0,6576485	0,5585696	0,1036046	0,7743062	0,1028038	0,0921766	0,1723593	0,4382278	0,0575900	0,0417783	0,0160432	0,0050974	0,0213388	0,1640455	0,6136509	0,3160768	0,5083645	0,3250566	0,0003640	0,0195715	0,0309056	0,6824487	0,1098004	0,5738622	0,6222668	0,7150610	0,5075795	0,0466098	0,0095707	0,0190062	0,0163087	0,0082629	0,0697792	0,6365391	0,0159489	0,0789828	0,1146390	0,1294204	0,0302041	0,0609114
980	0,2029105	0,6137896	0,0980575	0,0223995	0,6217655	0,6723169	0,0727865	0,5768850	0,0448347	0,0333165	0,0927340	0,0572978	0,0352611	0,0063450	0,6300783	0,0807729	0,4034561	0,6174484	0,4804856	0,0676517	0,2842072	0,0184318	0,0203356	0,2230447	0,7019268	0,6662568	0,1471004	0,6130137	0,0467930	0,0704746	0,1564783	0,5286985	0,0187977	0,0321724	0,0325020	0,0181497	0,0229995	0,1177001	0,5425622	0,2781037	0,6785627	0,3831366	0,0007676	0,0627943	0,0211428	0,6372240	0,0971443	0,4967554	0,6857075	0,7628143	0,4891630	0,0231595	0,0167902	0,0350269	0,0179621	0,0077788	0,0241120	0,6245326	0,0133999	0,0657877	0,0932240	0,0985193	0,0613857	0,0546684
1000	0,1496525	0,7013585	0,0344121	0,0374672	0,7995426	0,6250739	0,0662413	0,6211712	0,0734487	0,0168900	0,0676000	0,0553886	0,0444891	0,0043031	0,7463960	0,1395415	0,2846794	0,7054027	0,3950159	0,0610039	0,3101372	0,0134525	0,0363029	0,2685057	0,7501251	0,4937689	0,0892602	0,6211734	0,0555113	0,0919024	0,2071403	0,3861249	0,0432421	0,0317939	0,0138473	0,0014836	0,0378724	0,0814980	0,5974890	0,2891047	0,5568653	0,2274663	0,0001968	0,0657407	0,0505726	0,6825850	0,1251657	0,4550017	0,5679081	0,6427803	0,4647207	0,0195756	0,0085290	0,0321449	0,0521311	0,0145116	0,0594871	0,6904226	0,0035703	0,0600309	0,1105604	0,0982820	0,0509848	0,0408812
1020	0,2123171	0,6695461	0,0977379	0,0681806	0,7191189	0,7498100	0,0495160	0,6185694	0,0552981	0,0211354	0,0559303	0,0711603	0,0632893	0,0048979	0,7563167	0,1644613	0,4160406	0,5908036	0,3470644	0,0947814	0,3106573	0,0065622	0,0115195	0,2758728	0,6693781	0,5006337	0,0943758	0,6007570	0,0729917	0,1157727	0,1443019	0,3127848	0,0516780	0,0215471	0,0164951	0,0101608	0,0223123	0,1163694	0,4952462	0,2505389	0,5702471	0,2321149	0,0002110	0,0607478	0,0535112	0,6860607	0,0926529	0,4361093	0,5453948	0,6145749	0,4395338	0,0227273	0,0126402	0,0431033	0,0145853	0,0029430	0,0411117	0,6876370	0,0080882	0,0504476	0,0808030	0,1005732	0,0244034	0,0379901
1040	0,1745243	0,6965692	0,0649653	0,0260092	0,7168167	0,7951604	0,0596424	0,6033969	0,0407618	0,0401227	0,0735723	0,0407114	0,0325548	0,0014321	0,7104641	0,0671739	0,3426974	0,6700654	0,3319413	0,0868261	0,3802355	0,0026024	0,0278666	0,3398997	0,6731722	0,6204942	0,0533802	0,6771362	0,0656710	0,0821497	0,2104823	0,3624349	0,0153860	0,0237635	0,0196156	0,0165693	0,0358072	0,0996502	0,6116473	0,1664353	0,5313308	0,1673816	0,0000067	0,0895091	0,0526622	0,7062912	0,0882939	0,5219764	0,6655384	0,5785406	0,3858013	0,0163417	0,0137025	0,0374331	0,0105175	0,0078897	0,0252830	0,5613147	0,0044471	0,0309050	0,0981526	0,1025709	0,0269154	0,0442696
1060	0,2102296	0,7373674	0,0293239	0,0560768	0,8333137	0,7864087	0,0809800	0,6412560	0,0424004	0,0404454	0,0436461	0,0461627	0,0434991	0,0109593	0,6322635	0,0650984	0,4832695	0,6718870	0,4244130	0,1122614	0,3925051	0,0045878	0,0096747	0,2572062	0,6632432	0,5608565	0,0714135	0,4759970	0,0976709	0,0971393	0,1717782	0,3526726	0,0190725	0,0169443	0,0073933	0,0108025	0,0265753	0,1345907	0,4773261	0,1527358	0,5614742	0,2218198	0,0003420	0,0337107	0,0299452	0,6593689	0,0851422	0,3558343	0,5906436	0,6750465	0,3114131	0,0121697	0,0040539	0,0090875	0,0125905	0,0088985	0,0292498	0,5254048	0,0095876	0,0284010	0,0360859	0,1622657	0,0111941	0,0238870
