"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	ydeO	evgA	rcsA	csgD	rcsB	rstA	ompR	bolA	phoP	treR	mdtE	mdtF	csgE	csgG	csgF	gadA	yhiD	hdeB	hdeA	rutB	rutG	rutC	rutE	rutF	rutA	rutD	cadB	gadB	fadL	cadA	gadC	sra	rprA	nemA	wcaB	wza	lldP	osmB	betT	betB	wcaA	wzc	gadY	wzb	betA	lldD	bdm	treC	slp	hdeD	treB	dctR	rpoS	yjbF
640	0,7950574	1,0639812	0,3694682	1,0047055	0,9064025	0,5389385	0,3670462	0,6739284	0,7869579	0,5099079	0,3565322	0,1122854	0,2806977	0,9187792	0,8367991	0,6009102	0,6922487	0,8354852	0,4557828	0,8702897	0,7939907	0,5523787	0,5986156	0,5072622	0,4803863	0,4474462	0,7494717	1,0595162	0,5364108	0,9450191	0,1875309	1,0052817	0,6068446	0,4071395	0,7979648	0,5029066	0,7569170	0,9562700	0,2938673	0,9688800	0,4651045	0,1688952	0,7802652	0,4300522	0,4033959	0,3691287	0,7465710	0,7690747	0,1525478	0,5770384	0,6501564	0,6764476	0,3237634	0,9169378	0,3740028	0,1369635	0,9286281	0,4100252	0,9865834	0,8595756	0,6080916	0,1063002	0,6048280	1,0533273
660	0,8222392	1,0773857	0,3863327	0,9614304	0,9476082	0,5272517	0,3859603	0,6666210	0,7765687	0,4344789	0,4189545	0,0937293	0,2962943	0,9164503	0,9134998	0,7148770	0,8050349	0,6986131	0,5004993	0,8364788	0,7394125	0,6357136	0,5492230	0,5883608	0,5232649	0,4137544	0,6796536	1,0784420	0,5072182	0,9787150	0,1427662	0,9623854	0,6555049	0,3072803	0,7363525	0,5716847	0,7340333	0,8168568	0,2932856	1,0262118	0,3738784	0,1241172	0,7728004	0,4374144	0,4674206	0,3381802	0,7709008	0,8126943	0,1633833	0,6089475	0,7831182	0,7104550	0,4000106	0,9650903	0,3459008	0,1167795	0,9632689	0,4855867	1,0043419	0,8219658	0,6718202	0,1538086	0,6397210	1,0172916
680	0,8660513	1,0827781	0,4007139	0,9997247	0,9539804	0,5085587	0,3174047	0,7052012	0,7559355	0,3473781	0,3852256	0,0910488	0,3103397	0,9558730	0,9426023	0,7522225	0,8357680	0,5823971	0,4424814	0,7360415	0,7781843	0,5771242	0,5417296	0,6691551	0,4980683	0,3518611	0,7132518	1,0855764	0,5458065	0,8358545	0,1014971	1,0235609	0,6587038	0,2299644	0,6819005	0,5651170	0,7535766	0,7787577	0,3231503	1,0059121	0,3299419	0,0968807	0,7357264	0,4479717	0,4817332	0,3602424	0,7776775	0,9086393	0,1973802	0,6418309	0,7798252	0,7008852	0,3860204	1,0275017	0,3237475	0,1347627	0,8546360	0,5366240	1,0404067	0,7912512	0,7255295	0,2201455	0,5936989	1,0364967
700	1,0056004	1,0508469	0,3991813	1,0512894	0,8739472	0,4392094	0,2577375	0,6253022	0,7388325	0,2899256	0,4053123	0,0885607	0,2979314	1,0103687	0,9654246	0,7993127	0,8905195	0,4583518	0,4446450	0,7543006	0,7947126	0,5342556	0,4836665	0,7321433	0,4528207	0,3613472	0,7630922	1,0848583	0,6234202	0,9187187	0,0736801	0,9649414	0,7053106	0,1790279	0,6858581	0,5535299	0,7343541	0,6655167	0,2942327	0,8745165	0,2706159	0,0745379	0,7762517	0,4518822	0,4685093	0,3925887	0,7445539	0,9183884	0,1692206	0,6728418	0,8831093	0,6454279	0,4259944	1,0526735	0,3440999	0,1299578	0,8326709	0,5496983	1,0163904	0,7829449	0,7071098	0,2721420	0,5976985	1,0665461
720	1,0490020	1,0609243	0,4373642	1,0781719	0,8781785	0,4889353	0,3266938	0,6525118	0,8156362	0,2622385	0,3845709	0,1123782	0,2595851	1,0674477	0,9344806	0,8443231	0,9026727	0,3820578	0,4135669	0,6982374	0,7952777	0,5003477	0,5129297	0,7725242	0,3646587	0,3541134	0,7294345	1,0488966	0,5749849	0,9454254	0,0610471	0,9104633	0,7835710	0,1330314	0,7232443	0,5793706	0,6353296	0,6166360	0,2944069	0,8403906	0,2547285	0,0777586	0,7117069	0,4468876	0,4780641	0,3861225	0,8093090	0,9554541	0,2000171	0,6596386	0,8431240	0,7045159	0,3711134	0,9644291	0,3509181	0,1232557	0,8556701	0,5393185	0,9981230	0,7468890	0,7553621	0,2945191	0,6116369	1,0955829
740	1,0591004	1,0532417	0,4137301	1,0259661	0,9158790	0,5195261	0,3295924	0,6707153	0,8284769	0,2066351	0,3273806	0,1328996	0,2830843	1,0309052	1,0139349	0,8979754	0,9320672	0,3228086	0,4527217	0,7946058	0,7915222	0,5267753	0,4089078	0,8222419	0,3983674	0,3330499	0,6902798	0,9529012	0,5430900	0,9817239	0,0587145	0,8507250	0,8329125	0,0976748	0,6248355	0,6436387	0,5674491	0,5144399	0,2929682	0,7978949	0,2158427	0,0595395	0,6846963	0,4543992	0,4940101	0,4012527	0,7230875	1,0133087	0,1967792	0,6148686	0,8515548	0,6784759	0,3845228	0,9287416	0,3426876	0,1445728	0,8757748	0,4977542	1,0717990	0,8324992	0,7173204	0,3250452	0,5718788	1,1301601
760	1,0446618	1,0248410	0,4319388	0,9832805	0,8358839	0,5577549	0,3167718	0,7010640	0,9973473	0,2306343	0,3691389	0,1349156	0,2985382	1,0356968	0,9535862	0,8991376	0,8547565	0,2707624	0,4050706	0,8686207	0,7782899	0,5608031	0,3327460	0,7798973	0,3751589	0,3151893	0,7223060	0,8957339	0,5888209	1,0273509	0,0585139	0,8299388	0,8197733	0,0952364	0,7022075	0,6422708	0,6099148	0,4788694	0,2630223	0,7626776	0,1659307	0,0426506	0,7362226	0,4042606	0,5180667	0,4330761	0,7575551	0,9996708	0,1742408	0,5828268	0,7653153	0,7437972	0,4206652	0,9052817	0,3130125	0,1413112	0,8324711	0,4783913	1,0244139	0,8264079	0,7476277	0,3365555	0,6102923	0,9882868
780	0,9641048	1,0729759	0,4145592	0,9255926	0,8651903	0,5048108	0,2845926	0,7210379	0,8563998	0,1951478	0,3555471	0,1205075	0,2769978	1,0565406	0,9718706	0,8733127	0,8454462	0,2352051	0,4018448	0,8824514	0,8395665	0,5977035	0,3467259	0,7335914	0,3615458	0,3121428	0,7047093	0,9088543	0,6081049	0,9745084	0,0555662	0,8567805	0,8352437	0,0805109	0,6429782	0,6348279	0,5881829	0,5041938	0,2711146	0,7606956	0,1543421	0,0488505	0,7802857	0,4223218	0,5307652	0,3955866	0,7094852	0,9714276	0,1791420	0,5455833	0,8030146	0,6969673	0,4410110	0,9708786	0,3321880	0,1232849	0,9275689	0,5133577	0,9889384	0,8111517	0,7501548	0,3611886	0,6228295	0,8611189
800	1,0017914	0,9792235	0,3949045	0,9704666	0,8112911	0,5808180	0,3215424	0,7680436	0,8979230	0,1844126	0,4012805	0,0950622	0,2627469	1,0484332	0,9185812	0,8837531	0,8662477	0,2234289	0,4659749	0,8285554	0,8746095	0,6349926	0,3311213	0,7378710	0,3595823	0,3280842	0,6870264	0,9168106	0,6223202	0,9525327	0,0473756	0,8659926	0,9225074	0,0875145	0,7143185	0,6829863	0,5692030	0,4926198	0,2930150	0,6844650	0,1345886	0,0588801	0,7738717	0,3923324	0,5313229	0,4427470	0,6559723	0,9042931	0,1782500	0,5267701	0,8639796	0,7685341	0,4296623	0,8488405	0,3367110	0,1014599	0,9009969	0,5589951	0,9418135	0,8329852	0,8174256	0,3861667	0,6098777	0,8837202
820	1,0209398	0,9738435	0,3543928	0,9779487	0,7991591	0,5409169	0,2880365	0,8097555	0,8637172	0,1646129	0,4034490	0,0845721	0,2410298	0,9658314	1,0174823	0,8572074	0,9992191	0,2349917	0,4819232	0,8667340	0,9422288	0,6621180	0,3061748	0,7932931	0,3217575	0,3830074	0,6747516	0,8842294	0,6587300	0,9683224	0,0452307	0,9710625	0,8738955	0,1171470	0,6953464	0,7093071	0,6042421	0,4764643	0,2817819	0,6894528	0,1544461	0,0473748	0,7186831	0,3983841	0,4559985	0,4240899	0,6982248	0,8950263	0,1983079	0,5537185	0,7860867	0,7494509	0,4670086	0,8747882	0,3704711	0,0933100	0,9086117	0,5410904	0,9495384	0,8386842	0,7861766	0,4698343	0,5790947	0,9357924
840	1,0011640	0,9326171	0,3484110	0,9658945	0,7306975	0,5725720	0,3804174	0,8024931	0,8846340	0,1377223	0,3437318	0,1086078	0,2303662	1,0123957	0,9666157	0,8370093	1,0313614	0,2265559	0,5149778	0,8400351	0,9083695	0,6539228	0,3160773	0,8165354	0,2700303	0,3326336	0,6690150	0,8927062	0,6506459	0,9949274	0,0406790	0,9814835	0,8968620	0,1086043	0,6301863	0,6860022	0,5505857	0,4514311	0,3308172	0,6911330	0,1447235	0,0616248	0,7258384	0,3976287	0,4648908	0,3976558	0,7469845	0,8649697	0,2204510	0,5937943	0,7656677	0,7490928	0,5329336	0,8746840	0,4562046	0,0760851	0,8851274	0,5731278	0,9782159	0,7978146	0,8134496	0,5519550	0,5386969	0,9347819
860	0,9654819	0,9201617	0,3766922	0,9949524	0,7699386	0,5734387	0,3657394	0,7464429	0,8126083	0,1457341	0,3848120	0,0666545	0,2084918	1,0334544	0,9323101	0,8531901	1,0569752	0,2061110	0,4517563	0,7744930	0,9490604	0,5922571	0,3762887	0,8461931	0,3115287	0,3358811	0,6442537	0,9573262	0,6958172	1,0283641	0,0388703	0,9148933	0,8278746	0,0951980	0,5489896	0,7443878	0,5086746	0,4153101	0,3485103	0,6494739	0,1309070	0,0614520	0,6513064	0,4244129	0,4805358	0,3953152	0,7004601	0,8693322	0,2292191	0,5972940	0,8446963	0,7551612	0,5640010	0,8529913	0,4731375	0,0842173	0,8184350	0,5774794	0,9701747	0,7137699	0,8037429	0,5565938	0,5343286	0,9578669
880	1,0624307	0,8775166	0,3894158	0,9846023	0,8221176	0,5830088	0,3644971	0,6824451	0,8432840	0,1479310	0,4005754	0,0730333	0,1930128	0,9259671	0,9391395	0,8770863	1,0620399	0,1881312	0,4143081	0,7777395	0,9254168	0,5548488	0,3775372	0,8463953	0,3637727	0,3037588	0,5892252	0,9682059	0,7094492	1,0151292	0,0365271	0,8387526	0,8569582	0,1048804	0,5531594	0,7421405	0,4808991	0,4630318	0,3210545	0,7152505	0,0850953	0,0547931	0,6019679	0,4959085	0,4996124	0,3886453	0,6464123	0,8537661	0,2296690	0,6063443	0,8833608	0,7243592	0,5837211	0,9064404	0,5147288	0,0891610	0,8411984	0,5277432	0,9860175	0,6147102	0,7582960	0,5237387	0,4802349	1,0043634
900	1,0723187	0,8686698	0,4401633	0,9843735	0,8435125	0,5588383	0,3430776	0,7255319	0,8774170	0,1491651	0,3972849	0,0784207	0,1751208	0,9739969	0,9661564	0,8488257	1,0065416	0,1734338	0,4326845	0,7906803	0,9844222	0,5165407	0,3150331	0,8027736	0,3688573	0,3070675	0,5829465	0,9258095	0,6886416	0,9510573	0,0423981	0,8690027	0,8686601	0,1085295	0,5846228	0,7663499	0,4759721	0,4481300	0,2862500	0,7749736	0,0899074	0,0404365	0,6048705	0,4339098	0,4799574	0,3759195	0,6832221	0,9029169	0,2054675	0,5893167	0,8082625	0,6847290	0,5874333	1,0361884	0,5222170	0,0854724	0,8142681	0,5789094	0,9019958	0,6908331	0,7734221	0,5082423	0,5200630	1,0369680
920	1,0845623	0,9336584	0,4368768	1,0028213	0,8828472	0,5537271	0,3083001	0,7309620	0,8470157	0,1378109	0,4084157	0,0834361	0,1594710	0,9778987	1,0245797	0,8034174	1,0021962	0,1941477	0,4337491	0,8199746	0,9602011	0,4731358	0,3184285	0,8209655	0,3441380	0,3008524	0,5992774	0,9342246	0,7027576	0,9536615	0,0457887	0,8599707	0,8844894	0,1101484	0,5300707	0,7684372	0,5548051	0,4831504	0,2728472	0,7851546	0,0915360	0,0468566	0,6062729	0,4145258	0,3969983	0,4111666	0,6392756	0,9163315	0,2192501	0,5825794	0,8212126	0,6424569	0,5548464	0,9520302	0,4450205	0,0881573	0,7279986	0,5741521	0,9326157	0,6615078	0,7340710	0,5084448	0,5566094	1,0663785
940	1,0357098	0,9746427	0,4329719	0,9442940	0,8426904	0,5330771	0,3566321	0,7650047	0,8734887	0,1253795	0,4568679	0,0960502	0,1660964	0,9518400	1,0230911	0,8010838	1,0154231	0,1699933	0,4311196	0,8758809	0,8966756	0,4855636	0,3514302	0,8326832	0,3681644	0,3120914	0,5729987	0,9349824	0,6414317	0,9689368	0,0381020	0,8493735	0,9306316	0,0928219	0,5709267	0,7352382	0,6111976	0,4439456	0,2848492	0,7727649	0,0646393	0,0452428	0,5792228	0,4744376	0,4499947	0,4171748	0,7134590	0,8701313	0,2262695	0,5619863	0,7949138	0,6119688	0,5315296	0,9591930	0,3994321	0,0768072	0,7065148	0,5644304	0,9442648	0,6775225	0,7444786	0,4445653	0,6012582	1,0005961
960	1,0877363	0,8797628	0,4270847	0,9663492	0,8247584	0,5376980	0,3132697	0,7175520	0,8324505	0,1289396	0,4607680	0,0802027	0,1855229	0,9826384	1,0366080	0,7865215	1,0615528	0,1756648	0,4657832	0,7883380	0,9141853	0,4815283	0,3809223	0,8019353	0,3552239	0,3017538	0,5666815	0,9573675	0,6477625	0,9269839	0,0422025	0,9621981	0,9277843	0,0784425	0,5620797	0,7455211	0,6719390	0,3836984	0,2771653	0,7502376	0,0669889	0,0617610	0,4846721	0,4144387	0,4662660	0,4568251	0,7116156	0,9064807	0,2402421	0,5050096	0,6872034	0,6165658	0,5262880	1,0216163	0,3738493	0,0719040	0,6862921	0,5074605	1,0722349	0,6933311	0,7270394	0,4512366	0,5591791	0,9812939
980	1,1442177	0,8872875	0,4235767	1,0135803	0,8300157	0,4921435	0,2774356	0,6319988	0,8756603	0,1389207	0,4201262	0,0851004	0,1696983	0,9900393	0,9687898	0,7882785	1,0864611	0,1873800	0,4651602	0,8442911	1,0030822	0,4906750	0,4160337	0,8519260	0,3766814	0,2759936	0,5698518	0,9494032	0,6379297	0,8474300	0,0351001	0,9239589	0,9774454	0,0755676	0,6155921	0,7222204	0,5959539	0,4002343	0,2841756	0,7522511	0,0661507	0,0584216	0,4581766	0,4556957	0,4299489	0,4648715	0,7326082	0,9011870	0,2223385	0,5234691	0,6457733	0,6534908	0,5106913	1,0389513	0,3896750	0,0688230	0,7749345	0,5137532	1,1240410	0,7067886	0,7723097	0,4672766	0,5886625	1,0019913
1000	1,1735367	0,9497378	0,4156313	0,9673937	0,7986854	0,4546702	0,2867557	0,7013857	0,8614225	0,1376907	0,3915807	0,0839583	0,1751258	0,8948863	0,9497874	0,7107890	1,1092926	0,1576075	0,4498171	0,7935950	0,9440353	0,4637300	0,3893564	0,8459594	0,4301762	0,2359308	0,6197720	0,9592936	0,6368609	0,8262107	0,0309936	0,9407309	0,9197868	0,1046739	0,6285146	0,7244406	0,5949534	0,4670183	0,2857043	0,7241735	0,0582936	0,0595971	0,4571740	0,3867943	0,4708377	0,4821287	0,7443762	0,8104332	0,2050993	0,5160712	0,6890388	0,5920960	0,4517447	1,0564873	0,4149147	0,0880609	0,8176115	0,5500856	1,0998111	0,7880244	0,7259803	0,4438568	0,5950766	1,0246195
1020	1,0580177	0,9852252	0,3996386	0,9888910	0,7434683	0,4743354	0,2925272	0,6842770	0,9010313	0,1389987	0,4335612	0,0933407	0,1490316	0,9758384	0,9414249	0,7203710	1,0395043	0,1268825	0,4982622	0,6892918	0,9114038	0,5158448	0,4869245	0,8136842	0,4849041	0,2117065	0,6151212	0,9609375	0,6409405	0,8795463	0,0315539	0,9028061	0,8612292	0,1031414	0,6226024	0,7363167	0,6246802	0,4374592	0,3103258	0,6997072	0,0542531	0,0782469	0,4337522	0,3826268	0,4492491	0,4874036	0,7041431	0,7485383	0,2084137	0,5744114	0,6628304	0,7048970	0,4487772	0,9647475	0,4549798	0,0840993	0,7982302	0,5019852	1,0923039	0,7623691	0,7443162	0,4234375	0,5900551	0,9576867
1040	1,0164860	1,0152302	0,4003699	1,0176524	0,6920728	0,5431465	0,3244650	0,7222612	0,9045051	0,1625609	0,4124275	0,0882007	0,1357157	0,9651784	0,9947013	0,7618160	0,9917100	0,1393923	0,4596219	0,7238450	0,8185738	0,5001688	0,5351181	0,8153486	0,5497927	0,2907084	0,5468190	0,9467638	0,7099710	0,9293538	0,0329267	0,9394441	0,8925809	0,1144956	0,7079639	0,7146001	0,6700670	0,4182438	0,3174023	0,7030088	0,0564223	0,0709749	0,3778271	0,3780654	0,4175961	0,5021451	0,6718694	0,7917834	0,2254357	0,5376073	0,6887789	0,7409664	0,4149043	1,0568542	0,3528804	0,0856837	0,8799924	0,4620931	1,0725373	0,7337095	0,7613337	0,4631163	0,5874350	0,9160885
1060	0,9513476	0,9886569	0,3537897	1,0304672	0,7605166	0,5243879	0,3294357	0,7366199	0,9150766	0,1690048	0,4345906	0,0813613	0,1230306	1,0917661	1,0246835	0,8062679	0,9396328	0,1413557	0,4636676	0,7675710	0,8948681	0,5007030	0,5678314	0,7982577	0,4875780	0,2739274	0,5931785	0,9292975	0,6749434	0,8687452	0,0321622	0,9669513	0,8889114	0,1298601	0,6683374	0,6769720	0,6847899	0,4401232	0,3116695	0,6998495	0,0600385	0,0710548	0,3576470	0,4062364	0,4173163	0,4936306	0,6691195	0,8169645	0,2285669	0,5286756	0,5695783	0,6656797	0,3865087	1,0129742	0,4136900	0,0843564	0,8700513	0,4434656	1,0562986	0,6912750	0,7466468	0,4188028	0,5468281	0,9089143
1080	0,9367801	0,9776816	0,3696110	0,9709466	0,7818231	0,5259233	0,3404640	0,7573433	0,8386490	0,1876807	0,3740634	0,0825848	0,1337035	1,0443598	1,0095492	0,8440865	0,9844542	0,1256357	0,4264815	0,7410010	0,8839988	0,4833474	0,4478274	0,8006568	0,4223851	0,2646644	0,6102468	0,9661590	0,6512844	0,8857467	0,0291578	0,9247743	0,9177834	0,1311858	0,6056552	0,6473156	0,6348686	0,4319800	0,3173195	0,6558886	0,0787982	0,0482291	0,3663400	0,3869699	0,4427567	0,5129398	0,7225926	0,8628533	0,2239541	0,5462387	0,6267909	0,6074099	0,3413484	1,0238121	0,4911697	0,0766652	0,7978816	0,4659053	1,0308183	0,5736129	0,7989327	0,4520142	0,5537424	0,9163099
1100	0,9786557	0,9556276	0,4179145	0,9805650	0,7635352	0,5499567	0,3616066	0,7584733	0,8183259	0,1627270	0,3533177	0,0946426	0,1383409	0,9713405	1,0529583	0,8804318	0,9898597	0,1278404	0,4624571	0,7641316	0,8636462	0,5036445	0,4094004	0,8337160	0,4538369	0,3354896	0,6002004	0,9909911	0,6333425	0,9157046	0,0276202	0,9301079	0,9094717	0,1308686	0,5729769	0,6885841	0,5821294	0,4274158	0,2956767	0,7792211	0,0910136	0,0693276	0,3309439	0,3973286	0,4791751	0,5010243	0,7208680	0,8847111	0,2154277	0,6117952	0,6793471	0,6424653	0,4057584	0,9681693	0,4875958	0,0918043	0,8476338	0,5012930	1,0579824	0,6487159	0,7424340	0,3874548	0,5555022	1,0176807

0	1,0595668	1,0018639	0,4073650	0,0327674	0,8554738	0,6002001	0,3567118	0,8501698	0,9573691	0,1306202	0,4023889	0,0884025	0,1430449	0,9725117	1,0671419	0,8063723	1,0351449	0,1689456	0,4153003	0,8809132	0,9041808	0,5316405	0,4224576	0,8461386	0,4457571	0,3175485	0,6138421	0,8774282	0,6767693	0,9305095	0,0234137	0,9484020	0,9626654	0,0862401	0,5733982	0,7250761	0,5653463	0,5785798	0,3159744	0,8512298	0,0654113	0,0329676	0,2978671	0,4003893	0,4440148	0,4343023	0,7608021	0,9244823	0,1652658	0,5654812	0,6439133	0,7392592	0,5467085	0,9345961	0,4331374	0,0991185	0,8121981	0,5315120	1,1013754	0,7497585	0,7778277	0,5956359	0,5344485	0,8863605
20	1,0600774	0,9690650	0,3433184	0,0257277	0,7975302	0,5500798	0,3404300	0,6946384	0,7044506	0,1250602	0,4221897	0,0812600	0,1394024	0,9902141	0,9629741	0,7881840	1,0100713	0,1614122	0,4052438	0,8303500	0,8030556	0,4215628	0,4527046	0,8461349	0,4683586	0,3206587	0,6035845	1,0214170	0,7149291	0,9990101	0,0204238	0,9032769	0,8679726	0,0641942	0,7115677	0,6836179	0,5961993	0,4553930	0,2272739	0,7719716	0,0491683	0,0510601	0,2965026	0,4079064	0,4441401	0,5191896	0,6338272	0,9885955	0,2339078	0,7115546	0,6383234	0,6465100	0,5931894	1,0973527	0,4451207	0,1033191	0,8191859	0,5857595	1,0037935	0,8186265	0,7382425	0,6316622	0,5113804	0,9724783
40	1,0667001	0,8061377	0,3275970	0,0341262	0,7774283	0,5534482	0,2511020	0,7313159	0,5024944	0,1258583	0,3922449	0,0948069	0,2108798	1,0721080	0,8772223	0,7603175	0,8598941	0,1577107	0,3812887	0,8328335	0,7850896	0,4154059	0,4208099	0,8289533	0,4296573	0,3117111	0,6331229	1,0842595	0,7280688	0,9610597	0,0316990	0,8993243	0,9082487	0,0538156	0,7542025	0,6526429	0,6676682	0,4392894	0,2232972	0,7852928	0,0779603	0,0503582	0,2995539	0,3929956	0,3902313	0,5163556	0,6504646	0,9631053	0,1987899	0,7148602	0,6790726	0,7212802	0,5846769	1,0186884	0,4141223	0,0923881	0,6845027	0,5443206	0,9476331	0,7730569	0,7118347	0,5171545	0,4911041	0,9772160
60	1,0286257	0,7603276	0,2878560	0,0235708	0,7130715	0,5547874	0,3537544	0,7203796	0,3859718	0,1142016	0,4175640	0,1003343	0,3178157	1,0604265	0,8810900	0,7235488	0,7083452	0,1820003	0,4437799	0,8081979	0,7247922	0,4893035	0,3923662	0,8820727	0,4348425	0,3219613	0,6773139	1,0973789	0,7145019	0,9795400	0,0269388	0,8863591	0,9220210	0,0629106	0,7435633	0,6500347	0,6282971	0,4086218	0,2475744	0,7275506	0,0712594	0,0462176	0,3341870	0,4289401	0,4240004	0,5295005	0,5702412	0,8063313	0,1641271	0,7310734	0,9177235	0,7024956	0,5766960	1,0738190	0,4314789	0,0997195	0,7481580	0,5573440	0,9397507	0,7164610	0,7276949	0,4847737	0,4916756	0,9648871
80	0,9749757	0,6507292	0,2440974	0,0284003	0,6758982	0,5450653	0,3690880	0,7266538	0,2529345	0,1032101	0,3600054	0,1180950	0,3915796	0,9633167	0,8695008	0,8250457	0,6026320	0,2454864	0,4255578	0,7933730	0,7308050	0,4508476	0,3507602	0,8290087	0,3658408	0,2795862	0,7056799	1,1156302	0,6882726	0,9644211	0,0339946	0,8787159	0,9116621	0,0619077	0,6831774	0,6017108	0,6414829	0,4246250	0,2847461	0,7616133	0,0781488	0,0371474	0,3770516	0,4485201	0,4532168	0,4967576	0,5421597	0,7888235	0,1086914	0,7686881	0,9418704	0,6722305	0,5478603	0,9579070	0,5012314	0,0790882	0,9502099	0,4869506	0,9215640	0,6820806	0,7244289	0,4521086	0,5378602	1,0125631
100	0,9832155	0,5682879	0,2123252	0,0242964	0,6417725	0,5349198	0,3454097	0,6727856	0,1562964	0,1236952	0,4097924	0,1326241	0,4293950	0,9834266	0,9152587	0,8397373	0,5099424	0,3436297	0,4011897	0,7792747	0,7930253	0,4826931	0,3379725	0,7832953	0,3424442	0,2711942	0,7435002	1,0371486	0,6862776	0,9440344	0,0388083	0,9151727	0,8420626	0,0784127	0,6806088	0,5324198	0,5575660	0,4595949	0,3202455	0,7806062	0,0617710	0,0420957	0,4958205	0,4666107	0,5039459	0,4783018	0,4785923	0,7561960	0,0861217	0,8543242	0,9269699	0,6617635	0,4791040	0,9515339	0,5240688	0,0933123	0,9019530	0,4708753	0,9011020	0,6660567	0,6727519	0,4286890	0,5488774	1,0117256
120	0,9384024	0,5156298	0,1917682	0,0356154	0,5771932	0,5292096	0,3178165	0,7023591	0,1096561	0,1205208	0,3974631	0,0845396	0,4994098	0,9991893	0,8502183	0,8165965	0,4251633	0,4213716	0,4098562	0,7915094	0,7802896	0,5191320	0,3261806	0,7729480	0,3486342	0,2329926	0,6373735	1,0182585	0,6704827	0,8752439	0,0552054	0,9286530	0,7699315	0,0946280	0,6445117	0,5312402	0,5068892	0,4479923	0,3778309	0,8039999	0,0633945	0,0463949	0,5400289	0,5250704	0,5559084	0,4661700	0,5335140	0,8156755	0,0579883	0,9386649	0,9694452	0,7393663	0,3821309	0,9007293	0,6331498	0,1038297	0,9376375	0,4430329	0,8864796	0,6442413	0,6376601	0,4430822	0,5710173	0,9911790
140	0,9378974	0,4756758	0,1954345	0,0433822	0,5686868	0,5422871	0,2967063	0,7548887	0,0483728	0,1353983	0,3768771	0,0868044	0,5687127	0,9147358	0,7158912	0,7906356	0,3423472	0,5437214	0,3841630	0,7930815	0,8367518	0,4753741	0,2996268	0,6918596	0,3572120	0,2186759	0,7043659	0,9611534	0,6178718	0,9195183	0,0420158	0,8856997	0,8377039	0,1140820	0,6679560	0,4766698	0,5497962	0,4639464	0,4040137	0,9056772	0,0727901	0,0763386	0,6598941	0,6090782	0,6530334	0,4083652	0,5110386	0,8667726	0,0393824	0,9664574	0,9226810	0,7827987	0,3629441	0,9266528	0,6811206	0,1372163	0,9610232	0,3925476	0,9003315	0,6636296	0,5903105	0,4381874	0,5165367	1,0083114
160	0,9494927	0,4910858	0,1549388	0,0454026	0,6314458	0,5115937	0,3305460	0,7273647	0,0287041	0,1419354	0,3480169	0,0749987	0,6015130	1,0021662	0,7743453	0,8070613	0,2982198	0,7190621	0,4086980	0,8274337	0,8569777	0,4493945	0,2808929	0,5578791	0,2692164	0,2063844	0,6613967	0,9840936	0,6684593	0,8907658	0,0459473	0,8689718	0,8559405	0,1263283	0,6474493	0,4658259	0,5832067	0,4717423	0,4317945	0,9058219	0,0555680	0,0820583	0,7446359	0,6720136	0,7241063	0,4015420	0,4933298	0,8954067	0,0356741	0,9722210	0,9697959	0,7945442	0,3610764	0,8660850	0,7764376	0,1364143	0,9044326	0,3772204	0,9294977	0,6912681	0,5330552	0,4734315	0,5221115	0,9774823
180	0,9256616	0,4459780	0,1277270	0,0645762	0,5856505	0,4989431	0,3580058	0,7058631	0,0309525	0,1575632	0,3181353	0,0684295	0,6246671	0,9112121	0,7125435	0,8535743	0,2502782	0,8299958	0,3921456	0,7711138	0,7692431	0,4486368	0,2709933	0,4397436	0,2750128	0,2900879	0,6386782	1,0022028	0,6995291	0,8623627	0,0290236	0,8593443	0,7913925	0,1194535	0,6413835	0,4105525	0,5909738	0,5232205	0,4695881	0,8037942	0,0635772	0,0944972	0,7757237	0,7547155	0,7536180	0,3748216	0,5093765	0,9391312	0,0356234	0,9060476	0,8836033	0,7513580	0,3651647	0,9521767	0,8452430	0,1564576	0,9519894	0,2806002	0,9098264	0,5940906	0,5178922	0,4443175	0,5112522	0,9695711
200	1,0698163	0,4123065	0,1362564	0,0469609	0,5376923	0,5484879	0,2799999	0,6456767	0,0319532	0,1566015	0,3043688	0,1118761	0,7092093	0,9090396	0,6902372	0,8745330	0,2556633	0,8344137	0,4636236	0,7844583	0,8105725	0,4480995	0,2597799	0,4406279	0,2340426	0,2594893	0,6548999	0,9922937	0,7847629	0,8230127	0,0197657	0,8393194	0,8325535	0,1128180	0,5958016	0,4071160	0,5121004	0,5056554	0,4637877	0,8408450	0,0603175	0,0877222	0,8058363	0,8563494	0,7266915	0,3689460	0,5387368	0,9534234	0,0369680	0,8652042	0,8900443	0,7843598	0,3331347	0,9274013	0,8670598	0,1924982	0,9384510	0,2814878	0,9765443	0,6418053	0,5357051	0,3761218	0,5002060	0,9520163
