dicA	ydfD	dicB	alaS	tdh	lrp	yeiL	stpA	malT	dgsA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	rcsA	csgD	mdtE	mdtF	hdeA	hdeB	yhiD	gadA	gadB	gadC	nemA	gadY	hdeD	slp	dctR	cadA	cadB	osmC	csgG	csgF	csgE	gltD	gltB	gltF	livK	livM	iraP	asnB	yfdX	lon	lysU	ydeP	livH	sdaA	kbl	livJ	livF	malZ	gnd	adrA	ybaT	yegR	ybaS	yneN	pepD	yojI	Time	Experiment
1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	720	3
1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	740	3
1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	760	3
1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	780	3
1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	800	3
1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	820	3
1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	840	3
1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	860	3
1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	880	3
1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	900	3
1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	920	3
1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	940	3
1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	960	3
1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	980	3
1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1000	3
1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1020	3
1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1040	3
1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1060	3
1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1080	3
1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1100	3
1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	4
1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	20	4
1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	40	4
1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	60	4
1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	80	4
1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	100	4
1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	120	4
1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	140	4
1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	160	4
1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	180	4
1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	200	4
1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	220	4
1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	240	4
1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	260	4
1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	280	4
1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	300	4
1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	320	4
1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	340	4
1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	360	4
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	380	4
1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	400	4
1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	420	4
1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	440	4
1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	460	4
1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	480	4
1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	500	4
1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	520	4
1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	540	4
1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	560	4
1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	580	4
1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	600	4
1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	620	4
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	640	4
1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	660	4
1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	680	4
1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	700	4
1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	720	4
1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	740	4
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	760	4
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	780	4
1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	800	4
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	820	4
1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	840	4
1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	860	4
1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	880	4
1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	900	4
1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	920	4
1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	940	4
1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	960	4
1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	980	4
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1000	4
1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1020	4
1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1040	4
1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1060	4
1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1080	4
1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1100	4
1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	5
1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	20	5
1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	40	5
0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	60	5
0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	80	5
0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	100	5
0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	120	5
0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	140	5
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	160	5
0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	180	5
0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	200	5
0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	220	5
0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	240	5
0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	260	5
0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	280	5
0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	300	5
0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	320	5
0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	340	5
0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	360	5
0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	380	5
0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	400	5
0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	420	5
0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	440	5
0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	460	5
0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	480	5
0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	500	5
0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	520	5
