"Time"	bolA	ompR	csgD	rstA	rcsB	rcsA	flhD	hdfR	flhC	qseB	lrhA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtE	mdtF	csgF	csgE	csgG	hdeA	hdeB	yhiD	gadA	gadB	gadC	sra	flgH	fliM	ppdA	flgM	fliT	fliF	osmB	fliK	wcaB	ygdB	gltJ	flgA	flgE	wzb	fliJ	flgG	wzc	wcaA	fliQ	fliE	fliG	recC	flgC	fliO	flgD	ygbK	fliR	fliN	yhjH	fliP	gltI	flgF
620	0,2799170	0,9953191	0,0622409	0,1093696	0,9855230	0,9920657	0,1419320	0,9387241	0,0342102	0,0396802	0,0798379	0,7677743	0,6827755	0,0054232	0,9959833	0,4546836	0,3809381	1,0212110	0,4094331	0,1265078	0,9316680	0,7102072	0,0177248	0,3388797	0,9657370	0,8106938	0,5495330	0,9163364	0,6765858	0,2111991	0,6222914	0,5834212	0,0232621	0,0319362	0,0156367	0,0117774	0,0339615	0,1698466	0,8478069	0,3346235	0,7551594	0,0789114	0,0041993	0,0241672	0,0631611	0,9909634	0,1512382	0,6869726	0,9039234	1,0644591	0,6944038	0,0152876	0,0202727	0,3320545	0,1155837	0,0075062	0,2705540	0,7090355	0,0780669	0,4221337	0,1591469	0,1489911	0,0400688	0,0702014
640	0,2552834	1,0045193	0,0760407	0,1142277	0,9809671	1,0305990	0,1471419	1,0158107	0,0625361	0,0422449	0,0928923	0,7291440	0,6290293	0,0099353	0,9678055	0,4074727	0,4163022	0,9979927	0,4926086	0,1002976	0,8622709	0,7358648	0,0228427	0,3092547	0,9504439	0,8911927	0,6166000	0,8429493	0,6635163	0,2228406	0,6697047	0,5790686	0,0219142	0,0444334	0,0136976	0,0104193	0,0415719	0,1800584	0,7261812	0,3227791	0,7559229	0,0832449	0,0024962	0,0210068	0,0701846	0,9951249	0,1143221	0,7074041	0,8967927	1,0068690	0,7103167	0,0239748	0,0202839	0,2791353	0,0636503	0,0092202	0,2078488	0,7155223	0,0782765	0,2635523	0,1887938	0,1687190	0,0497038	0,0762366
660	0,2528944	0,9984702	0,0792162	0,0918877	1,0911982	1,0430041	0,1504262	0,9808150	0,0799260	0,0412837	0,0790989	0,7280304	0,5101457	0,0038581	0,9973831	0,3489420	0,4282096	0,9782168	0,5555316	0,1353262	0,8544294	0,6765483	0,0188883	0,2971991	0,9923956	0,8356497	0,7166679	0,8358172	0,6749618	0,2351492	0,6400088	0,5786009	0,0153416	0,0591878	0,0080106	0,0174455	0,0465215	0,1903448	0,7715171	0,3644830	0,7141097	0,1227098	0,0018945	0,0253736	0,0585708	1,0797288	0,1376189	0,7006271	0,8423690	1,0247079	0,7062328	0,0477617	0,0191254	0,1962391	0,0255995	0,0088139	0,1517009	0,8447568	0,0654926	0,2024800	0,2290339	0,1605011	0,0484984	0,0596011
680	0,2486221	0,9581836	0,0613077	0,0978184	1,0701376	1,0123427	0,1503661	0,9335672	0,0702800	0,0442599	0,1074463	0,7385966	0,4249099	0,0015112	1,0088494	0,3414119	0,4606021	0,9921870	0,5983346	0,1352338	0,8235286	0,6926349	0,0246324	0,3244824	0,9238502	0,8033705	0,7249241	0,8844192	0,6355720	0,2175796	0,6200485	0,5614101	0,0198445	0,0666988	0,0101637	0,0074838	0,0496047	0,1795490	0,7873950	0,4281240	0,6909732	0,1265349	0,0001623	0,0299358	0,0581611	1,0437797	0,1828217	0,6973588	0,8965814	0,9450263	0,7128250	0,0345962	0,0193887	0,1711298	0,0098429	0,0086373	0,1094939	0,7965678	0,0410081	0,1438168	0,2535504	0,1372404	0,0370044	0,0581839
700	0,2653175	1,0082517	0,0880437	0,0773633	1,0577819	1,0255279	0,1260615	0,9631385	0,0708902	0,0360852	0,0906326	0,7556637	0,3496480	0,0043824	0,8695447	0,2740155	0,4689798	0,9707992	0,6045358	0,1293600	0,8343835	0,7165559	0,0450835	0,3153657	0,9255898	0,7531503	0,7200288	0,8839593	0,5691007	0,2031472	0,6562997	0,5381389	0,0250904	0,0658589	0,0196583	0,0032738	0,0386719	0,1854648	0,7502736	0,4004624	0,7093698	0,1765104	0,0003402	0,0296550	0,0490849	1,0450757	0,1841616	0,7229458	0,8847132	0,9750921	0,7192445	0,0442974	0,0214459	0,1662868	0,0092730	0,0065320	0,0921142	0,7706490	0,0291461	0,1434966	0,2309162	0,1418459	0,0363880	0,0705819
720	0,2839647	1,0416475	0,1064474	0,0683042	0,9502434	1,0359937	0,1587635	0,9274475	0,0992460	0,0425410	0,1016640	0,7219564	0,2976662	0,0000000	0,8490758	0,2327762	0,4566148	0,9918169	0,5939992	0,1124887	0,8255933	0,7006664	0,0428772	0,3590762	0,8995475	0,8017607	0,6630665	0,9092354	0,5631266	0,1753774	0,6063077	0,5668804	0,0434959	0,0503317	0,0171236	0,0012878	0,0301953	0,2251532	0,7672330	0,3614877	0,7325459	0,1964350	0,0011541	0,0344052	0,0476976	1,0032497	0,1617803	0,6722788	0,9308930	0,8884051	0,7012113	0,0576802	0,0180992	0,1108266	0,0192904	0,0096739	0,0829274	0,8649485	0,0208742	0,1101111	0,1876139	0,1511639	0,0281846	0,0793123
740	0,3347595	0,9804370	0,1116801	0,0722310	0,9230034	1,0311700	0,1521459	0,8780693	0,0897607	0,0428996	0,1086339	0,7407166	0,2537434	0,0026264	0,8976623	0,1975368	0,4521985	1,0374864	0,5782247	0,0871739	0,7898390	0,6920218	0,0414501	0,3735662	0,8625338	0,8975896	0,5905852	0,9177735	0,5419359	0,1598611	0,6127151	0,5829134	0,0580884	0,0579059	0,0074485	0,0040683	0,0433084	0,2252018	0,7611390	0,3547403	0,8035505	0,2566104	0,0000000	0,0354128	0,0284274	0,9175940	0,1795090	0,7074423	0,9663335	0,9262947	0,6501020	0,0490584	0,0187901	0,0961737	0,0134643	0,0092707	0,0600485	0,8852115	0,0252582	0,1374330	0,1627785	0,1445517	0,0291120	0,0600861
760	0,3399901	0,9637793	0,1168074	0,0712749	0,9499552	0,9643168	0,1535003	0,9024999	0,0762039	0,0437573	0,1170332	0,6892720	0,1909754	0,0047837	0,9265009	0,1824208	0,4819364	0,9959211	0,5471272	0,1339240	0,7434726	0,6754884	0,0163796	0,3720882	0,8947596	0,9624310	0,6018914	0,9561619	0,5145073	0,1442182	0,6140940	0,6121431	0,0747922	0,0633694	0,0118485	0,0034535	0,0369562	0,2070451	0,8028443	0,4150620	0,7707347	0,2574926	0,0002515	0,0448945	0,0372227	0,9241884	0,1819896	0,6938842	0,9326806	0,9836179	0,6724162	0,0445956	0,0172010	0,0830500	0,0244955	0,0142114	0,0735663	0,8928753	0,0224503	0,1394319	0,1878976	0,1394925	0,0410794	0,0542739
780	0,3326633	0,9492806	0,1000490	0,0396496	0,9946707	0,9865498	0,1154817	0,8547265	0,0752100	0,0407541	0,1234670	0,5992201	0,1756283	0,0031897	0,9942482	0,1676748	0,4964719	1,0187455	0,6517334	0,1332144	0,7011165	0,6945334	0,0320787	0,3924931	0,9577872	0,9386177	0,6183343	1,0070814	0,5036418	0,1392873	0,6889752	0,5925970	0,0715686	0,0752576	0,0126774	0,0088930	0,0545040	0,2066345	0,6928273	0,3716529	0,7503461	0,2837251	0,0000000	0,0463867	0,0710837	0,8688703	0,1870804	0,6739878	0,9751261	0,9688273	0,7135497	0,0244173	0,0196343	0,0522483	0,0127351	0,0162005	0,0535726	0,9692919	0,0150320	0,1128597	0,1742889	0,1217272	0,0406438	0,0350163
800	0,3444275	0,9596897	0,0962529	0,0467862	1,0483879	0,9690512	0,1062590	0,8413519	0,0548141	0,0429433	0,1173523	0,5053016	0,1496538	0,0062622	0,9348903	0,1026409	0,4874641	0,9336194	0,6501382	0,1557821	0,6242294	0,7018269	0,0423629	0,4177365	0,9850311	0,9106996	0,6246967	1,0193460	0,4976598	0,1073538	0,7015466	0,5940857	0,0617293	0,0703227	0,0198250	0,0147988	0,0495982	0,2010159	0,8262163	0,3572769	0,7328995	0,2385757	0,0023922	0,0573199	0,0773409	0,8652881	0,1562925	0,6417497	0,9045220	0,9328697	0,7506940	0,0243702	0,0095698	0,0305999	0,0176768	0,0064142	0,0719561	0,9522688	0,0178306	0,1099855	0,1890754	0,1277973	0,0368225	0,0373119
820	0,3288331	0,9294604	0,0862557	0,0574267	1,0478519	0,9616067	0,1262740	0,8835925	0,0616598	0,0457011	0,0981260	0,4241516	0,1607799	0,0031664	0,9549331	0,1161786	0,4506893	0,9771185	0,6633569	0,1220596	0,5851608	0,7427796	0,0397038	0,4075907	1,0044088	0,9236657	0,6025356	0,9989900	0,4572002	0,1025047	0,6984834	0,6315854	0,0655100	0,0578736	0,0219144	0,0135362	0,0779200	0,2389984	0,8247724	0,2748017	0,7327863	0,2282352	0,0017647	0,0482454	0,0762535	0,8858518	0,1336916	0,6547984	0,9246961	0,9892661	0,8356143	0,0264844	0,0176988	0,0277229	0,0209837	0,0034773	0,0905208	1,0020895	0,0204486	0,0938010	0,1461033	0,1408545	0,0296262	0,0299097
840	0,3352983	0,9601763	0,0786237	0,0396035	0,9958737	0,9452602	0,1137578	0,8508162	0,0809235	0,0490710	0,0969832	0,3425800	0,1250524	0,0010657	0,9686346	0,1094064	0,4606142	0,9596147	0,6115950	0,1532044	0,5307051	0,6780323	0,0350975	0,3941641	1,0573110	0,8448659	0,5326247	0,9325436	0,4109260	0,1199646	0,6935497	0,5893404	0,0554466	0,0533735	0,0216773	0,0115823	0,0668979	0,2689183	0,8172282	0,2797013	0,8012768	0,2149653	0,0049948	0,0404751	0,0833523	0,9304762	0,1464599	0,6481481	0,8840466	1,0384850	0,8325881	0,0125796	0,0247511	0,0182668	0,0164803	0,0015636	0,0845842	0,9298317	0,0231111	0,1086220	0,1754709	0,1502851	0,0408086	0,0367343
860	0,3527237	0,9578582	0,0913268	0,0330047	0,9811157	0,9886108	0,1475036	0,9187650	0,0890974	0,0376888	0,0898512	0,3027211	0,1109466	0,0011014	0,8986165	0,0761138	0,4621046	0,9528644	0,6117472	0,1419080	0,5551698	0,5782827	0,0294158	0,3791659	1,0151307	0,8741315	0,5251809	0,9128974	0,3788423	0,1239026	0,6737217	0,5699810	0,0417285	0,0508294	0,0338118	0,0099588	0,0801465	0,2186727	0,8256684	0,3348884	0,8651654	0,2323558	0,0008438	0,0397717	0,0936610	0,9464691	0,1082078	0,7306387	0,9228914	1,0061016	0,7910512	0,0121899	0,0183140	0,0226432	0,0254637	0,0000000	0,0821534	0,9503326	0,0162028	0,0914315	0,1739056	0,1543411	0,0308903	0,0392991
880	0,3986991	0,9644071	0,0824142	0,0430151	1,0278067	0,9028927	0,1503110	0,9455223	0,0846852	0,0404335	0,0909251	0,2766548	0,1049131	0,0014068	0,8685995	0,0810430	0,5012333	0,8998238	0,5813196	0,1314004	0,4543267	0,5162436	0,0290356	0,3809652	1,0750797	0,8765145	0,5425410	0,8188606	0,3196351	0,1187149	0,6299226	0,4757452	0,0552548	0,0475319	0,0357116	0,0173169	0,0733438	0,2203261	0,7874614	0,3463114	0,8571566	0,2780288	0,0026353	0,0325009	0,0890370	0,9481335	0,1188417	0,7596283	0,8557573	1,0131812	0,7285603	0,0155362	0,0055540	0,0198064	0,0288489	0,0023011	0,0740539	0,9000031	0,0162090	0,0905593	0,1759428	0,1517192	0,0280063	0,0420008
900	0,3354231	0,9856317	0,0845902	0,0374364	0,9945362	0,8332481	0,1518372	0,9780720	0,0747233	0,0599427	0,0814356	0,2319507	0,0881928	0,0044294	0,8697483	0,0753899	0,5032738	0,9556004	0,5021595	0,1194881	0,4296433	0,4026824	0,0345929	0,3962501	1,0908486	0,9090979	0,4962877	0,8536077	0,2906993	0,1240960	0,6099938	0,5137169	0,0519556	0,0448294	0,0383610	0,0183795	0,0740557	0,2608373	0,7774336	0,4025105	0,8299857	0,2482171	0,0021547	0,0416763	0,0779935	0,9005285	0,1356856	0,7331663	0,8504165	0,9749441	0,6644902	0,0169293	0,0133305	0,0233276	0,0326072	0,0073006	0,0808681	0,8562542	0,0116012	0,1006941	0,1847533	0,1090836	0,0314900	0,0476707
920	0,3170240	0,9765115	0,0925314	0,0435751	1,0141991	0,8383922	0,1566663	1,0160839	0,0758404	0,0682981	0,0726844	0,1820828	0,0798642	0,0027913	0,8925420	0,1193848	0,5127590	0,9913134	0,5613320	0,1036447	0,4731860	0,3111821	0,0282396	0,3680317	1,0724500	0,8135976	0,4158340	0,9071668	0,2614582	0,1212914	0,5522957	0,5357510	0,0412858	0,0461712	0,0371297	0,0161612	0,0622255	0,2360262	0,7900298	0,4499781	0,8078914	0,2628335	0,0007727	0,0604522	0,0834694	0,9552781	0,1303540	0,8153839	0,8953675	0,8934481	0,6647071	0,0199774	0,0197583	0,0334587	0,0294540	0,0020528	0,0645296	0,7535377	0,0078371	0,1217198	0,1779423	0,1014464	0,0312399	0,0693026
940	0,3469287	1,0029122	0,0914997	0,0349337	1,0106306	0,8874827	0,1618129	0,9952052	0,1007169	0,0706894	0,0627913	0,1432441	0,0724017	0,0008197	0,9399371	0,1293443	0,4593551	0,9651333	0,5471881	0,1272001	0,4229740	0,2293522	0,0178067	0,3563173	1,0833965	0,8011481	0,3698398	0,9296478	0,2680027	0,0912673	0,5349524	0,5107014	0,0447606	0,0611922	0,0390985	0,0054791	0,0599224	0,2277868	0,7969359	0,4804648	0,7550099	0,2689732	0,0001947	0,0674169	0,0798829	0,9928828	0,1232229	0,8886662	0,9617734	0,9348392	0,6459081	0,0192333	0,0042945	0,0255066	0,0187257	0,0051566	0,0683089	0,7690565	0,0099860	0,1228276	0,1814601	0,1109328	0,0397761	0,0550238
960	0,3388137	0,9664687	0,0878522	0,0195210	0,9356106	0,8480266	0,1779375	0,9806958	0,1005193	0,0685503	0,0465729	0,1316879	0,0743729	0,0028707	0,9537041	0,1605776	0,4559966	0,9961956	0,6131981	0,1479885	0,4021635	0,1823234	0,0113688	0,3759476	1,0844410	0,7956141	0,3759015	0,9243107	0,2119377	0,0959570	0,4637536	0,5387273	0,0432374	0,0782623	0,0303050	0,0042439	0,0576834	0,2360608	0,8123186	0,4876163	0,7155721	0,3274600	0,0004714	0,0977088	0,0669355	1,0503019	0,1407596	0,7780938	0,9102683	1,0078130	0,6439326	0,0260394	0,0200541	0,0315309	0,0140268	0,0041530	0,0714307	0,8434973	0,0125583	0,1544828	0,1847388	0,1040307	0,0494557	0,0548559
980	0,3443230	0,9882912	0,0976321	0,0306881	0,9507923	0,9107745	0,1990122	0,9633953	0,0981915	0,0628115	0,0549610	0,1089695	0,0701667	0,0032849	1,0030647	0,1678379	0,4034655	0,9997754	0,6193626	0,1547342	0,4048642	0,1291034	0,0238963	0,3760747	1,0190340	0,7922468	0,3102224	0,8823569	0,1901378	0,1093315	0,4269614	0,5810578	0,0569355	0,0698893	0,0275960	0,0037833	0,0418859	0,2039035	0,7556294	0,5196997	0,7154127	0,3809729	0,0000985	0,0843563	0,0907952	1,0177009	0,1401213	0,7139681	0,9565654	0,9894020	0,6284284	0,0348728	0,0064346	0,0307515	0,0212124	0,0070820	0,0825528	0,8860765	0,0195095	0,1458257	0,2424838	0,1147480	0,0703968	0,0581200
1000	0,2829409	1,0558904	0,1046108	0,0306286	0,9990192	0,8742238	0,1821425	0,9662356	0,0983820	0,0620061	0,0636655	0,0891370	0,0708324	0,0015280	0,9301322	0,1418615	0,3897641	0,9841455	0,5091575	0,1287280	0,4383433	0,0875762	0,0129799	0,3839625	1,0520638	0,7917935	0,2713386	0,8646335	0,1612122	0,0920469	0,3515181	0,5742215	0,0658112	0,0723660	0,0240849	0,0040740	0,0396429	0,2345192	0,8034490	0,5179357	0,6302260	0,4613317	0,0012072	0,0938257	0,1017221	0,9963774	0,1458086	0,7376718	1,0067803	0,9297408	0,7103119	0,0313582	0,0069286	0,0438105	0,0196117	0,0065869	0,0966832	0,9054773	0,0348704	0,1710370	0,2818047	0,1337142	0,0523086	0,0601003
1020	0,3020350	0,9782210	0,0830520	0,0356877	1,0052880	0,8978769	0,1791555	0,9632447	0,0865688	0,0634111	0,0545774	0,0636974	0,0774147	0,0020075	0,8923904	0,1822143	0,4087805	1,0094687	0,5064957	0,1275132	0,4621339	0,0638020	0,0163294	0,3796958	0,9884903	0,7423939	0,2521499	0,9088063	0,1632029	0,0739554	0,3282869	0,5678589	0,0576484	0,0800872	0,0205764	0,0038501	0,0279015	0,2419138	0,7921507	0,5694999	0,6685083	0,4622783	0,0003172	0,0787137	0,1095505	0,9547622	0,1503877	0,7775081	1,0169641	0,9098450	0,7552816	0,0248299	0,0107249	0,0428902	0,0166778	0,0098136	0,0932191	0,9887589	0,0318760	0,1339283	0,3012883	0,1272298	0,0397031	0,0725790
1040	0,3126660	1,0053801	0,0786561	0,0334857	0,9834356	0,8734916	0,1815671	0,8723388	0,0845426	0,0587368	0,0582541	0,0677044	0,0595193	0,0044075	0,9064699	0,1947042	0,4296295	1,0385275	0,5610104	0,1146524	0,5357946	0,0479296	0,0168794	0,3525595	0,9851978	0,7864689	0,2229134	0,9197618	0,1566042	0,0906381	0,2714709	0,5675017	0,0556776	0,0830113	0,0123244	0,0057382	0,0352080	0,2485780	0,8847654	0,5514146	0,6791128	0,4810776	0,0009169	0,0744459	0,0677840	1,0582139	0,1428877	0,7336000	0,9324007	0,9005515	0,7625876	0,0324613	0,0255214	0,0415116	0,0150146	0,0108358	0,0643770	0,9361878	0,0222976	0,1238297	0,3308061	0,1225756	0,0375938	0,0609627
1060	0,3516635	0,9499502	0,0768792	0,0733168	0,9751289	0,8379003	0,1698948	0,9314420	0,0818451	0,0619164	0,0646241	0,0636375	0,0630290	0,0067245	0,8830053	0,1935105	0,4079349	1,0369565	0,5679416	0,1151461	0,5088192	0,0430443	0,0128868	0,3580127	0,9921263	0,8727739	0,1495331	0,8230032	0,1416441	0,0926096	0,2596526	0,5635363	0,0731313	0,0745033	0,0015939	0,0061221	0,0461092	0,2395367	0,7634061	0,5395695	0,6467830	0,4761083	0,0034226	0,0826240	0,0957002	1,0978445	0,1758149	0,7270856	0,9236278	0,9882792	0,7100688	0,0227565	0,0205252	0,0402133	0,0178074	0,0087526	0,0605721	0,9501225	0,0255245	0,0740440	0,3133407	0,1069486	0,0291082	0,0448646
1080	0,3099471	0,9641872	0,0747475	0,0667433	0,9888533	0,8026924	0,1529170	0,9808569	0,0825162	0,0718939	0,0670618	0,0858443	0,0593839	0,0022678	0,8364455	0,1827978	0,3861813	0,9642326	0,5586014	0,1211789	0,5356657	0,0193762	0,0108659	0,3802667	1,0125954	0,8493385	0,1885952	0,8249844	0,1565901	0,1204831	0,2661821	0,5700949	0,0709925	0,0734166	0,0123130	0,0046738	0,0382894	0,2220005	0,7801996	0,6306247	0,6302063	0,4621847	0,0034540	0,0515632	0,0794595	1,1404046	0,1682722	0,8058036	0,8943375	1,0284798	0,7199677	0,0183425	0,0254249	0,0543982	0,0106479	0,0102171	0,0610243	0,9839752	0,0142404	0,1006605	0,3093851	0,1139876	0,0269837	0,0579544
1100	0,3324651	0,9739766	0,0867230	0,0586623	0,9859396	0,8472075	0,1273499	1,0242017	0,0887977	0,0493481	0,0640853	0,0767280	0,0705260	0,0054290	0,8905042	0,2088705	0,3976214	1,0160698	0,5893511	0,1072722	0,5093514	0,0101831	0,0185598	0,3594847	1,0946992	0,8025292	0,1847081	0,8606089	0,1392417	0,1224167	0,2329066	0,6029032	0,0678626	0,0688802	0,0268723	0,0052138	0,0585597	0,2398232	0,7477773	0,5952482	0,6440146	0,4383939	0,0089958	0,0531903	0,0830163	1,1725730	0,1798060	0,8116918	0,9213319	1,0172885	0,6854719	0,0201409	0,0113521	0,0490551	0,0090996	0,0134007	0,0450926	0,9361264	0,0140423	0,1147699	0,2341040	0,1109841	0,0267330	0,0821247

0	0,2606247	1,0317469	0,1411666	0,0604025	0,9522026	0,7291859	0,0925947	1,0366507	0,0613149	0,0430085	0,0591442	0,0435271	0,0698338	0,0018148	1,0303574	0,1522986	0,5121000	1,0295907	0,5689452	0,1061761	0,5480168	0,0146608	0,0332992	0,3753278	1,0888257	0,7500317	0,1001449	0,8876237	0,0921303	0,0972315	0,2232058	0,5560678	0,0218230	0,0425619	0,0240718	0,0043216	0,0302999	0,1667821	0,8252966	0,1985212	0,7696937	0,2085705	0,0044644	0,0273644	0,0803746	0,8649337	0,1293391	0,7863172	0,8901357	0,9257839	0,5765242	0,0187724	0,0046436	0,0338705	0,0125284	0,0336997	0,0448572	0,8965548	0,0088282	0,0671070	0,1175089	0,1689833	0,0397641	0,0952532
20	0,2873565	1,0004647	0,1056125	0,0461176	0,9499109	0,7961330	0,1469150	0,9388850	0,1129981	0,0554265	0,2027401	0,0384299	0,0576268	0,0039122	0,9585216	0,1618078	0,4305382	0,9644040	0,4680107	0,1166026	0,4849781	0,0072507	0,0260562	0,3451298	1,0416332	0,8543464	0,1231478	0,8149858	0,1288608	0,1064706	0,2233862	0,6423008	0,0847895	0,0589427	0,0237652	0,0315509	0,0868386	0,2056761	0,6780017	0,5258493	0,7293709	0,2897159	0,0014510	0,0706080	0,0927276	0,8225438	0,1385807	0,8271353	0,8306392	0,8556480	0,6307399	0,0252693	0,0249696	0,1000015	0,2034027	0,0116925	0,0512344	0,9132823	0,0076760	0,1371720	0,2241200	0,1625601	0,0296695	0,0990011
40	0,2557547	0,9785990	0,1256131	0,0703814	0,9947883	0,8473116	0,1196714	0,9154727	0,1173905	0,0534256	0,3749260	0,0570244	0,0499400	0,0051415	0,9139639	0,1656506	0,3647041	0,9708624	0,4165886	0,1288768	0,4920223	0,0213099	0,0273860	0,3358034	1,0774515	0,8862855	0,1157440	0,8886565	0,0984613	0,1004131	0,2271849	0,6886640	0,1102106	0,0626752	0,0317367	0,0289840	0,1705609	0,2072279	0,7088003	0,5497385	0,7416653	0,3145236	0,0005421	0,0720193	0,1597434	0,8895429	0,1100426	0,8154529	0,8860202	0,8987227	0,6747331	0,0329824	0,0258851	0,1906947	0,4142249	0,0084358	0,0657068	0,9588660	0,0150060	0,1255427	0,2366404	0,1384343	0,0341993	0,0770811
60	0,2223397	1,0011992	0,1188779	0,0551912	1,0383336	0,8440316	0,0812421	0,9867762	0,0868711	0,0655114	0,5027850	0,0833844	0,0467494	0,0015353	0,9181153	0,1850795	0,3346765	0,9051931	0,3825768	0,0957307	0,5611641	0,0227814	0,0371321	0,3005165	1,0979546	0,8570706	0,1049494	0,8515573	0,0882854	0,1023753	0,2290498	0,7214328	0,1120735	0,0505557	0,0293776	0,0617501	0,2460505	0,2000497	0,7932018	0,4501206	0,6984639	0,3298599	0,0002811	0,0824755	0,2765505	0,8899082	0,0989306	0,8649837	0,9233060	0,8364218	0,7107137	0,0307213	0,0098497	0,3287607	0,5889825	0,0130194	0,0934271	0,9845607	0,0173843	0,1907137	0,2665594	0,1122428	0,0490545	0,0849473
80	0,2122885	0,9999556	0,0961082	0,0352729	0,8952607	0,8710878	0,0654896	1,0773682	0,0671651	0,0567975	0,6492046	0,0826858	0,0508491	0,0032170	0,8821437	0,2451149	0,2971744	0,8646439	0,3254158	0,1069746	0,6428847	0,0400126	0,0265313	0,2863212	1,0717964	0,8685997	0,0963521	0,8747673	0,0903266	0,1115058	0,2267162	0,7233559	0,1070573	0,0428005	0,0249542	0,0672330	0,2997069	0,1922138	0,8269656	0,3508369	0,6805515	0,3012173	0,0000000	0,0916733	0,2997531	0,9632242	0,0766898	0,8333460	0,9168425	0,9333042	0,6949058	0,0212921	0,0076582	0,4891051	0,7411335	0,0131151	0,0780409	0,9062266	0,0174945	0,1818544	0,2884664	0,1132304	0,0402802	0,0904461
100	0,1634981	1,0053520	0,1168206	0,0350372	0,9011077	0,9033675	0,0424059	1,1002944	0,0443064	0,0361082	0,7080368	0,0998701	0,0463809	0,0023362	0,8292383	0,3087844	0,2699839	0,8543819	0,2862982	0,1287401	0,6422104	0,0351467	0,0143999	0,2911950	1,0452415	0,8541202	0,1274538	0,8115186	0,1003000	0,1031356	0,2741216	0,7658792	0,1009132	0,0483283	0,0194691	0,0916920	0,3937124	0,1761123	0,7535802	0,2788340	0,6999090	0,2660431	0,0001619	0,0809011	0,3357228	1,0119364	0,1085843	0,8336504	0,9168635	0,9529523	0,6739662	0,0233251	0,0078589	0,5396571	0,8094905	0,0176772	0,0733697	0,7940742	0,0149516	0,1722092	0,3348749	0,1263303	0,0422418	0,0822781
120	0,1292935	0,9944802	0,1067494	0,0332313	0,8485297	0,8781595	0,0234715	1,0821636	0,0436998	0,0441361	0,7301265	0,1364638	0,0427093	0,0027689	0,9039757	0,3121766	0,2199862	0,9419305	0,2644495	0,1312728	0,6841755	0,0587227	0,0159316	0,2957537	1,0691985	0,8074199	0,1025027	0,7938693	0,0958583	0,1025514	0,2492106	0,8120761	0,0989665	0,0424137	0,0231599	0,0994296	0,4451273	0,1773399	0,7380597	0,1575932	0,7274431	0,2549414	0,0000663	0,0785590	0,4086463	0,9935932	0,1143500	0,7496190	0,9677344	0,9282035	0,5400205	0,0306929	0,0047467	0,5808095	0,7108008	0,0190215	0,0627107	0,7342385	0,0182089	0,1388716	0,3382897	0,1281125	0,0182966	0,0700138
140	0,0923957	0,9519851	0,1053051	0,0500810	0,8757133	0,8267582	0,0168226	1,1140836	0,0356569	0,0304472	0,7725951	0,1933397	0,0621598	0,0037948	0,8317862	0,3890152	0,2555851	1,0245687	0,2203382	0,1273809	0,7440011	0,0671776	0,0058050	0,3305135	1,0635313	0,7916004	0,1212471	0,7726950	0,0762606	0,1255439	0,2501461	0,8049678	0,0756599	0,0303211	0,0249189	0,1161394	0,4783486	0,1621314	0,7054433	0,1191209	0,7423444	0,2296840	0,0001546	0,0633302	0,4195343	0,9736788	0,1255219	0,6932265	0,9324323	0,9723482	0,4378399	0,0231520	0,0055068	0,5164420	0,7196967	0,0156821	0,0568714	0,7022077	0,0179101	0,1051220	0,4028621	0,1144088	0,0354098	0,0706343
160	0,0816028	1,0356158	0,1014937	0,0424458	0,8828352	0,9160505	0,0118516	1,0772559	0,0252966	0,0307179	0,8320135	0,2612481	0,0596525	0,0038356	0,8712693	0,4362840	0,2424363	0,9976494	0,2427827	0,1078734	0,7531698	0,0713934	0,0125016	0,3775427	1,1270790	0,7488557	0,1231821	0,8049519	0,0711199	0,1213565	0,2620391	0,7720979	0,0669976	0,0235065	0,0269288	0,0858196	0,5434069	0,1365889	0,7383634	0,0807537	0,7148453	0,2032507	0,0000000	0,0522002	0,5222163	0,9257207	0,1126321	0,6227180	0,9959047	0,9805527	0,3968024	0,0304928	0,0064737	0,5895886	0,7397789	0,0073829	0,0514872	0,6324172	0,0324353	0,0985070	0,3957937	0,1160829	0,0272518	0,0783997
180	0,0745269	1,0418291	0,1164779	0,0432334	0,9463083	0,9185126	0,0074004	1,1172591	0,0153978	0,0213329	0,7879963	0,3302023	0,0598127	0,0065464	0,8785768	0,3739159	0,2566306	0,8607364	0,2508069	0,1213390	0,7727706	0,0634822	0,0219949	0,4074029	1,1079296	0,7174526	0,1120569	0,8087378	0,0609558	0,1106962	0,2916737	0,7526834	0,0631432	0,0159592	0,0261362	0,0957447	0,6218772	0,0945874	0,8050802	0,0534357	0,6411806	0,2036105	0,0008293	0,0584399	0,5121470	1,0019068	0,0959537	0,6060883	1,0804990	1,0483740	0,2679750	0,0312922	0,0041037	0,6160310	0,7361547	0,0076478	0,0409572	0,5924694	0,0265264	0,0909351	0,3977909	0,1030397	0,0247038	0,0565453
