"Time"	rhaR	rhaS	crp	feaR	melR	zraR	malI	mtlR	prpR	ascG	rbsR	marR	fucR	chbR	nagC	srlR	gutM	idnR	xylR	uxuR	chbB	chbF	chbG	chbA	chbC	gutQ	srlE	srlD	srlA	srlB	zraS	rhaB	prpE	prpD	rbsC	rbsA	melB	nagE	fucO	rhaD	ascF	prpB	rbsB	fucU	rhaA	fucA	prpC	fucI	nagD	ascB	rbsK	fucP	malX	rbsD	gntP	melA	malY	nagB	fucK	xylF	uxuA	uxuB	rhaT	xylH
140	0,0321688	0,0438802	0,0175995	0,1678221	0,0537539	0,0053088	0,1612454	0,2260357	0,4812567	0,4711167	0,2868305	0,4049493	0,4540003	0,1527744	0,3844539	0,4405542	0,1301254	0,0899988	0,0854915	0,3632696	0,0314919	0,4449043	0,0078540	0,1572549	0,0027059	0,1539457	0,6037195	0,0803357	0,0137464	0,3030126	0,0017310	0,5751226	0,0577930	0,2407331	0,7040811	0,0956142	0,0462628	0,7731408	0,1946982	0,0015551	0,0467277	0,0283558	0,3878415	0,0042314	0,7237865	0,0059058	0,1477182	0,6578391	0,8030331	0,0084075	0,2945264	0,3415464	0,5515194	0,2819114	0,2884269	0,0034068	0,2563248	0,1180548	0,2830956	0,0003526	0,0229641	0,0613596	0,0543732	0,2894241
160	0,0170301	0,0786531	0,0100009	0,2149422	0,0233539	0,0424522	0,1394240	0,2535755	0,4420684	0,5949945	0,1930678	0,3499719	0,4928916	0,1273346	0,4357278	0,4691776	0,1313975	0,0321473	0,0916778	0,3242067	0,0176851	0,5417864	0,0057186	0,1288073	0,0002493	0,0980858	0,6235861	0,1219422	0,0159059	0,3847498	0,0017487	0,5839062	0,0569864	0,2135646	0,5698763	0,0728629	0,0435562	0,6758236	0,2103059	0,0073125	0,0367540	0,0478069	0,4518776	0,0081116	0,6220854	0,0054026	0,1409963	0,8546880	0,7285687	0,0059027	0,3392737	0,3650895	0,5509562	0,2679408	0,3088179	0,0019483	0,1330095	0,0720125	0,3671815	0,0005240	0,0309418	0,0430051	0,1013509	0,3422985
180	0,0537445	0,0425316	0,0121950	0,1718041	0,0465270	0,0078061	0,1561185	0,2554288	0,4488378	0,5819768	0,2194937	0,4923771	0,4654088	0,1161515	0,3914411	0,5409585	0,1974439	0,0588067	0,0455920	0,2943588	0,0049622	0,4022212	0,0012871	0,1068665	0,0002444	0,1140715	0,5835891	0,0668852	0,0216424	0,4095674	0,0051226	0,5209027	0,0537691	0,2412221	0,5645675	0,0342799	0,0372757	0,7184426	0,2343199	0,0011864	0,0833796	0,0323795	0,4471495	0,0032822	0,7170721	0,0237703	0,1596020	0,7168111	0,8184979	0,0142835	0,3507321	0,3852646	0,5254828	0,3724642	0,3278546	0,0017841	0,1630432	0,1195179	0,3630226	0,0016304	0,0343698	0,0466619	0,1079041	0,2770019
200	0,0229984	0,0928543	0,0145597	0,1821535	0,0361801	0,0121120	0,1506043	0,3062980	0,5081052	0,4781963	0,2253391	0,4344627	0,5337040	0,1186970	0,3578752	0,5138693	0,1648573	0,0421153	0,1058310	0,4822061	0,0059210	0,4401397	0,0046133	0,1461775	0,0005159	0,1108376	0,5011222	0,0769821	0,0410463	0,3949248	0,0049261	0,6311852	0,0527245	0,1756500	0,5281638	0,0588870	0,0284767	0,7847480	0,2578901	0,0005575	0,0497844	0,0335762	0,4284128	0,0092452	0,6979242	0,0079551	0,1789249	0,6132874	0,6394198	0,0167966	0,4962114	0,4227280	0,5526642	0,3830987	0,3945916	0,0000558	0,1213688	0,1498157	0,4470554	0,0041561	0,0504422	0,0541593	0,0716415	0,2633680
220	0,0306592	0,0534363	0,0151968	0,2352253	0,0325642	0,0260766	0,1135163	0,3192842	0,5171979	0,6000812	0,2368959	0,4251769	0,4854354	0,1730840	0,3572217	0,5675226	0,2045647	0,0395156	0,0349492	0,4027413	0,0090437	0,5569928	0,0109285	0,2333945	0,0012940	0,0983109	0,6985172	0,0523244	0,0067104	0,4173176	0,0033742	0,5907640	0,0516572	0,1138355	0,5809934	0,0749515	0,0400470	0,8455250	0,1115241	0,0029290	0,0715625	0,0481762	0,3269240	0,0109990	0,5806717	0,0134024	0,1552669	0,7208101	0,7328315	0,0179705	0,3460658	0,4084664	0,5762338	0,4318227	0,3078078	0,0000000	0,1068060	0,1121185	0,4225303	0,0012137	0,0390669	0,0259399	0,0974926	0,2373935
240	0,0129408	0,0379967	0,0047078	0,2264951	0,0248695	0,0440687	0,1295315	0,3363744	0,5250894	0,4346548	0,2495693	0,4638434	0,6045857	0,1296817	0,4255570	0,6211490	0,1334349	0,0358409	0,0797786	0,2929620	0,0086729	0,5541312	0,0029652	0,2527376	0,0000850	0,1189644	0,5122888	0,0722174	0,0149159	0,4116525	0,0036042	0,5765688	0,0364685	0,1510687	0,4677790	0,0733431	0,0466644	0,7178976	0,1333222	0,0120465	0,0209482	0,0216166	0,3525312	0,0095332	0,6663219	0,0046545	0,1927601	0,6769227	0,7940447	0,0086389	0,3353580	0,3715530	0,5436092	0,2624217	0,3279211	0,0049418	0,1019676	0,1185348	0,4476966	0,0010632	0,0649608	0,0615871	0,1094792	0,2239378
260	0,0272433	0,0731762	0,0161184	0,2429925	0,0423091	0,0296075	0,1141006	0,2889025	0,5281525	0,5482053	0,1769178	0,4462095	0,5671477	0,1556867	0,3973209	0,5252456	0,1940204	0,0297651	0,0287159	0,3294447	0,0098119	0,5241186	0,0010548	0,2077743	0,0006043	0,1330157	0,4063077	0,0684443	0,0079912	0,4032302	0,0050246	0,5308820	0,0436514	0,2349870	0,4928736	0,0521684	0,0579188	0,8210127	0,1155546	0,0224128	0,0338338	0,0356395	0,4884309	0,0021057	0,6268072	0,0061105	0,1703557	0,7457430	0,6717139	0,0148492	0,3468823	0,4250548	0,5433086	0,2907430	0,3522938	0,0008195	0,1016206	0,1303301	0,4088822	0,0012701	0,0198255	0,0631885	0,0719723	0,2619378
280	0,0377420	0,0623868	0,0088402	0,2045656	0,0269305	0,0396443	0,1761635	0,2467958	0,4835365	0,5111957	0,2622688	0,3390340	0,4916391	0,1209336	0,3549841	0,5006962	0,1526431	0,0483085	0,0529071	0,4566452	0,0119817	0,6110211	0,0003264	0,2554706	0,0001398	0,1373989	0,4827623	0,0717629	0,0134479	0,4223001	0,0006251	0,5031790	0,0309575	0,1713502	0,4803258	0,0904621	0,0755420	0,7992049	0,2179606	0,0128889	0,0263383	0,0143329	0,4683640	0,0104968	0,6934846	0,0284568	0,2707213	0,7245942	0,6791473	0,0104229	0,2236465	0,4722938	0,5700091	0,2950043	0,4081118	0,0002031	0,1085647	0,1113152	0,3660420	0,0018141	0,0120453	0,0224728	0,1112604	0,2336523
300	0,0276200	0,0284768	0,0069623	0,2075648	0,0321536	0,0407950	0,1308899	0,2581842	0,3856589	0,4165292	0,2901378	0,4756791	0,5612778	0,1726859	0,3782557	0,6145236	0,1612166	0,0358787	0,0349265	0,2971727	0,0054364	0,6316332	0,0014604	0,2025861	0,0002023	0,0954622	0,5358416	0,0975231	0,0179242	0,4683484	0,0004295	0,4887034	0,0372718	0,1478066	0,5363589	0,1049714	0,0629381	0,8735658	0,1853575	0,0110151	0,0804174	0,0219814	0,4672783	0,0031227	0,6352765	0,0068540	0,2074274	0,7310522	0,6359845	0,0033189	0,2762790	0,4093691	0,5572319	0,3614735	0,3321365	0,0003353	0,1184005	0,0629628	0,3761947	0,0000884	0,0214069	0,0323829	0,0888674	0,2210313
320	0,0391677	0,0479672	0,0145911	0,2310004	0,0297018	0,0387823	0,1251868	0,2511930	0,4638992	0,5049039	0,2434981	0,5064606	0,5516521	0,1050209	0,5463564	0,4848107	0,1990585	0,0384922	0,0585396	0,3285188	0,0117813	0,4225066	0,0035495	0,2284575	0,0000063	0,1802800	0,4652045	0,0541975	0,0194062	0,4934710	0,0023858	0,5673605	0,0265851	0,1623633	0,5497172	0,0724571	0,0730458	0,8138709	0,1629711	0,0093221	0,0154843	0,0191969	0,4083675	0,0133739	0,6530552	0,0149700	0,1700260	0,8068955	0,6793290	0,0010219	0,3454156	0,4553112	0,4923898	0,3031445	0,2999554	0,0000678	0,0899198	0,1154498	0,3534414	0,0009891	0,0184390	0,0452748	0,0605977	0,2397160
340	0,0239527	0,0592648	0,0364672	0,2282152	0,0312087	0,0091128	0,0993629	0,3567814	0,4492353	0,4749751	0,2362089	0,5218816	0,5454512	0,1314444	0,3671094	0,5039549	0,1775536	0,0459493	0,0552144	0,3974573	0,0067859	0,4453772	0,0059281	0,2041932	0,0016932	0,1807506	0,5695979	0,1753981	0,0229047	0,4094242	0,0020574	0,6416840	0,0338978	0,1678267	0,5818673	0,0612275	0,0633487	0,9065667	0,1840079	0,0019255	0,0258628	0,0314434	0,3228868	0,0157451	0,8059448	0,0183616	0,1520105	0,7163931	0,7902852	0,0170408	0,3164539	0,5373428	0,5477451	0,2361060	0,3535297	0,0004562	0,1760209	0,1122065	0,3478900	0,0000000	0,0355103	0,0192171	0,0686793	0,2311687
360	0,0296740	0,0556331	0,0141515	0,2463075	0,0474566	0,0164244	0,0491947	0,2937432	0,4445715	0,4862808	0,2688420	0,4001110	0,4893183	0,1350051	0,4150587	0,4488539	0,1466490	0,0269302	0,0825064	0,3744423	0,0153522	0,4766472	0,0029393	0,1974124	0,0008257	0,0986486	0,5239832	0,1348752	0,0243058	0,4443177	0,0002313	0,5945881	0,0730772	0,1811636	0,5746719	0,0737018	0,0974517	0,8025670	0,3097245	0,0111399	0,0582926	0,0623814	0,3707513	0,0327783	0,6626757	0,0059236	0,1086620	0,6756670	0,7223760	0,0032189	0,3348809	0,5000222	0,6435571	0,3354333	0,3110554	0,0062642	0,1237392	0,0918159	0,4101859	0,0002733	0,0481159	0,0590489	0,0456186	0,2690395
380	0,0207053	0,0965587	0,0117239	0,2456502	0,0281161	0,0151879	0,1148181	0,3132057	0,4782218	0,4210531	0,2973142	0,3233720	0,5582511	0,1741267	0,5113391	0,4684850	0,1875360	0,0416733	0,0439691	0,3715757	0,0045304	0,3893488	0,0007728	0,2056739	0,0000186	0,1511305	0,5309467	0,1523004	0,0155385	0,4710388	0,0000000	0,6819709	0,0378938	0,1151440	0,6473758	0,0530265	0,1783570	0,7799109	0,2069293	0,0083234	0,0296266	0,0314564	0,4202164	0,0116384	0,6466957	0,0117274	0,1886658	0,6994446	0,7272759	0,0085102	0,4007666	0,3908793	0,5166515	0,3305761	0,3003893	0,0038289	0,1218686	0,0995901	0,4924893	0,0022350	0,0404375	0,0667240	0,1076067	0,1743810
400	0,0293325	0,0441801	0,0194797	0,1984713	0,0200145	0,0158732	0,1316137	0,2929421	0,5079723	0,4278688	0,3064042	0,3998613	0,5548265	0,1361328	0,4318238	0,4197665	0,1103233	0,0334235	0,0733445	0,2903916	0,0170261	0,4723332	0,0003202	0,1583914	0,0001045	0,1475876	0,4915535	0,1878430	0,0134721	0,4135186	0,0000000	0,6166641	0,0436003	0,1635563	0,4529298	0,0676366	0,2054656	0,8611364	0,1847357	0,0033991	0,0483115	0,0225520	0,3777339	0,0067548	0,6475529	0,0188444	0,2341254	0,7257740	0,7295432	0,0102413	0,3407868	0,4497792	0,5075603	0,3320216	0,3253978	0,0035918	0,1187539	0,1453571	0,3404633	0,0010649	0,0311227	0,0991554	0,1007496	0,2120960
420	0,0157497	0,0527342	0,0118220	0,2489958	0,0165883	0,0169596	0,1163800	0,2602530	0,4527798	0,3732644	0,2950765	0,4515405	0,5138844	0,1576642	0,5046056	0,4206068	0,1430384	0,0679271	0,0473150	0,3519930	0,0155770	0,6010599	0,0002699	0,1663104	0,0001950	0,1559142	0,4619032	0,0589261	0,0374038	0,3568927	0,0000964	0,6628021	0,0350131	0,1962028	0,5423943	0,0442909	0,2913243	0,7223518	0,2060902	0,0023556	0,0320492	0,0336012	0,3568167	0,0330535	0,7039101	0,0507474	0,1823979	0,6735684	0,6992201	0,0132707	0,2877353	0,3571622	0,5764634	0,2499990	0,3278252	0,0008147	0,1608148	0,0828447	0,5001061	0,0094531	0,0453783	0,0887180	0,1645108	0,2279122
440	0,0226161	0,0775801	0,0213281	0,2599151	0,0312708	0,0186492	0,1457194	0,2901238	0,5400039	0,3926971	0,3198058	0,5016238	0,5752070	0,1079968	0,3297260	0,4562498	0,1479952	0,0515965	0,0769017	0,3652160	0,0156706	0,3566672	0,0016801	0,2465403	0,0002891	0,1035646	0,6434153	0,1071431	0,0343577	0,4696111	0,0015047	0,5797583	0,0373206	0,2028344	0,5931122	0,0384411	0,2739929	0,8527832	0,2023987	0,0079420	0,0151061	0,0352587	0,3914817	0,0220943	0,6785286	0,0462790	0,1701996	0,7437957	0,8371051	0,0093156	0,2521820	0,4756639	0,5228479	0,2217282	0,3044610	0,0001246	0,1400679	0,0872211	0,4021138	0,0006347	0,0314500	0,0818235	0,1038703	0,2079264
460	0,0189755	0,0974055	0,0212948	0,2371447	0,0503203	0,0201809	0,0763411	0,2813084	0,6269788	0,4725448	0,1907663	0,3966644	0,6423900	0,1651402	0,4436033	0,6283708	0,1158810	0,0593812	0,0783230	0,3370478	0,0048143	0,4791751	0,0028654	0,1729338	0,0001422	0,1306481	0,6311697	0,0652377	0,0410297	0,4793919	0,0012466	0,6205694	0,0491956	0,1675409	0,5430916	0,0594184	0,1717792	0,6942691	0,2019043	0,0059783	0,0263328	0,0388952	0,5387882	0,0022083	0,7004240	0,0337262	0,1427744	0,6566325	0,7546728	0,0064807	0,2738532	0,4253115	0,4910745	0,3187914	0,3577990	0,0010999	0,1416493	0,0827258	0,4636727	0,0033886	0,0335951	0,0452289	0,0886810	0,1961596
480	0,0220663	0,0630335	0,0255942	0,2047976	0,0316011	0,0065706	0,0937907	0,3890755	0,5646044	0,5210250	0,2234721	0,4831798	0,5065023	0,1881831	0,3907596	0,4957860	0,1761373	0,0392194	0,0659392	0,2726248	0,0083753	0,4320705	0,0006874	0,2135871	0,0001497	0,1651327	0,5140475	0,1006187	0,0174273	0,5335226	0,0014190	0,6291347	0,0431211	0,2008252	0,6892351	0,0784655	0,2704250	0,7738051	0,1827063	0,0041093	0,0596870	0,0621224	0,4202066	0,0018479	0,6371278	0,0204526	0,1167922	0,6872774	0,7975542	0,0044602	0,3008451	0,4996618	0,5172804	0,3991861	0,3125620	0,0046225	0,1422958	0,1133251	0,3860468	0,0000709	0,0326620	0,0488841	0,1221566	0,2206416
500	0,0144743	0,0641035	0,0339511	0,1843543	0,0212932	0,0233109	0,1582999	0,3748729	0,4790393	0,6333162	0,2682049	0,4510878	0,6718165	0,1361209	0,4320163	0,6377958	0,2086044	0,0402321	0,0794146	0,3629433	0,0052839	0,5401946	0,0011136	0,1700428	0,0000000	0,1496369	0,5433985	0,1128831	0,0181845	0,5105652	0,0240154	0,5583274	0,0340757	0,2063030	0,5454736	0,1586730	0,2439003	0,6853630	0,2331842	0,0082843	0,0332678	0,0529909	0,4238153	0,0159718	0,6538322	0,0396643	0,1904631	0,6696298	0,7800575	0,0130978	0,2857947	0,4362189	0,5377963	0,3448131	0,3572120	0,0011034	0,1317762	0,0879554	0,3183103	0,0012025	0,0444164	0,0530273	0,1022746	0,1980275
520	0,0130433	0,0698983	0,0194605	0,2247500	0,0510689	0,0086520	0,1187378	0,3543403	0,4707024	0,5176886	0,1971130	0,3948796	0,6194144	0,1663287	0,4234495	0,5321629	0,2024387	0,0393358	0,0685476	0,3047917	0,0304643	0,4999671	0,0022515	0,1474133	0,0006806	0,1443667	0,5419181	0,0879433	0,0114943	0,4876563	0,0092970	0,5974675	0,0557915	0,1965544	0,5117673	0,1348092	0,2397658	0,7496867	0,2588475	0,0015626	0,0374509	0,0368318	0,4554741	0,0130782	0,7022787	0,0512814	0,1007370	0,8837929	0,8281456	0,0072012	0,3321919	0,4516444	0,4246972	0,4056026	0,3532034	0,0007134	0,1188195	0,1186987	0,3409605	0,0086553	0,0264451	0,0828080	0,1158907	0,2623080
540	0,0096363	0,0911902	0,0096416	0,2429310	0,1014388	0,0091896	0,1458089	0,3494832	0,4345673	0,4983681	0,3051679	0,3446306	0,5893416	0,1429416	0,4242654	0,5110791	0,1107362	0,0371874	0,0872298	0,3293651	0,0123046	0,5027209	0,0005228	0,2186840	0,0004275	0,1611145	0,5218061	0,0950186	0,0361564	0,3853261	0,0020783	0,5848570	0,0599194	0,2150772	0,4539712	0,0527629	0,1995063	0,6162931	0,1834249	0,0040171	0,0291095	0,0387634	0,2919313	0,0134667	0,6355412	0,0496898	0,1302487	0,7551688	0,7959848	0,0108821	0,3350082	0,5102085	0,4438552	0,4333399	0,3263302	0,0013397	0,1550556	0,1145382	0,3357953	0,0074364	0,0128387	0,0724142	0,1269930	0,2250838
560	0,0215956	0,0798421	0,0092045	0,2575362	0,0294126	0,0409754	0,1310990	0,2741331	0,5864071	0,4459475	0,2666433	0,4079730	0,5901243	0,1644261	0,3803333	0,5043985	0,1875215	0,0616677	0,0942495	0,2867090	0,0247393	0,4415199	0,0054623	0,1564519	0,0011921	0,1117853	0,4944375	0,1293182	0,0206447	0,4769062	0,0028841	0,6047099	0,0277482	0,2509212	0,5383065	0,0770950	0,1741255	0,7216920	0,2287746	0,0121738	0,0486395	0,0516253	0,3731194	0,0091113	0,8564148	0,0303525	0,1077428	0,8180424	0,7105697	0,0052337	0,2536333	0,4021732	0,5408929	0,2855320	0,3907592	0,0002119	0,1886051	0,1342664	0,3413625	0,0093836	0,0274057	0,0773576	0,0961026	0,2163428
580	0,0224000	0,0669220	0,0126215	0,1568645	0,0432563	0,0136232	0,1804273	0,2503641	0,3654557	0,4525590	0,2763616	0,3486043	0,5145096	0,1118374	0,4493721	0,3609670	0,1859166	0,0327867	0,1076485	0,2967103	0,0227899	0,2564538	0,0007243	0,1544940	0,0011705	0,1597767	0,4387200	0,0581649	0,0290459	0,4387895	0,0060213	0,2997432	0,0777021	0,2159021	0,4615469	0,0548447	0,1073306	0,8243784	0,2119256	0,0006381	0,0327325	0,0395567	0,4801339	0,0151888	0,4573019	0,0370391	0,1028545	0,5270591	0,9084558	0,0101264	0,2635881	0,3322175	0,6231011	0,4115081	0,3858746	0,0008385	0,3184118	0,1771659	0,3905312	0,0100273	0,0256255	0,0518521	0,1119436	0,1570993
600	0,0076809	0,0598065	0,0113882	0,0780980	0,0332218	0,0063071	0,1420369	0,2614789	0,2888367	0,6265594	0,2576055	0,5466148	0,6089947	0,1346407	0,6629295	0,2840113	0,2336198	0,0326857	0,1202221	0,3593456	0,0164645	0,2684513	0,0008841	0,1838403	0,0041067	0,2202584	0,3080261	0,0822407	0,0281514	0,2209212	0,0096413	0,0913084	0,0406347	0,2609934	0,6465167	0,0425248	0,1604423	0,7360776	0,3005018	0,0068213	0,0444338	0,0275557	0,3854369	0,0074775	0,2863434	0,0250783	0,0658784	0,4760707	0,7571679	0,0039432	0,2429114	0,1245858	0,6057123	0,3865126	0,3744744	0,0005127	0,6964618	0,1259521	0,3674928	0,0274291	0,0724652	0,0735529	0,1038595	0,1304440
620	0,0061429	0,0631087	0,0071699	0,0553192	0,0487837	0,0103222	0,1091285	0,3072985	0,2469700	0,6448546	0,2275469	0,4493499	0,4366573	0,1022966	0,5448773	0,3456043	0,2151515	0,0414647	0,0820823	0,3076033	0,0219849	0,1924129	0,0006123	0,1529678	0,0013248	0,2013004	0,3603899	0,1098484	0,0397477	0,1731616	0,0012923	0,0584105	0,0343776	0,2153892	0,5862090	0,0633940	0,1229515	0,7556471	0,2105575	0,0090298	0,0258921	0,0451789	0,5300753	0,0048274	0,2594071	0,0100841	0,0942126	0,5360679	0,8088538	0,0102035	0,2766228	0,0927614	0,7260676	0,2828026	0,3777540	0,0037476	0,7359419	0,1435107	0,4778695	0,0055585	0,0704071	0,1073702	0,0968825	0,1035373
640	0,0047095	0,0412615	0,0233304	0,0545603	0,0536578	0,0255320	0,1445052	0,3119474	0,2089295	0,4710169	0,2566605	0,4723958	0,6307268	0,1147528	0,5319186	0,2251717	0,2466708	0,1010293	0,0913838	0,2710270	0,0231624	0,1720554	0,0006700	0,1291772	0,0001325	0,1729487	0,3479956	0,1033972	0,0425495	0,0836553	0,0017611	0,0305596	0,0157185	0,2317270	0,5087401	0,0738130	0,1103853	0,8169555	0,1892182	0,0069856	0,0473856	0,0169354	0,3707695	0,0094743	0,2491417	0,0092573	0,0629746	0,4540053	0,6434379	0,0146090	0,2778993	0,0365497	0,8922725	0,3752453	0,3578104	0,0023642	0,7582923	0,0533264	0,3305358	0,0048793	0,0590412	0,0842974	0,1442591	0,0878776
660	0,0070841	0,0460028	0,0096509	0,0347759	0,0247089	0,0291970	0,0806346	0,2433866	0,1986555	0,4906906	0,2721719	0,4297550	0,5836265	0,0982884	0,4870690	0,3390683	0,1793515	0,0695029	0,0707177	0,3510676	0,0193585	0,1152883	0,0020117	0,1153832	0,0004672	0,2185069	0,2325472	0,0959064	0,0718729	0,0946129	0,0051165	0,0241136	0,0440995	0,1333698	0,6019548	0,0795385	0,0950051	0,6920719	0,1806263	0,0048436	0,0246748	0,0352453	0,4538861	0,0167474	0,1382656	0,0090164	0,0331693	0,4066591	0,6980334	0,0096511	0,2932820	0,0150302	0,7330936	0,4114307	0,3799876	0,0023245	0,7938017	0,0896516	0,2396529	0,0065473	0,0460359	0,0787609	0,0872601	0,0696672
680	0,0019048	0,0678111	0,0187024	0,0116649	0,0353563	0,0110574	0,1796013	0,2586744	0,2580915	0,4753061	0,2770614	0,4021848	0,5658950	0,1436326	0,5097024	0,2186373	0,2116347	0,0276986	0,0668914	0,3244493	0,0191201	0,1539170	0,0029825	0,0810380	0,0001229	0,3091748	0,3267036	0,0446273	0,0672048	0,0458348	0,0069451	0,0097803	0,0323926	0,1334781	0,6379188	0,0643256	0,0701358	0,7300738	0,2281330	0,0022044	0,0242172	0,0278626	0,4275379	0,0119146	0,2082833	0,0168211	0,0289662	0,4347405	0,7545441	0,0081995	0,2352364	0,0308393	0,6965434	0,3546312	0,3558349	0,0041452	0,7299783	0,0729672	0,3225163	0,0093759	0,0213309	0,0355878	0,0661737	0,0731676
700	0,0044341	0,0547012	0,0056077	0,0093437	0,0210586	0,0121776	0,1014670	0,3152569	0,3313210	0,4196661	0,3754743	0,3673143	0,5228185	0,1398208	0,3875595	0,2517514	0,1941773	0,0310122	0,0580107	0,4122336	0,0143387	0,0988393	0,0018521	0,1035687	0,0017446	0,3206353	0,2588889	0,0825250	0,0688420	0,0639481	0,0016239	0,0205208	0,0214614	0,1602215	0,8001614	0,0719936	0,1483963	0,7337006	0,2125806	0,0121324	0,0272754	0,0360379	0,3703933	0,0063209	0,1717191	0,0219338	0,0182488	0,4286577	0,8128657	0,0062702	0,2860904	0,0121586	0,6862863	0,3430224	0,3716195	0,0012542	0,6238620	0,0614517	0,4447742	0,0028663	0,0561416	0,0573935	0,1500609	0,0728243
720	0,0043639	0,0874865	0,0027376	0,0182431	0,0235743	0,0120702	0,0941222	0,3244373	0,2717064	0,4770829	0,2622217	0,3884628	0,6732635	0,1158514	0,4578603	0,2087133	0,1210662	0,0527525	0,0712176	0,3584999	0,0182319	0,0677002	0,0010913	0,1357316	0,0000599	0,3297224	0,4185937	0,0745199	0,0835311	0,0668418	0,0016060	0,0361943	0,0396475	0,1879269	0,5624454	0,0698302	0,1685829	0,5781433	0,1624024	0,0073076	0,0590086	0,0365270	0,3169519	0,0204768	0,1270913	0,0335147	0,0381583	0,4770874	0,7531137	0,0032317	0,2753651	0,0095618	0,7638755	0,3250803	0,3764811	0,0030808	0,7141995	0,1114576	0,3417612	0,0042734	0,0231145	0,0804404	0,1143574	0,0534468
740	0,0044836	0,0584007	0,0131314	0,0172436	0,0292294	0,0251940	0,1168479	0,3267985	0,2595186	0,5027790	0,2685191	0,4793847	0,5131173	0,1180144	0,5835703	0,2215513	0,2035989	0,0365149	0,0490452	0,2980952	0,0187194	0,0761899	0,0002582	0,1067344	0,0000236	0,3139773	0,3765857	0,1185390	0,1385348	0,0566949	0,0020078	0,0397668	0,0274503	0,1221602	0,7706292	0,0810605	0,1029783	0,7084898	0,2029015	0,0077360	0,0287002	0,0204098	0,3865479	0,0210818	0,1493436	0,0256469	0,0266518	0,4506504	0,7679071	0,0089503	0,2687415	0,0139155	0,8879836	0,2552006	0,3576728	0,0037681	0,7913770	0,0503546	0,4609710	0,0008846	0,0319037	0,1275297	0,1264932	0,0297083
760	0,0010430	0,0546685	0,0226903	0,0185247	0,0677623	0,0080719	0,0813718	0,2624306	0,2796328	0,5836170	0,2628346	0,4983747	0,5821613	0,0886603	0,4684375	0,2830855	0,2565396	0,0537238	0,0628665	0,2922044	0,0118812	0,1917607	0,0003563	0,0990783	0,0004763	0,2265976	0,4068867	0,0920595	0,0909285	0,0530877	0,0020874	0,0390970	0,0089199	0,1467011	0,7129015	0,1440902	0,1686400	0,6773328	0,2337430	0,0104328	0,0303153	0,0254868	0,4702946	0,0059310	0,1470391	0,0498814	0,0319109	0,4371061	0,7655418	0,0103469	0,2844513	0,0291823	0,8161536	0,3168915	0,5135763	0,0034619	0,7061602	0,0398650	0,3084320	0,0068549	0,0201423	0,0562485	0,0883459	0,0368032
780	0,0029827	0,0912279	0,0172896	0,0106551	0,0314906	0,0149209	0,1076555	0,2785511	0,3010508	0,4078168	0,3049878	0,4450136	0,6021057	0,1225709	0,5359328	0,2605759	0,2371233	0,0247382	0,0792798	0,3037608	0,0136544	0,1102586	0,0000000	0,1565220	0,0000782	0,2416548	0,3757154	0,0837384	0,1163062	0,0518091	0,0005593	0,0328000	0,0161071	0,1249856	0,7052482	0,1206427	0,1630571	0,6389350	0,2501262	0,0067170	0,0530447	0,0578368	0,3501349	0,0275370	0,1516607	0,0281893	0,0547539	0,4314109	0,7779309	0,0062532	0,3201023	0,0139167	0,7669268	0,3130405	0,4142961	0,0019559	0,7644447	0,0980804	0,3693932	0,0132147	0,0336152	0,0349712	0,0794148	0,0300002
800	0,0030868	0,1211148	0,0036672	0,0045537	0,0331162	0,0116706	0,1171119	0,2899425	0,2884078	0,5772028	0,2098448	0,5114591	0,6773599	0,1170405	0,5558154	0,3318413	0,2416684	0,0353157	0,0645042	0,3838501	0,0353952	0,1046126	0,0042413	0,1258541	0,0020338	0,3038245	0,3370089	0,0959581	0,1098927	0,0419371	0,0008496	0,0197434	0,0155462	0,1394928	0,6904136	0,0971861	0,1267135	0,7069725	0,2126616	0,0078980	0,0330293	0,0271595	0,4134441	0,0140054	0,1878924	0,0161035	0,0406002	0,4656503	0,7718132	0,0098807	0,3412352	0,0050428	0,7609842	0,2749144	0,3622579	0,0006055	0,6930587	0,1019447	0,3816040	0,0016074	0,0374503	0,1074282	0,1314764	0,0232368
820	0,0045739	0,0687744	0,0227044	0,0183422	0,0214692	0,0017329	0,1275376	0,3105580	0,2045980	0,5318310	0,2151683	0,4341583	0,6041967	0,1190044	0,6190901	0,3371383	0,2532075	0,0197675	0,1294491	0,3992411	0,0092656	0,0873002	0,0027784	0,0886598	0,0007220	0,2694388	0,3790083	0,1465803	0,1386811	0,0278175	0,0005466	0,0199091	0,0092696	0,1220968	0,6632905	0,0902427	0,1169223	0,7635375	0,2102996	0,0040728	0,0561604	0,0357777	0,4469242	0,0239012	0,1614297	0,0083045	0,0304367	0,4997506	0,8013963	0,0029254	0,4188750	0,0196761	0,6891270	0,2642959	0,3558827	0,0009564	0,5738773	0,0725075	0,3693533	0,0023493	0,0544389	0,0600064	0,1214463	0,0312972
