"Time"	glrR	glmY	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	rstA	rcsB	rcsA	fhlA	hyfR	gadE	ydeO	evgA	csgE	csgG	csgF	sra	yjbE	yjbF	yjbG	yjbH	tdcB	tdcC	mdtF	tdcF	tdcE	mdtE	tdcD	tdcG	ompF	osmB	wzb	rprA	wzc	wcaB	wza	wcaA	bdm	hyfA	sgbE	yiaO	yiaK	hyfI	hyfJ	ftsZ	focB	hyfG	yiaL	yiaN	hyfE	hyfB	sgbU	ftsA	hyfD	hyfC	lyxK	sgbH
340	0,4078501	0,8634004	0,6086472	0,7247484	0,0012791	0,9979827	0,9187678	1,0000000	0,6359414	0,2696392	0,3919074	0,8364416	1,0000000	1,0000000	0,5486248	0,9787674	0,9997882	0,7984938	0,6283178	0,9999982	0,3096186	0,2819368	0,2955759	0,1272036	0,8277354	0,9958329	0,9999589	0,9979040	0,9818353	0,6468274	0,9998350	0,8105895	0,7802583	0,8183461	0,9864260	0,6835943	0,2110622	0,8197424	0,6142944	0,9990400	0,8193252	0,9758569	0,7321257	0,2392724	0,7639938	0,9576161	0,8924203	0,9352781	0,3848596	0,9325349	0,9455089	0,5115406	0,7905818	0,9490892	0,1098473	0,8461621	0,8946393	0,7849847	0,3514834	0,9983576	0,7536333	0,9718494	0,7707834	0,8460638
360	0,4078435	0,8637382	0,6086472	0,7247367	0,0010781	0,9979827	0,9189141	1,0000000	0,6359414	0,2696392	0,3918936	0,8364406	1,0000000	1,0000000	0,5486248	0,9787674	0,9997884	0,7984938	0,6283178	0,9999982	0,3096184	0,2819366	0,2955758	0,1272036	0,8277354	0,9958329	0,9999617	0,9979043	0,9818579	0,6468294	0,9998350	0,8110120	0,7805832	0,8183686	0,9864615	0,6839079	0,2110623	0,8198727	0,6142945	0,9990400	0,8193252	0,9758584	0,7321258	0,2392755	0,7640731	0,9576443	0,8924203	0,9352785	0,3848596	0,9325452	0,9455157	0,5115409	0,7906125	0,9491000	0,1098473	0,8461621	0,8946414	0,7850030	0,3514834	0,9983580	0,7536677	0,9718649	0,7707834	0,8460638
380	0,4078400	0,8639715	0,6086472	0,7247403	0,0009396	0,9979827	0,9190157	1,0000000	0,6359414	0,2696392	0,3918854	0,8364398	1,0000000	1,0000000	0,5486248	0,9787674	0,9997885	0,7984938	0,6283178	0,9999982	0,3096182	0,2819365	0,2955756	0,1272036	0,8277354	0,9958329	0,9999636	0,9979045	0,9818733	0,6468307	0,9998350	0,8113134	0,7808198	0,8183839	0,9864862	0,6841279	0,2110623	0,8199570	0,6142945	0,9990400	0,8193253	0,9758593	0,7321258	0,2392772	0,7641291	0,9576629	0,8924203	0,9352787	0,3848596	0,9325518	0,9455199	0,5115411	0,7906310	0,9491069	0,1098473	0,8461621	0,8946426	0,7850141	0,3514834	0,9983583	0,7536891	0,9718746	0,7707834	0,8460638
400	0,4078382	0,8641327	0,6086472	0,7247490	0,0008441	0,9979827	0,9190863	1,0000000	0,6359414	0,2696392	0,3918804	0,8364392	1,0000000	1,0000000	0,5486248	0,9787674	0,9997885	0,7984938	0,6283178	0,9999982	0,3096180	0,2819363	0,2955755	0,1272036	0,8277354	0,9958329	0,9999648	0,9979046	0,9818839	0,6468316	0,9998350	0,8115276	0,7809914	0,8183942	0,9865034	0,6842819	0,2110623	0,8200115	0,6142945	0,9990400	0,8193253	0,9758598	0,7321259	0,2392783	0,7641686	0,9576752	0,8924203	0,9352788	0,3848596	0,9325560	0,9455224	0,5115412	0,7906422	0,9491114	0,1098473	0,8461621	0,8946434	0,7850208	0,3514834	0,9983585	0,7537023	0,9718805	0,7707834	0,8460638
420	0,4078372	0,8642441	0,6086472	0,7247580	0,0007784	0,9979827	0,9191354	1,0000000	0,6359414	0,2696392	0,3918774	0,8364387	1,0000000	1,0000000	0,5486248	0,9787674	0,9997885	0,7984938	0,6283178	0,9999982	0,3096179	0,2819362	0,2955755	0,1272036	0,8277355	0,9958329	0,9999656	0,9979047	0,9818912	0,6468322	0,9998350	0,8116794	0,7811154	0,8184012	0,9865154	0,6843896	0,2110623	0,8200468	0,6142945	0,9990400	0,8193253	0,9758601	0,7321259	0,2392789	0,7641964	0,9576833	0,8924203	0,9352788	0,3848596	0,9325586	0,9455239	0,5115413	0,7906489	0,9491142	0,1098473	0,8461621	0,8946438	0,7850248	0,3514834	0,9983586	0,7537104	0,9718842	0,7707834	0,8460638
440	0,4078366	0,8643211	0,6086472	0,7247652	0,0007330	0,9979827	0,9191695	1,0000000	0,6359414	0,2696392	0,3918756	0,8364383	1,0000000	1,0000000	0,5486248	0,9787674	0,9997885	0,7984938	0,6283178	0,9999982	0,3096178	0,2819362	0,2955754	0,1272037	0,8277355	0,9958329	0,9999661	0,9979048	0,9818962	0,6468327	0,9998350	0,8117868	0,7812048	0,8184059	0,9865238	0,6844649	0,2110623	0,8200697	0,6142945	0,9990400	0,8193253	0,9758603	0,7321259	0,2392793	0,7642161	0,9576886	0,8924203	0,9352788	0,3848596	0,9325603	0,9455248	0,5115414	0,7906530	0,9491161	0,1098473	0,8461621	0,8946441	0,7850273	0,3514834	0,9983587	0,7537154	0,9718865	0,7707834	0,8460638
460	0,4078363	0,8643743	0,6086472	0,7247703	0,0007018	0,9979827	0,9191933	1,0000000	0,6359414	0,2696392	0,3918745	0,8364380	1,0000000	1,0000000	0,5486248	0,9787674	0,9997886	0,7984938	0,6283178	0,9999982	0,3096177	0,2819361	0,2955754	0,1272037	0,8277355	0,9958329	0,9999665	0,9979049	0,9818997	0,6468330	0,9998350	0,8118626	0,7812691	0,8184091	0,9865296	0,6845175	0,2110623	0,8200845	0,6142945	0,9990400	0,8193253	0,9758604	0,7321259	0,2392795	0,7642300	0,9576921	0,8924203	0,9352788	0,3848596	0,9325614	0,9455254	0,5115414	0,7906554	0,9491172	0,1098473	0,8461621	0,8946443	0,7850288	0,3514834	0,9983587	0,7537185	0,9718879	0,7707834	0,8460638
480	0,4078362	0,8644111	0,6086472	0,7247736	0,0006802	0,9979827	0,9192098	1,0000000	0,6359414	0,2696392	0,3918738	0,8364378	1,0000000	1,0000000	0,5486248	0,9787674	0,9997886	0,7984938	0,6283178	0,9999982	0,3096177	0,2819361	0,2955753	0,1272037	0,8277355	0,9958329	0,9999667	0,9979049	0,9819022	0,6468332	0,9998350	0,8119160	0,7813151	0,8184113	0,9865336	0,6845542	0,2110623	0,8200941	0,6142945	0,9990400	0,8193253	0,9758605	0,7321259	0,2392796	0,7642398	0,9576943	0,8924203	0,9352788	0,3848596	0,9325620	0,9455257	0,5115415	0,7906569	0,9491180	0,1098473	0,8461621	0,8946444	0,7850297	0,3514834	0,9983588	0,7537203	0,9718888	0,7707834	0,8460638
500	0,4078361	0,8644366	0,6086472	0,7247755	0,0006654	0,9979827	0,9192213	1,0000000	0,6359414	0,2696392	0,3918734	0,8364376	1,0000000	1,0000000	0,5486248	0,9787674	0,9997886	0,7984938	0,6283178	0,9999982	0,3096176	0,2819360	0,2955753	0,1272037	0,8277355	0,9958329	0,9999669	0,9979049	0,9819038	0,6468333	0,9998350	0,8119536	0,7813481	0,8184127	0,9865365	0,6845798	0,2110623	0,8201003	0,6142945	0,9990400	0,8193253	0,9758606	0,7321259	0,2392797	0,7642467	0,9576958	0,8924203	0,9352788	0,3848596	0,9325625	0,9455259	0,5115415	0,7906578	0,9491185	0,1098473	0,8461621	0,8946445	0,7850302	0,3514834	0,9983588	0,7537215	0,9718893	0,7707834	0,8460638
520	0,4078361	0,8644541	0,6086472	0,7247765	0,0006551	0,9979827	0,9192293	1,0000000	0,6359414	0,2696392	0,3918732	0,8364375	1,0000000	1,0000000	0,5486248	0,9787674	0,9997886	0,7984938	0,6283178	0,9999982	0,3096176	0,2819360	0,2955753	0,1272037	0,8277355	0,9958329	0,9999670	0,9979049	0,9819050	0,6468334	0,9998350	0,8119800	0,7813717	0,8184137	0,9865384	0,6845977	0,2110623	0,8201043	0,6142945	0,9990400	0,8193253	0,9758606	0,7321259	0,2392798	0,7642516	0,9576967	0,8924203	0,9352788	0,3848596	0,9325627	0,9455260	0,5115415	0,7906583	0,9491188	0,1098473	0,8461621	0,8946445	0,7850305	0,3514834	0,9983588	0,7537222	0,9718896	0,7707834	0,8460638
540	0,4078360	0,8644663	0,6086472	0,7247769	0,0006481	0,9979827	0,9192349	1,0000000	0,6359414	0,2696392	0,3918730	0,8364374	1,0000000	1,0000000	0,5486248	0,9787674	0,9997886	0,7984938	0,6283179	0,9999982	0,3096175	0,2819360	0,2955753	0,1272037	0,8277355	0,9958329	0,9999670	0,9979049	0,9819058	0,6468335	0,9998350	0,8119985	0,7813884	0,8184144	0,9865398	0,6846101	0,2110623	0,8201069	0,6142945	0,9990400	0,8193253	0,9758606	0,7321260	0,2392798	0,7642551	0,9576973	0,8924203	0,9352788	0,3848596	0,9325629	0,9455261	0,5115415	0,7906586	0,9491189	0,1098473	0,8461621	0,8946445	0,7850307	0,3514834	0,9983588	0,7537226	0,9718898	0,7707834	0,8460638
560	0,4078360	0,8644747	0,6086472	0,7247770	0,0006432	0,9979827	0,9192387	1,0000000	0,6359414	0,2696392	0,3918729	0,8364373	1,0000000	1,0000000	0,5486248	0,9787674	0,9997886	0,7984938	0,6283179	0,9999982	0,3096175	0,2819360	0,2955753	0,1272037	0,8277355	0,9958329	0,9999671	0,9979049	0,9819064	0,6468336	0,9998350	0,8120115	0,7814004	0,8184148	0,9865407	0,6846188	0,2110623	0,8201085	0,6142945	0,9990400	0,8193253	0,9758606	0,7321260	0,2392798	0,7642575	0,9576977	0,8924203	0,9352788	0,3848596	0,9325630	0,9455261	0,5115416	0,7906588	0,9491191	0,1098473	0,8461621	0,8946445	0,7850308	0,3514834	0,9983588	0,7537229	0,9718899	0,7707834	0,8460638
580	0,6834645	0,6237642	0,6086472	0,7247614	0,1117589	0,9979827	0,8172877	1,0000000	0,6359414	0,2696392	0,4670758	0,8364372	1,0000000	1,0000000	0,5486248	0,9787674	0,9488140	0,7984938	0,6283178	0,9999969	0,3096175	0,2819360	0,2955752	0,1272037	0,8277355	0,9958329	0,9965662	0,9977838	0,9404161	0,6468307	0,9998350	0,8110993	0,7809668	0,8009271	0,9771784	0,6835844	0,2110623	0,6077249	0,6142945	0,9990400	0,7337111	0,9687601	0,7321260	0,2151991	0,7348570	0,9574931	0,8924203	0,6464213	0,3848596	0,9324389	0,8921106	0,5115416	0,7879726	0,9490092	0,1098473	0,8461621	0,8945567	0,7841986	0,3514834	0,9975062	0,7530110	0,9716056	0,7707834	0,8460638
600	0,8307990	0,4683584	0,6086472	0,7240884	0,1883286	0,9979827	0,7503674	1,0000000	0,6359414	0,2696392	0,5124014	0,8364372	1,0000000	1,0000000	0,5486248	0,9787674	0,9228986	0,7984938	0,6283178	0,9999962	0,3096175	0,2819360	0,2955752	0,1272037	0,8277355	0,9958329	0,9943257	0,9976992	0,9164118	0,6468153	0,9998350	0,8067142	0,7788111	0,7891044	0,9711068	0,6786239	0,2110623	0,4702743	0,6142945	0,9990400	0,7094217	0,9644565	0,7321260	0,2010245	0,7141059	0,9565794	0,8924203	0,5156350	0,3848596	0,9318969	0,8630522	0,5115416	0,7778187	0,9485254	0,1098473	0,8461621	0,8941929	0,7808211	0,3514834	0,9969592	0,7499526	0,9703473	0,7707834	0,8460638
620	0,9095552	0,3716906	0,6086472	0,7202268	0,2410372	0,9979827	0,7039483	1,0000000	0,6359414	0,2696392	0,5397197	0,8364371	1,0000000	1,0000000	0,5486248	0,9787674	0,9082031	0,7984938	0,6283177	0,9999958	0,3096175	0,2819360	0,2955752	0,1272037	0,8277355	0,9958329	0,9928498	0,9976399	0,9010226	0,6467814	0,9998350	0,7988802	0,7748340	0,7811116	0,9655429	0,6696600	0,2110623	0,3813190	0,6142945	0,9990400	0,7025306	0,9618482	0,7321260	0,1926808	0,6994597	0,9550630	0,8924203	0,4564188	0,3848596	0,9310189	0,8459051	0,5115416	0,7635576	0,9477335	0,1098473	0,8461621	0,8936326	0,7757560	0,3514834	0,9966083	0,7450720	0,9682574	0,7707834	0,8460638
640	0,9516536	0,3119561	0,6086472	0,7109119	0,2773345	0,9979827	0,6704304	1,0000000	0,6359414	0,2696392	0,5561847	0,8364371	1,0000000	1,0000000	0,5486248	0,9787674	0,8989293	0,7984938	0,6283176	0,9999955	0,3096175	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9918774	0,9975985	0,8898602	0,6467258	0,9998350	0,7888591	0,7695637	0,7757080	0,9596901	0,6580278	0,2110623	0,3237488	0,6142945	0,9990400	0,7005755	0,9602673	0,7321260	0,1877694	0,6891223	0,9532538	0,8924203	0,4296074	0,3848596	0,9299951	0,8349593	0,5115416	0,7488992	0,9468005	0,1098473	0,8461621	0,8930083	0,7702675	0,3514834	0,9963832	0,7394635	0,9657541	0,7707834	0,8460638
660	0,9741569	0,2748061	0,6086472	0,6967587	0,3023539	0,9979827	0,6456016	1,0000000	0,6359414	0,2696392	0,5661084	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8925719	0,7984938	0,6283175	0,9999954	0,3096175	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9912369	0,9975696	0,8808696	0,6466473	0,9998350	0,7779886	0,7636257	0,7720548	0,9534982	0,6452704	0,2110623	0,2864905	0,6142945	0,9990400	0,7000209	0,9593091	0,7321260	0,1848784	0,6818262	0,9514112	0,8924203	0,4174680	0,3848596	0,9289745	0,8275070	0,5115416	0,7357931	0,9458611	0,1098473	0,8461621	0,8924111	0,7651534	0,3514834	0,9962388	0,7339518	0,9631961	0,7707834	0,8460638
680	0,9861858	0,2514760	0,6086472	0,6804565	0,3196181	0,9979827	0,6269395	1,0000000	0,6359414	0,2696392	0,5720895	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8879775	0,7984937	0,6283174	0,9999953	0,3096175	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9908149	0,9975493	0,8731848	0,6465469	0,9998350	0,7672965	0,7575492	0,7695851	0,9471826	0,6326581	0,2110623	0,2623777	0,6142945	0,9990400	0,6998635	0,9587284	0,7321260	0,1831767	0,6766765	0,9496964	0,8924203	0,4119716	0,3848596	0,9280433	0,8221949	0,5115416	0,7248873	0,9449958	0,1098473	0,8461621	0,8918860	0,7607623	0,3514834	0,9961462	0,7289922	0,9608122	0,7707834	0,8460638
700	0,9926158	0,2366744	0,6086472	0,6647713	0,3315491	0,9979827	0,6128062	1,0000000	0,6359414	0,2696392	0,5756944	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8845585	0,7984937	0,6283174	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9905369	0,9975352	0,8664943	0,6464283	0,9998350	0,7574339	0,7517150	0,7679154	0,9410174	0,6210354	0,2110623	0,2467724	0,6142945	0,9990400	0,6998189	0,9583764	0,7321260	0,1821750	0,6730418	0,9481880	0,8924203	0,4094830	0,3848596	0,9272388	0,8182948	0,5115416	0,7161603	0,9442418	0,1098473	0,8461621	0,8914472	0,7571668	0,3514834	0,9960867	0,7247648	0,9587167	0,7707834	0,8460638
720	0,9960528	0,2271883	0,6086472	0,6514645	0,3398121	0,9979827	0,6020647	1,0000000	0,6359414	0,2696392	0,5778671	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8819760	0,7984937	0,6283173	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9903537	0,9975253	0,8607023	0,6462971	0,9998350	0,7487347	0,7463610	0,7667866	0,9352417	0,6108450	0,2110623	0,2366729	0,6142945	0,9990400	0,6998062	0,9581631	0,7321260	0,1815853	0,6704764	0,9469098	0,8924203	0,4083563	0,3848596	0,9265684	0,8153799	0,5115416	0,7093254	0,9436084	0,1098473	0,8461621	0,8910919	0,7543052	0,3514834	0,9960486	0,7212851	0,9569453	0,7707834	0,8460638
740	0,9978901	0,2210489	0,6086472	0,6411953	0,3455508	0,9979827	0,5938891	1,0000000	0,6359414	0,2696392	0,5791766	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8800116	0,7984937	0,6283172	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9902331	0,9975184	0,8557667	0,6461599	0,9998350	0,7413067	0,7416107	0,7660235	0,9300231	0,6022273	0,2110623	0,2301367	0,6142945	0,9990400	0,6998026	0,9580338	0,7321260	0,1812383	0,6686657	0,9458542	0,8924203	0,4078461	0,3848596	0,9260230	0,8131786	0,5115416	0,7040350	0,9430895	0,1098473	0,8461621	0,8908098	0,7520661	0,3514834	0,9960242	0,7184865	0,9554879	0,7707834	0,8460638
760	0,9988722	0,2170383	0,6086472	0,6338523	0,3495492	0,9979827	0,5876636	1,0000000	0,6359414	0,2696392	0,5799659	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8785126	0,7984936	0,6283172	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9901536	0,9975135	0,8516368	0,6460233	0,9998350	0,7351155	0,7375042	0,7655076	0,9254514	0,5951302	0,2110623	0,2259066	0,6142945	0,9990400	0,6998016	0,9579554	0,7321260	0,1810340	0,6673878	0,9449984	0,8924203	0,4076151	0,3848596	0,9255869	0,8115064	0,5115416	0,6999656	0,9426719	0,1098473	0,8461621	0,8905888	0,7503319	0,3514834	0,9960085	0,7162706	0,9543116	0,7707834	0,8460638
780	0,9993971	0,2143952	0,6086472	0,6289328	0,3523446	0,9979827	0,5829228	1,0000000	0,6359414	0,2696392	0,5804416	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8773671	0,7984936	0,6283171	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9901012	0,9975101	0,8482402	0,6458928	0,9998350	0,7300493	0,7340264	0,7651587	0,9215494	0,5893986	0,2110623	0,2231690	0,6142945	0,9990400	0,6998013	0,9579079	0,7321260	0,1809137	0,6664858	0,9443139	0,8924203	0,4075105	0,3848596	0,9252422	0,8102320	0,5115416	0,6968459	0,9423400	0,1098473	0,8461621	0,8904171	0,7489969	0,3514834	0,9959984	0,7145349	0,9533752	0,7707834	0,8460638
800	0,9996777	0,2126396	0,6086472	0,6258232	0,3543051	0,9979827	0,5793130	1,0000000	0,6359414	0,2696392	0,5807283	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8764913	0,7984936	0,6283171	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900667	0,9975078	0,8454881	0,6457724	0,9998350	0,7259622	0,7311295	0,7649229	0,9182908	0,5848367	0,2110623	0,2213972	0,6142945	0,9990400	0,6998012	0,9578792	0,7321260	0,1808429	0,6658491	0,9437717	0,8924203	0,4074632	0,3848596	0,9249723	0,8092590	0,5115416	0,6944581	0,9420787	0,1098473	0,8461621	0,8902844	0,7479727	0,3514834	0,9959919	0,7131852	0,9526372	0,7707834	0,8460638
820	0,9998277	0,2114653	0,6086472	0,6239597	0,3556837	0,9979827	0,5765647	1,0000000	0,6359414	0,2696392	0,5809011	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8758217	0,7984936	0,6283171	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900440	0,9975061	0,8432858	0,6456648	0,9998350	0,7227014	0,7287490	0,7647635	0,9156181	0,5812449	0,2110623	0,2202506	0,6142945	0,9990400	0,6998012	0,9578617	0,7321260	0,1808012	0,6653998	0,9433455	0,8924203	0,4074417	0,3848596	0,9247621	0,8085154	0,5115416	0,6926320	0,9418744	0,1098473	0,8461621	0,8901822	0,7471886	0,3514834	0,9959878	0,7121412	0,9520599	0,7707834	0,8460638
840	0,9999079	0,2106749	0,6086472	0,6228964	0,3566550	0,9979827	0,5744723	1,0000000	0,6359414	0,2696392	0,5810052	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8753096	0,7984936	0,6283171	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900290	0,9975050	0,8415412	0,6455709	0,9998350	0,7201226	0,7268146	0,7646557	0,9134582	0,5784396	0,2110623	0,2195085	0,6142945	0,9990400	0,6998012	0,9578511	0,7321260	0,1807767	0,6650826	0,9430125	0,8924203	0,4074320	0,3848596	0,9245992	0,8079469	0,5115416	0,6912361	0,9417156	0,1098473	0,8461621	0,8901036	0,7465888	0,3514834	0,9959851	0,7113365	0,9516108	0,7707834	0,8460638
860	0,9999508	0,2101401	0,6086472	0,6223146	0,3573400	0,9979827	0,5728794	1,0000000	0,6359414	0,2696392	0,5810680	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8749181	0,7984936	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900192	0,9975042	0,8401705	0,6454907	0,9998350	0,7180976	0,7252574	0,7645828	0,9117337	0,5762619	0,2110623	0,2190283	0,6142945	0,9990400	0,6998012	0,9578447	0,7321260	0,1807623	0,6648588	0,9427534	0,8924203	0,4074276	0,3848596	0,9244735	0,8075122	0,5115416	0,6901691	0,9415925	0,1098473	0,8461621	0,8900434	0,7461303	0,3514834	0,9959834	0,7107178	0,9512630	0,7707834	0,8460638
880	0,9999737	0,2097768	0,6086472	0,6220050	0,3578233	0,9979827	0,5716668	1,0000000	0,6359414	0,2696392	0,5811058	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8746188	0,7984936	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900127	0,9975036	0,8391005	0,6454236	0,9998350	0,7165163	0,7240137	0,7645336	0,9103702	0,5745792	0,2110623	0,2187174	0,6142945	0,9990400	0,6998012	0,9578408	0,7321260	0,1807538	0,6647008	0,9425525	0,8924203	0,4074256	0,3848596	0,9243766	0,8071797	0,5115416	0,6893537	0,9414975	0,1098473	0,8461621	0,8899972	0,7457799	0,3514834	0,9959823	0,7102429	0,9509943	0,7707834	0,8460638
900	0,9999859	0,2095291	0,6086472	0,6218400	0,3581641	0,9979827	0,5707435	1,0000000	0,6359414	0,2696392	0,5811286	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8743900	0,7984935	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900084	0,9975032	0,8382696	0,6453682	0,9998350	0,7152872	0,7230269	0,7645003	0,9093006	0,5732833	0,2110623	0,2185163	0,6142945	0,9990400	0,6998012	0,9578385	0,7321260	0,1807488	0,6645893	0,9423972	0,8924203	0,4074247	0,3848596	0,9243021	0,8069254	0,5115416	0,6887304	0,9414242	0,1098473	0,8461621	0,8899619	0,7455122	0,3514834	0,9959816	0,7098788	0,9507874	0,7707834	0,8460638
920	0,9999925	0,2093596	0,6086472	0,6217475	0,3584043	0,9979827	0,5700406	1,0000000	0,6359414	0,2696392	0,5811424	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8742150	0,7984935	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900056	0,9975029	0,8376270	0,6453231	0,9998350	0,7143353	0,7222485	0,7644777	0,9084669	0,5722880	0,2110623	0,2183861	0,6142945	0,9990400	0,6998012	0,9578371	0,7321260	0,1807458	0,6645106	0,9422774	0,8924203	0,4074243	0,3848596	0,9242450	0,8067310	0,5115416	0,6882541	0,9413679	0,1098473	0,8461621	0,8899348	0,7453076	0,3514834	0,9959812	0,7096000	0,9506283	0,7707834	0,8460638
940	0,9999960	0,2092435	0,6086472	0,6216895	0,3585735	0,9979827	0,5695054	1,0000000	0,6359414	0,2696392	0,5811507	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8740813	0,7984935	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900037	0,9975027	0,8371317	0,6452867	0,9998350	0,7136003	0,7216373	0,7644625	0,9078202	0,5715250	0,2110623	0,2183019	0,6142945	0,9990400	0,6998012	0,9578362	0,7321260	0,1807441	0,6644550	0,9421851	0,8924203	0,4074242	0,3848596	0,9242011	0,8065823	0,5115416	0,6878900	0,9413246	0,1098473	0,8461621	0,8899141	0,7451512	0,3514834	0,9959809	0,7093866	0,9505061	0,7707834	0,8460638
960	0,9999979	0,2091637	0,6086472	0,6216480	0,3586924	0,9979827	0,5690978	1,0000000	0,6359414	0,2696392	0,5811557	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8739791	0,7984935	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900025	0,9975026	0,8367508	0,6452577	0,9998350	0,7130343	0,7211594	0,7644522	0,9073207	0,5709410	0,2110623	0,2182473	0,6142945	0,9990400	0,6998012	0,9578357	0,7321260	0,1807431	0,6644158	0,9421142	0,8924203	0,4074241	0,3848596	0,9241675	0,8064686	0,5115416	0,6876118	0,9412914	0,1098473	0,8461621	0,8898983	0,7450318	0,3514834	0,9959807	0,7092233	0,9504124	0,7707834	0,8460638
980	0,9999989	0,2091089	0,6086472	0,6216152	0,3587760	0,9979827	0,5687875	1,0000000	0,6359414	0,2696392	0,5811587	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8739009	0,7984935	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900017	0,9975025	0,8364586	0,6452347	0,9998350	0,7125992	0,7207871	0,7644452	0,9069360	0,5704945	0,2110623	0,2182120	0,6142945	0,9990400	0,6998012	0,9578354	0,7321260	0,1807425	0,6643881	0,9420597	0,8924203	0,4074240	0,3848596	0,9241418	0,8063817	0,5115416	0,6873991	0,9412660	0,1098473	0,8461621	0,8898862	0,7449404	0,3514834	0,9959806	0,7090984	0,9503406	0,7707834	0,8460638
1000	0,9999994	0,2090711	0,6086472	0,6215882	0,3588347	0,9979827	0,5685511	1,0000000	0,6359414	0,2696392	0,5811605	0,8364370	1,0000000	1,0000000	0,5486248	0,9787674	0,8738412	0,7984935	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900012	0,9975024	0,8362347	0,6452166	0,9998350	0,7122654	0,7204979	0,7644405	0,9066405	0,5701534	0,2110623	0,2181892	0,6142945	0,9990400	0,6998012	0,9578352	0,7321260	0,1807421	0,6643686	0,9420179	0,8924203	0,4074240	0,3848596	0,9241221	0,8063152	0,5115416	0,6872365	0,9412465	0,1098473	0,8461621	0,8898769	0,7448707	0,3514834	0,9959805	0,7090029	0,9502855	0,7707834	0,8460638
1020	0,9999997	0,2090451	0,6086472	0,6215660	0,3588760	0,9979827	0,5683712	1,0000000	0,6359414	0,2696392	0,5811616	0,8364369	1,0000000	1,0000000	0,5486248	0,9787674	0,8737955	0,7984935	0,6283170	0,9999953	0,3096174	0,2819359	0,2955752	0,1272037	0,8277355	0,9958329	0,9900008	0,9975024	0,8360634	0,6452024	0,9998350	0,7120095	0,7202739	0,7644374	0,9064139	0,5698930	0,2110623	0,2181744	0,6142945	0,9990400	0,6998012	0,9578350	0,7321260	0,1807419	0,6643548	0,9419858	0,8924203	0,4074240	0,3848596	0,9241070	0,8062644	0,5115416	0,6871123	0,9412315	0,1098473	0,8461621	0,8898699	0,7448173	0,3514834	0,9959805	0,7089298	0,9502434	0,7707834	0,8460638
