"Time"	flhD	hdfR	qseB	lrhA	flhC	ompR	rcsB	rcsA	csgD	bolA	rstA	gadE	ydeO	evgA	gadW	gadX	rutR	nemR	torR	phoP	mdtF	mdtE	csgF	csgG	csgE	yhiD	hdeB	hdeA	gadA	gadB	gadC	sra	flgM	flgJ	fliR	rprA	wcaB	flhE	fliQ	fliM	fliH	flgE	flgN	wzc	flgH	fliK	gltI	yhjH	osmB	flhB	fliN	recC	flgD	flgI	fliG	fliF	fliT	fliD	bdm	flhA	ppdC	gadY	flgA	flgG
20	0,6818184	0,5040339	0,0934525	0,0456291	0,0114287	0,8232487	0,8983976	0,9381265	0,2653417	0,0974898	0,8001565	0,7704958	0,8189882	0,9985547	0,6410507	0,6884597	0,3093941	0,4340175	0,6509861	0,9842055	0,9063738	0,3284638	0,9076490	0,1862740	0,2056339	0,6740586	0,9060490	0,7930962	0,5209877	0,4361814	0,3040988	0,6556356	0,2957327	0,0946431	0,5782485	0,3898765	0,4847676	0,5236387	0,4718940	0,4985411	0,6711433	0,5045596	0,1301748	0,4335161	0,0573313	0,5890778	0,0530814	0,0311985	0,8338128	0,3111694	0,1055631	0,0044086	0,4048154	0,0982151	0,0205935	0,7762799	0,0088120	0,0652347	0,5669375	0,0392946	0,2392918	0,9752593	0,0142098	0,0308675
40	0,4817270	0,2558409	0,1283327	0,0456481	0,0114297	0,7658803	0,8259381	0,9649669	0,2612531	0,0734506	0,7915479	0,7681745	0,8240184	0,9985547	0,4662307	0,6678098	0,3093941	0,4340175	0,6509861	0,9842058	0,9049339	0,4412581	0,9025684	0,1867514	0,2117166	0,6460251	0,9313464	0,7964144	0,5209606	0,4361996	0,3004043	0,6623062	0,2876333	0,0946397	0,5795917	0,3954883	0,4879288	0,5112507	0,6743721	0,4630862	0,6706326	0,4807423	0,1301748	0,4301104	0,0573313	0,5761658	0,0528889	0,0311959	0,8347178	0,4975166	0,0982980	0,0044078	0,5967032	0,1120363	0,0188526	0,7728439	0,0088120	0,0647576	0,5679893	0,0392945	0,3879381	0,9816743	0,0142077	0,0308059
60	0,3513147	0,1316394	0,1516097	0,0456657	0,0146111	0,7472601	0,7742624	0,9800331	0,2566848	0,0582895	0,7873757	0,7622822	0,8273605	0,9985547	0,3460826	0,6592701	0,3093941	0,4340175	0,6509861	0,9842060	0,9026905	0,5158748	0,8973544	0,1873368	0,2228147	0,5853187	0,9505781	0,8014555	0,5208365	0,4362426	0,2942519	0,6716918	0,2716319	0,0946337	0,5628596	0,4045729	0,4923989	0,4805786	0,7638634	0,3976133	0,6694138	0,4342333	0,1301747	0,4220347	0,0573313	0,5394604	0,0526656	0,0312057	0,8361332	0,6254887	0,0869242	0,0044066	0,7058375	0,1199188	0,0162485	0,7641523	0,0088119	0,0630584	0,5689517	0,0392944	0,4818034	0,9857196	0,0142053	0,0307236
80	0,2662789	0,0694861	0,1700213	0,0456819	0,0619119	0,7412166	0,7374089	0,9884874	0,2542555	0,0487523	0,7853539	0,7506269	0,8295809	0,9985547	0,2636598	0,6586757	0,3093941	0,4340175	0,6509861	0,9842061	0,9002970	0,5651458	0,8942948	0,1878222	0,2373006	0,4898725	0,9662312	0,8063872	0,5204755	0,4362926	0,2873058	0,6810143	0,2494557	0,0946297	0,5610769	0,4148786	0,4963895	0,4276012	0,8034173	0,3165447	0,6670864	0,3714709	0,1301748	0,4091622	0,0573312	0,4676950	0,0524942	0,0316472	0,8376935	0,7133739	0,0792849	0,0044087	0,7679068	0,1244143	0,0139743	0,7473091	0,0088120	0,0613039	0,5689001	0,0392944	0,5410782	0,9880271	0,0142039	0,0306588
100	0,2107895	0,0383832	0,1876445	0,0456970	0,1754915	0,7392550	0,7111263	0,9932242	0,2549524	0,0427099	0,7843742	0,7313728	0,8310562	0,9985547	0,2071960	0,6631639	0,3093941	0,4340175	0,6509861	0,9842063	0,8982677	0,5974892	0,8936464	0,1881827	0,2532169	0,3741184	0,9781726	0,8094302	0,5196470	0,4362740	0,2812823	0,6887942	0,2306820	0,0946688	0,6648737	0,4246332	0,4987123	0,3584485	0,8209145	0,2388812	0,6630421	0,3036632	0,1301767	0,3927355	0,0573312	0,3707041	0,0524301	0,0366397	0,8391372	0,7737568	0,1176072	0,0046048	0,8032117	0,1269784	0,0160551	0,7353734	0,0088158	0,0678299	0,5674326	0,0392960	0,5785606	0,9891036	0,0142103	0,0307172
120	0,1745733	0,0228185	0,2068847	0,0457109	0,2612390	0,7386183	0,6923824	0,9958655	0,2584045	0,0388401	0,7838997	0,7057436	0,8320364	0,9985547	0,1685470	0,6706868	0,3093941	0,4340175	0,6509861	0,9842063	0,8968631	0,6184128	0,8947953	0,1884962	0,2689132	0,2649967	0,9864635	0,8089178	0,5180323	0,4360516	0,2776164	0,6946249	0,2480564	0,0948751	0,7917530	0,4328855	0,4989728	0,2871124	0,8287593	0,1767768	0,6566253	0,2412615	0,1302205	0,3745606	0,0573320	0,2766421	0,0525367	0,0558241	0,8403379	0,8153573	0,2479670	0,0088959	0,8233203	0,1284445	0,0304203	0,7773078	0,0088757	0,0648224	0,5646405	0,0393078	0,6026918	0,9893799	0,0142745	0,0311547
140	0,1509354	0,0150296	0,2294418	0,0457238	0,3154043	0,7384117	0,6790148	0,9973204	0,2636516	0,0363357	0,7836698	0,6785400	0,8326877	0,9985547	0,1421000	0,6797461	0,3093941	0,4340175	0,6509861	0,9842064	0,8961259	0,6315566	0,8970476	0,1888549	0,2832768	0,1818462	0,9917826	0,8027848	0,5153141	0,4355295	0,2775305	0,6986591	0,3168424	0,0952643	0,8763571	0,4393340	0,4973680	0,2265916	0,8325094	0,1331261	0,6478042	0,1912519	0,1305030	0,3563276	0,0573453	0,2059151	0,0526981	0,0929422	0,8412652	0,8441333	0,4049342	0,0352915	0,8348316	0,1292993	0,0550241	0,8353566	0,0091795	0,0489999	0,5608962	0,0393366	0,6190325	0,9892162	0,0144443	0,0319262
160	0,1355072	0,0111319	0,2570267	0,0457357	0,3492826	0,7383446	0,6694815	0,9980998	0,2696971	0,0347008	0,7835586	0,6545248	0,8331204	0,9985547	0,1240031	0,6892668	0,3093941	0,4340175	0,6509861	0,9842065	0,8959668	0,6394114	0,8998657	0,1893204	0,2957269	0,1272751	0,9950113	0,7875058	0,5113312	0,4347976	0,2822108	0,7012543	0,4060957	0,0956657	0,9260853	0,4440668	0,4944023	0,1889244	0,8345325	0,1054697	0,6375641	0,1569308	0,1313327	0,3392729	0,0574211	0,1647730	0,0527687	0,1422687	0,8419422	0,8640303	0,5335815	0,1040355	0,8414674	0,1298280	0,0797971	0,8726745	0,0099457	0,0331933	0,5566541	0,0393735	0,6299055	0,9888849	0,0146494	0,0326505
180	0,1254374	0,0091813	0,2918032	0,0457467	0,3704617	0,7383228	0,6626827	0,9984931	0,2757643	0,0336267	0,7835048	0,6358128	0,8334078	0,9985547	0,1116189	0,6985241	0,3093941	0,4340175	0,6509861	0,9842065	0,8962442	0,6437497	0,9028689	0,1899153	0,3060934	0,0943902	0,9969035	0,7576037	0,5061792	0,4341699	0,2928221	0,7027905	0,4884401	0,0959361	0,9542903	0,4473527	0,4906524	0,1861122	0,8357449	0,0897478	0,6273065	0,1381989	0,1328456	0,3241206	0,0576473	0,1503913	0,0527379	0,1952148	0,8424138	0,8777166	0,6241813	0,2073448	0,8453069	0,1301848	0,0982082	0,8907152	0,0112137	0,0215856	0,5523214	0,0394049	0,6363475	0,9885610	0,0147949	0,0330867
200	0,1188650	0,0082053	0,3365375	0,0457569	0,3837015	0,7383158	0,6578340	0,9986671	0,2813558	0,0329177	0,7834788	0,6223328	0,8335988	0,9985547	0,1031435	0,7070757	0,3093941	0,4340175	0,6509861	0,9842065	0,8968148	0,6458446	0,9057962	0,1906289	0,3144691	0,0751983	0,9979907	0,7092596	0,5001901	0,4340635	0,3101545	0,7035952	0,5544988	0,0960507	0,9700907	0,4495097	0,4866237	0,2199779	0,8365023	0,0821297	0,6181095	0,1324203	0,1349003	0,3111703	0,0580930	0,1554806	0,0526553	0,2451924	0,8427283	0,8870747	0,6832546	0,3192252	0,8475251	0,1304439	0,1089826	0,8974912	0,0128309	0,0138761	0,5482007	0,0394248	0,6398185	0,9883336	0,0148554	0,0332308
220	0,1145752	0,0077168	0,3941747	0,0457664	0,3919782	0,7383135	0,6543761	0,9987196	0,2862185	0,0324484	0,7834663	0,6131000	0,8337257	0,9985547	0,0973428	0,7146931	0,3093941	0,4340175	0,6509861	0,9842065	0,8975559	0,6465884	0,9084820	0,1914286	0,3210847	0,0639024	0,9986107	0,6468750	0,4938242	0,4348133	0,3340209	0,7039227	0,6041829	0,0960521	0,9789155	0,4508358	0,4826891	0,2785275	0,8369752	0,0795942	0,6105373	0,1358128	0,1372181	0,3004264	0,0587641	0,1720583	0,0525621	0,2886972	0,8429292	0,8934452	0,7198922	0,4200845	0,8488002	0,1306394	0,1135965	0,8988864	0,0145803	0,0089505	0,5444802	0,0394342	0,6416013	0,9882296	0,0148547	0,0331817
240	0,1117753	0,0074724	0,4662663	0,0457751	0,3971526	0,7383127	0,6519100	0,9987088	0,2902743	0,0321369	0,7834603	0,6070005	0,8338101	0,9985547	0,0933727	0,7212972	0,3093941	0,4340175	0,6509861	0,9842066	0,8983701	0,6465793	0,9108378	0,1922717	0,3262210	0,0570151	0,9989654	0,5818551	0,4875427	0,4365412	0,3629389	0,7039578	0,6403596	0,0959930	0,9838602	0,4515792	0,4790838	0,3461513	0,8372694	0,0799766	0,6047746	0,1446894	0,1395423	0,2917185	0,0596098	0,1937149	0,0524787	0,3246196	0,8430512	0,8977707	0,7418096	0,5023286	0,8495287	0,1307888	0,1141943	0,8981549	0,0162839	0,0058561	0,5412511	0,0394364	0,6424905	0,9882396	0,0148245	0,0330394
260	0,1099478	0,0073500	0,5503068	0,0457832	0,4003877	0,7383125	0,6501512	0,9986689	0,2935538	0,0319301	0,7834574	0,6030922	0,8338661	0,9985547	0,0906554	0,7269056	0,3093941	0,4340175	0,6509861	0,9842066	0,8991844	0,6461984	0,9128339	0,1931146	0,3301568	0,0526106	0,9991713	0,5240719	0,4817160	0,4391359	0,3945010	0,7038277	0,6662582	0,0959122	0,9866570	0,4519326	0,4759284	0,4117421	0,8374555	0,0818337	0,6007602	0,1561269	0,1417047	0,2847904	0,0605555	0,2162153	0,0524115	0,3532566	0,8431206	0,9007037	0,7546267	0,5658384	0,8499430	0,1309036	0,1126157	0,8968373	0,0178347	0,0039275	0,5385335	0,0394350	0,6429184	0,9883384	0,0147868	0,0328717
280	0,1087551	0,0072888	0,6384732	0,0457907	0,4024105	0,7383124	0,6488970	0,9986196	0,2961439	0,0317925	0,7834560	0,6006653	0,8339033	0,9985547	0,0887958	0,7315923	0,3093941	0,4340175	0,6509861	0,9842066	0,8999486	0,6456745	0,9144805	0,1939199	0,3331423	0,0496561	0,9992937	0,4777063	0,4765821	0,4423241	0,4261692	0,7036165	0,6846386	0,0958319	0,9882656	0,4520382	0,4732603	0,4697180	0,8375794	0,0842671	0,5982709	0,1681219	0,1436220	0,2793606	0,0615299	0,2371767	0,0523604	0,3755522	0,8431562	0,9026915	0,7620966	0,6134874	0,8501785	0,1309924	0,1101372	0,8955625	0,0191864	0,0027304	0,5363016	0,0394322	0,6431118	0,9884970	0,0147528	0,0327149
300	0,1079766	0,0072582	0,7207653	0,0457977	0,4036755	0,7383124	0,6480025	0,9985717	0,2981528	0,0317009	0,7834554	0,5992151	0,8339280	0,9985547	0,0875231	0,7354588	0,3093941	0,4340175	0,6509861	0,9842066	0,9006346	0,6451354	0,9158108	0,1946600	0,3353890	0,0475929	0,9993687	0,4426858	0,4722498	0,4457767	0,4559274	0,7033767	0,6976326	0,0957625	0,9892142	0,4519961	0,4710641	0,5182548	0,8376681	0,0867601	0,5969940	0,1794696	0,1452685	0,2751572	0,0624774	0,2555011	0,0523231	0,3926356	0,8431710	0,9040385	0,7665625	0,6487322	0,8503129	0,1310615	0,1075251	0,8945314	0,0203307	0,0019889	0,5345046	0,0394294	0,6431885	0,9886896	0,0147264	0,0325845
320	0,1074685	0,0072429	0,7900869	0,0458041	0,4044668	0,7383124	0,6473645	0,9985300	0,2996890	0,0316400	0,7834551	0,5983946	0,8339445	0,9985547	0,0866523	0,7386158	0,3093941	0,4340175	0,6509861	0,9842066	0,9012325	0,6446456	0,9168682	0,1953176	0,3370691	0,0461074	0,9994164	0,4171240	0,4687254	0,4491969	0,4825287	0,7031391	0,7068098	0,0957071	0,9897925	0,4518746	0,4692942	0,5575339	0,8377367	0,0890461	0,5965969	0,1895538	0,1466509	0,2719364	0,0633604	0,2708743	0,0522963	0,4055838	0,8431738	0,9049516	0,7693997	0,6746498	0,8503909	0,1311157	0,1051756	0,8937663	0,0212797	0,0015300	0,5330811	0,0394270	0,6432092	0,9888956	0,0147080	0,0324836
340	0,1071368	0,0072352	0,8441977	0,0458100	0,4049619	0,7383124	0,6469096	0,9984962	0,3008508	0,0315994	0,7834550	0,5979709	0,8339554	0,9985547	0,0860565	0,7411717	0,3093941	0,4340175	0,6509861	0,9842066	0,9017452	0,6442316	0,9176981	0,1958857	0,3383189	0,0450145	0,9994479	0,3988058	0,4659476	0,4523681	0,5054276	0,7029207	0,7132972	0,0956651	0,9901591	0,4517179	0,4678923	0,5886186	0,8377926	0,0910128	0,5967787	0,1981460	0,1477919	0,2694899	0,0641573	0,2834096	0,0522776	0,4153247	0,8431702	0,9055707	0,7713691	0,6936850	0,8504373	0,1311586	0,1032485	0,8932266	0,0220546	0,0012461	0,5319687	0,0394253	0,6432051	0,9891004	0,0146961	0,0324097
360	0,1069203	0,0072314	0,8843312	0,0458155	0,4052718	0,7383124	0,6465851	0,9984702	0,3017217	0,0315724	0,7834549	0,5977901	0,8339626	0,9985547	0,0856490	0,7432266	0,3093941	0,4340175	0,6509861	0,9842066	0,9021823	0,6438985	0,9183427	0,1963645	0,3392447	0,0441985	0,9994695	0,3857946	0,4638187	0,4551636	0,5245832	0,7027288	0,7178925	0,0956346	0,9904014	0,4515535	0,4667976	0,6128423	0,8378395	0,0926361	0,5972973	0,2052501	0,1487204	0,2676451	0,0648584	0,2934221	0,0522645	0,4226144	0,8431636	0,9059909	0,7728664	0,7076801	0,8504659	0,1311926	0,1017679	0,8928591	0,0226790	0,0010705	0,5311092	0,0394242	0,6431917	0,9892943	0,0146892	0,0323579
380	0,1067791	0,0072294	0,9131516	0,0458206	0,4054658	0,7383124	0,6463537	0,9984510	0,3023699	0,0315544	0,7834549	0,5977526	0,8339674	0,9985547	0,0853703	0,7448690	0,3093941	0,4340175	0,6509861	0,9842066	0,9025546	0,6436403	0,9188394	0,1967597	0,3399280	0,0435831	0,9994847	0,3765831	0,4622282	0,4575337	0,5402599	0,7025656	0,7211562	0,0956131	0,9905679	0,4513973	0,4659528	0,6315123	0,8378792	0,0939379	0,5979753	0,2109933	0,1494666	0,2662628	0,0654626	0,3012963	0,0522556	0,4280487	0,8431562	0,9062762	0,7740851	0,7179902	0,8504846	0,1312197	0,1006898	0,8926153	0,0231767	0,0009618	0,5304516	0,0394236	0,6431763	0,9894717	0,0146858	0,0323231
400	0,1066868	0,0072285	0,9334475	0,0458254	0,4055873	0,7383124	0,6461887	0,9984373	0,3028494	0,0315424	0,7834549	0,5977945	0,8339706	0,9985547	0,0851798	0,7461751	0,3093941	0,4340175	0,6509861	0,9842066	0,9028720	0,6434463	0,9192195	0,1970802	0,3404306	0,0431158	0,9994957	0,3700613	0,4610683	0,4594830	0,5528726	0,7024301	0,7234813	0,0955983	0,9906862	0,4512575	0,4653075	0,6457846	0,8379126	0,0949601	0,5986941	0,2155564	0,1500598	0,2652328	0,0659745	0,3074149	0,0522496	0,4320878	0,8431490	0,9064702	0,7751142	0,7256015	0,8504973	0,1312411	0,0999431	0,8924574	0,0235693	0,0008945	0,5299526	0,0394234	0,6431623	0,9896297	0,0146845	0,0323008
420	0,1066267	0,0072280	0,9475828	0,0458297	0,4056634	0,7383124	0,6460710	0,9984278	0,3032026	0,0315345	0,7834549	0,5978763	0,8339728	0,9985547	0,0850495	0,7472095	0,3093941	0,4340175	0,6509861	0,9842066	0,9031428	0,6433046	0,9195087	0,1973360	0,3407994	0,0427595	0,9995039	0,3654353	0,4602425	0,4610484	0,5628845	0,7023196	0,7251429	0,0955885	0,9907724	0,4511372	0,4648187	0,6566269	0,8379402	0,0957501	0,5993815	0,2191325	0,1505266	0,2644691	0,0664019	0,3121240	0,0522456	0,4350829	0,8431426	0,9066022	0,7759938	0,7312303	0,8505065	0,1312581	0,0994530	0,8923575	0,0238761	0,0008528	0,5295768	0,0394234	0,6431507	0,9897678	0,0146846	0,0322872
440	0,1065874	0,0072278	0,9573736	0,0458338	0,4057111	0,7383124	0,6459871	0,9984215	0,3034617	0,0315291	0,7834549	0,5979738	0,8339742	0,9985547	0,0849605	0,7480256	0,3093941	0,4340175	0,6509861	0,9842066	0,9033731	0,6432038	0,9197276	0,1975376	0,3410693	0,0424869	0,9995099	0,3621448	0,4596691	0,4622823	0,5707468	0,7022307	0,7263339	0,0955822	0,9908364	0,4510368	0,4644512	0,6648231	0,8379629	0,0963534	0,5999989	0,2219044	0,1508906	0,2639051	0,0667543	0,3157204	0,0522430	0,4372993	0,8431373	0,9066921	0,7767435	0,7353983	0,8505134	0,1312714	0,0991517	0,8922957	0,0241141	0,0008269	0,5292955	0,0394235	0,6431417	0,9898864	0,0146854	0,0322795
460	0,1065617	0,0072276	0,9641434	0,0458375	0,4057410	0,7383124	0,6459273	0,9984175	0,3036511	0,0315256	0,7834549	0,5980730	0,8339751	0,9985547	0,0848997	0,7486676	0,3093941	0,4340175	0,6509861	0,9842066	0,9035682	0,6431341	0,9198926	0,1976947	0,3412664	0,0422779	0,9995145	0,3597967	0,4592819	0,4632409	0,5768675	0,7021600	0,7271901	0,0955782	0,9908843	0,4509549	0,4641768	0,6709942	0,8379813	0,0968098	0,6005304	0,2240335	0,1511721	0,2634902	0,0670417	0,3184496	0,0522412	0,4389366	0,8431329	0,9067535	0,7773758	0,7384869	0,8505187	0,1312819	0,0989834	0,8922586	0,0242971	0,0008109	0,5290861	0,0394238	0,6431349	0,9899870	0,0146865	0,0322757
480	0,1065450	0,0072276	0,9688279	0,0458410	0,4057598	0,7383124	0,6458846	0,9984151	0,3037892	0,0315232	0,7834549	0,5981662	0,8339757	0,9985547	0,0848582	0,7491711	0,3093941	0,4340175	0,6509861	0,9842066	0,9037325	0,6430875	0,9200164	0,1978158	0,3414100	0,0421176	0,9995180	0,3581157	0,4590290	0,4639772	0,5815986	0,7021044	0,7278072	0,0955758	0,9909204	0,4508893	0,4639730	0,6756253	0,8379959	0,0971525	0,6009742	0,2256566	0,1513883	0,2631861	0,0672740	0,3205095	0,0522401	0,4401441	0,8431295	0,9067954	0,7779021	0,7407761	0,8505228	0,1312900	0,0989046	0,8922373	0,0244371	0,0008009	0,5289311	0,0394240	0,6431300	0,9900714	0,0146878	0,0322742
500	0,1065341	0,0072275	0,9720773	0,0458442	0,4057716	0,7383124	0,6458541	0,9984138	0,3038896	0,0315217	0,7834549	0,5982498	0,8339762	0,9985547	0,0848298	0,7495652	0,3093941	0,4340175	0,6509861	0,9842066	0,9038698	0,6430576	0,9201090	0,1979086	0,3415145	0,0419944	0,9995206	0,3569086	0,4588710	0,4645379	0,5852342	0,7020609	0,7282530	0,0955744	0,9909478	0,4508375	0,4638225	0,6790909	0,8380074	0,0974083	0,6013363	0,2268862	0,1515532	0,2629638	0,0674600	0,3220573	0,0522394	0,4410335	0,8431269	0,9068242	0,7783343	0,7424725	0,8505261	0,1312963	0,0988832	0,8922256	0,0245434	0,0007947	0,5288168	0,0394242	0,6431265	0,9901416	0,0146889	0,0322742
520	0,1065270	0,0072275	0,9743387	0,0458471	0,4057790	0,7383124	0,6458324	0,9984132	0,3039625	0,0315206	0,7834549	0,5983224	0,8339764	0,9985547	0,0848104	0,7498730	0,3093941	0,4340175	0,6509861	0,9842066	0,9039837	0,6430393	0,9201780	0,1979790	0,3415904	0,0418998	0,9995226	0,3560391	0,4587782	0,4649619	0,5880145	0,7020273	0,7285756	0,0955737	0,9909685	0,4507972	0,4637117	0,6816781	0,8380164	0,0975983	0,6016263	0,2278128	0,1516783	0,2628017	0,0676080	0,3232158	0,0522390	0,4416876	0,8431249	0,9068438	0,7786846	0,7437289	0,8505286	0,1313011	0,0988962	0,8922198	0,0246238	0,0007908	0,5287328	0,0394245	0,6431240	0,9901995	0,0146899	0,0322748
540	0,1065223	0,0072275	0,9759189	0,0458499	0,4057836	0,7383124	0,6458169	0,9984130	0,3040154	0,0315199	0,7834549	0,5983840	0,8339766	0,9985547	0,0847972	0,7501129	0,3093941	0,4340175	0,6509861	0,9842066	0,9040776	0,6430292	0,9202293	0,1980321	0,3416454	0,0418270	0,9995242	0,3554111	0,4587293	0,4652810	0,5901321	0,7020013	0,7288096	0,0955734	0,9909841	0,4507663	0,4636306	0,6836054	0,8380234	0,0977389	0,6018554	0,2285078	0,1517727	0,2626839	0,0677249	0,3240800	0,0522387	0,4421681	0,8431234	0,9068574	0,7789651	0,7446587	0,8505306	0,1313048	0,0989279	0,8922175	0,0246842	0,0007884	0,5286715	0,0394247	0,6431223	0,9902468	0,0146908	0,0322759
560	0,1065193	0,0072275	0,9770274	0,0458524	0,4057865	0,7383124	0,6458059	0,9984131	0,3040536	0,0315195	0,7834549	0,5984355	0,8339767	0,9985547	0,0847882	0,7502996	0,3093941	0,4340175	0,6509861	0,9842066	0,9041543	0,6430243	0,9202673	0,1980720	0,3416852	0,0417712	0,9995254	0,3549564	0,4587088	0,4655203	0,5917397	0,7019814	0,7289795	0,0955732	0,9909959	0,4507427	0,4635715	0,6850385	0,8380288	0,0978427	0,6020341	0,2290270	0,1518436	0,2625984	0,0678167	0,3247227	0,0522386	0,4425207	0,8431224	0,9068667	0,7791873	0,7453461	0,8505322	0,1313076	0,0989679	0,8922170	0,0247295	0,0007869	0,5286267	0,0394248	0,6431212	0,9902854	0,0146915	0,0322770
580	0,4168343	0,5031936	0,9763532	0,0458548	0,4058147	0,9150637	0,7474004	0,9242441	0,3051719	0,0784857	0,8012201	0,5988137	0,8264058	0,9985547	0,3673062	0,7886742	0,3093941	0,4340175	0,6509861	0,9842066	0,9050321	0,4633301	0,9213998	0,1979883	0,3395871	0,0425831	0,9990068	0,3738343	0,4587085	0,4568129	0,5717684	0,6999097	0,7306540	0,0959929	0,9913117	0,4493002	0,4640322	0,6863914	0,3966766	0,0987382	0,6267817	0,2306995	0,1561715	0,2643120	0,0691464	0,3254162	0,0523859	0,4441590	0,8428555	0,6405988	0,8038615	0,7648044	0,5171444	0,1073394	0,1239352	0,8970428	0,0272602	0,0009095	0,5290549	0,0394986	0,4104041	0,9637157	0,0153458	0,0334044
600	0,6193695	0,7513866	0,9760355	0,0458569	0,3720631	0,9724321	0,8198543	0,8854768	0,3053693	0,1044158	0,8098313	0,6028275	0,8213757	0,9985547	0,5590117	0,8046456	0,3093941	0,4340175	0,6509861	0,9842066	0,9068719	0,3444760	0,9243001	0,1975150	0,3299745	0,0567456	0,9973138	0,4843894	0,4587746	0,4356985	0,5121182	0,6927379	0,7391009	0,0998332	0,9933574	0,4426167	0,4657456	0,6906131	0,2446777	0,1068625	0,6826290	0,2409928	0,1778922	0,2727129	0,0750388	0,3302321	0,0582898	0,4468159	0,8416715	0,4773302	0,8611616	0,8160588	0,3473640	0,0949211	0,2561504	0,9199889	0,0389856	0,0077248	0,5309862	0,0402892	0,3162138	0,9486310	0,0279760	0,0479453
620	0,7515017	0,8755881	0,9758991	0,0458590	0,2496481	0,9910522	0,8715260	0,8675788	0,3015998	0,1180746	0,8140053	0,6194001	0,8180337	0,9985547	0,6843128	0,8049641	0,3093941	0,4340175	0,6509861	0,9842066	0,9088976	0,2659731	0,9265183	0,1967301	0,3141314	0,1193623	0,9906686	0,5789055	0,4592641	0,4180634	0,4609238	0,6836910	0,7535120	0,1112657	0,9951781	0,4311441	0,4672528	0,6987988	0,2404490	0,1329492	0,7202520	0,2647038	0,2096919	0,2872197	0,0815510	0,3539745	0,1106064	0,4429909	0,8397564	0,3989351	0,9081123	0,8598225	0,2958994	0,0893132	0,4326098	0,9472720	0,0550592	0,0847246	0,5337598	0,0428040	0,3213701	0,9427631	0,0902193	0,1020166
640	0,8376157	0,9377414	0,9758521	0,0458608	0,1612648	0,9970958	0,9083766	0,8614538	0,2955857	0,1253273	0,8160286	0,6489768	0,8158132	0,9985547	0,7621870	0,7968046	0,3093941	0,4340175	0,6509861	0,9842066	0,9106835	0,2146589	0,9271195	0,1957264	0,2957643	0,2380288	0,9755641	0,6338174	0,4611253	0,4073208	0,4253071	0,6753496	0,7672010	0,1275814	0,9962861	0,4174667	0,4676591	0,6993796	0,2697009	0,1797061	0,7308033	0,2960673	0,2257417	0,3048306	0,0823744	0,4037361	0,2358591	0,4233092	0,8376045	0,3623681	0,9386465	0,8786479	0,3006031	0,0860677	0,5793461	0,9667056	0,0623578	0,2760380	0,5365736	0,0459205	0,3123391	0,9426237	0,1905459	0,1855330
660	0,8937384	0,9688443	0,9758466	0,0458626	0,1054141	0,9990574	0,9346572	0,8615734	0,2893327	0,1292762	0,8170093	0,6803987	0,8143380	0,9985547	0,8087829	0,7855114	0,3093941	0,4340175	0,6509861	0,9842066	0,9120218	0,1820405	0,9263149	0,1945629	0,2778341	0,3673842	0,9532843	0,6668577	0,4651855	0,4029894	0,4007617	0,6686633	0,7738514	0,1402515	0,9967461	0,4041356	0,4672606	0,6793857	0,2740543	0,2388319	0,7233636	0,3293536	0,2183112	0,3229966	0,0786291	0,4594971	0,3739642	0,3873853	0,8356272	0,3322669	0,9565987	0,8658539	0,3059557	0,0831138	0,6851879	0,9780916	0,0576730	0,4657097	0,5391919	0,0474561	0,2761220	0,9452404	0,2644403	0,2595682
680	0,9303340	0,9844090	0,9758585	0,0458642	0,0704499	0,9996941	0,9533997	0,8646467	0,2838446	0,1314970	0,8174847	0,7067066	0,8133578	0,9985547	0,8364925	0,7741469	0,3093941	0,4340175	0,6509861	0,9842066	0,9128343	0,1623371	0,9246276	0,1933211	0,2619535	0,4708535	0,9291015	0,6895787	0,4712811	0,4034568	0,3831476	0,6637008	0,7685646	0,1441108	0,9966445	0,3928336	0,4667397	0,6413041	0,2443175	0,2986718	0,7092865	0,3613243	0,1975333	0,3402354	0,0737064	0,5031779	0,4775592	0,3401962	0,8340526	0,2958445	0,9655796	0,8100631	0,2893348	0,0803783	0,7552393	0,9835995	0,0464376	0,5958030	0,5416990	0,0470154	0,2246588	0,9487788	0,2804817	0,3004468
700	0,9542043	0,9921979	0,9758759	0,0458656	0,0485847	0,9999007	0,9667662	0,8687808	0,2794131	0,1327899	0,8177151	0,7265490	0,8127065	0,9985547	0,8534530	0,7640992	0,3093941	0,4340175	0,6509861	0,9842066	0,9131286	0,1513952	0,9225322	0,1920945	0,2486978	0,5421120	0,9079065	0,7075159	0,4785244	0,4068114	0,3697636	0,6601932	0,7476827	0,1400510	0,9959702	0,3843022	0,4666127	0,6015826	0,1938400	0,3514617	0,6959183	0,3904779	0,1754088	0,3558699	0,0693661	0,5321738	0,5328382	0,2881295	0,8329472	0,2537665	0,9676084	0,6985561	0,2524169	0,0781769	0,7952540	0,9846332	0,0345585	0,6676804	0,5442150	0,0454916	0,1713046	0,9522972	0,2458384	0,3039463
