"Time"	yoeB	yefM	alaS	mngB	mngR	mngA	artJ	argR	argB	artI	artQ	argA	artM	argC	argE	artP
580	0,3394855	0,6048096	0,4617252	0,8571862	0,4091410	0,2633823	0,2764531	0,3394021	0,0124220	0,6293225	0,0763844	0,6480733	0,5924889	0,5310011	0,0064695	0,2126002
600	0,3438824	0,6037526	0,5483370	0,7349934	0,3939659	0,2012299	0,2307043	0,3255220	0,0080542	0,6537347	0,1049130	0,7079781	0,5622751	0,4211890	0,0083730	0,2624948
620	0,4127907	0,4695021	0,5450126	0,6069656	0,4015811	0,1474510	0,2959874	0,4508988	0,0096132	0,7584745	0,0965616	0,7345141	0,5901196	0,4440316	0,0137882	0,2961727
640	0,3319884	0,4274301	0,5060063	0,7330694	0,3484078	0,1247386	0,2805229	0,3362081	0,0030900	0,5398702	0,0958592	0,7820060	0,6931906	0,4938260	0,0083883	0,2133024
660	0,3032234	0,3945510	0,4351423	0,5950190	0,3056116	0,0870976	0,2282673	0,3589689	0,0165350	0,7240525	0,1082293	0,7451935	0,6280421	0,3953241	0,0103282	0,1942464
680	0,3407990	0,5163966	0,4665727	0,7102631	0,4430728	0,1155788	0,3117154	0,2897905	0,0121606	0,7270932	0,1123022	0,7544453	0,5256073	0,4489423	0,0262476	0,2325481
700	0,3406946	0,4497695	0,4651742	0,7255030	0,3339003	0,1435102	0,2010459	0,3202525	0,0145783	0,5929618	0,1039914	0,6743921	0,6888008	0,5785529	0,0136379	0,1816999
720	0,3932798	0,5148930	0,6740261	0,6526662	0,3482667	0,1210743	0,2104589	0,2967252	0,0149628	0,7751077	0,0971849	0,7756764	0,6085803	0,5950041	0,0074685	0,1666900
740	0,3786350	0,5916345	0,5562167	0,7007044	0,3197889	0,1162912	0,2755735	0,3279435	0,0092620	0,6161172	0,1069905	0,7558775	0,7032459	0,5611424	0,0068608	0,2167527
760	0,2479917	0,5435565	0,5185191	0,6959205	0,4450406	0,1644142	0,2703498	0,4039826	0,0233790	0,6231434	0,1101170	0,7386978	0,7215443	0,6024352	0,0069272	0,1407804
780	0,4418908	0,6495765	0,4615191	0,7569517	0,4058283	0,1665905	0,2192985	0,2822704	0,0085805	0,6327286	0,0936580	0,7269849	0,6981664	0,5847476	0,0180071	0,1960832
800	0,3432037	0,4945683	0,4658444	0,7267020	0,3895485	0,1968583	0,2530210	0,2546505	0,0115845	0,5586830	0,0677762	0,7431099	0,8882140	0,4928660	0,0227476	0,2092324
820	0,3123339	0,6187068	0,4119178	0,6311689	0,4281630	0,1124612	0,2140588	0,3378625	0,0099780	0,6752597	0,0919592	0,7399742	0,8293162	0,4577893	0,0147224	0,1831380
840	0,3438332	0,5088147	0,4854792	0,7558934	0,3468452	0,1613796	0,2684274	0,3602378	0,0253436	0,6640126	0,0968982	0,7301280	0,7606443	0,4402523	0,0080863	0,1817845
860	0,3587175	0,5441864	0,6012026	0,8175693	0,3582162	0,1491357	0,2320753	0,2590186	0,0266659	0,5720435	0,0927426	0,8053920	0,7717907	0,4882048	0,0209083	0,1664044
880	0,2497360	0,5171300	0,5756321	0,7019670	0,3583705	0,0951758	0,2172458	0,3687784	0,0188932	0,5607680	0,1085798	0,7713447	0,5907189	0,4402410	0,0037554	0,1750414
900	0,2157154	0,4360225	0,4182980	0,6673682	0,3693230	0,1379414	0,2254731	0,3781329	0,0079065	0,6365030	0,0906408	0,8598531	0,6151048	0,4743909	0,0002913	0,2037904
920	0,2599150	0,5345199	0,4317239	0,7033015	0,3308717	0,1315735	0,2525333	0,3464223	0,0227949	0,5780281	0,0790590	0,7359321	0,7233005	0,5678632	0,0044267	0,1734180
940	0,2450221	0,5143990	0,4370393	0,8580926	0,2913888	0,1425775	0,1985280	0,3093369	0,0227987	0,7826013	0,1252293	0,6979162	0,8073311	0,3226837	0,0005393	0,2400210
960	0,3205961	0,4999780	0,4151305	0,8288334	0,2650738	0,1489961	0,2597603	0,3329407	0,0018505	0,7493968	0,0942055	0,8037627	0,7134772	0,4107737	0,0086025	0,1784115
980	0,2407151	0,4934758	0,4500328	0,7951392	0,4273155	0,1678805	0,2053732	0,3812303	0,0021966	0,7808817	0,0875306	0,7343080	0,7951323	0,4652528	0,0016483	0,1989893
1000	0,3053455	0,4962294	0,5951766	0,7176057	0,3548270	0,1313830	0,2402906	0,2957324	0,0198851	0,6630035	0,0839255	0,9005912	0,8588830	0,4426559	0,0155194	0,2054457
1020	0,2502842	0,5112318	0,5428852	0,6572685	0,3500449	0,1561779	0,2168600	0,2960629	0,0164937	0,6518420	0,1446704	0,8141380	0,7298953	0,5491120	0,0101231	0,2300341
1040	0,2865822	0,3788209	0,4562251	0,8681964	0,4400793	0,1364385	0,3066581	0,4086325	0,0139656	0,6353350	0,1008997	0,6727114	0,7465479	0,4987259	0,0068505	0,1936039
1060	0,2776271	0,5603918	0,5035043	0,7295227	0,4666078	0,1635135	0,2893186	0,3164198	0,0735854	0,7174765	0,0791134	0,7786170	0,7202492	0,5282860	0,0108734	0,2408943
1080	0,3325543	0,5090111	0,4228271	0,7355856	0,3956427	0,1728373	0,3068502	0,3249000	0,0215914	0,7629457	0,1657359	0,7310556	0,6830801	0,5095068	0,0316623	0,2026207
1100	0,2449214	0,5663254	0,4363693	0,7222329	0,3785335	0,1899594	0,3247163	0,2308561	0,0071074	0,6634836	0,1028954	0,6378071	0,7297815	0,5512368	0,0078953	0,2352934

0	0,2612093	0,4711664	0,4087400	0,8065106	0,4471830	0,1501296	0,2505422	0,3405189	0,0030627	0,6367909	0,1496609	0,7056159	0,6633612	0,5880017	0,0096828	0,2118613
20	0,2705769	0,5175019	0,4956330	0,6054102	0,3797126	0,1245261	0,2200476	0,3272796	0,0144364	0,6643101	0,0602431	0,6756606	0,6135856	0,4741992	0,0083298	0,2597805
40	0,3379326	0,4551036	0,4505854	0,5530602	0,4153159	0,0946890	0,1526917	0,2769274	0,0096468	0,6151698	0,0976250	0,6544219	0,4595814	0,5144148	0,0068184	0,1858657
60	0,3621147	0,4854307	0,3857307	0,5456042	0,3825233	0,0341063	0,1318198	0,2321418	0,0095347	0,6118629	0,1029380	0,6516528	0,3577888	0,5675919	0,0066456	0,1886146
80	0,3505293	0,4447042	0,4864132	0,4359326	0,4052915	0,0100232	0,1217183	0,2735445	0,0053071	0,7934929	0,1413412	0,7574771	0,4050032	0,5446943	0,0062209	0,1894326
100	0,2755550	0,4361800	0,4762914	0,4343769	0,3919968	0,0166642	0,0947175	0,3495375	0,0087740	0,7704320	0,1717318	0,7767178	0,3547185	0,5468001	0,0067677	0,2157386
120	0,3657721	0,4327175	0,3632187	0,4438980	0,3885270	0,0359055	0,0961716	0,2607527	0,0025791	0,5670625	0,1158702	0,6262090	0,3908718	0,5016681	0,0105350	0,2387059
140	0,3239334	0,4490967	0,5332259	0,4670757	0,3532481	0,0056759	0,0851797	0,3440335	0,0023772	0,6230314	0,1600750	0,7358104	0,3234140	0,5271261	0,0058558	0,2308072
160	0,3303778	0,4965611	0,4172624	0,4016630	0,3153929	0,0291564	0,0646022	0,3592401	0,0038670	0,8128691	0,1428619	0,8009490	0,4403411	0,5901076	0,0006673	0,2800954
180	0,4106620	0,5503555	0,4199570	0,4526412	0,3484338	0,0106865	0,0572039	0,3959510	0,0021355	0,7374069	0,1520776	0,6841328	0,3615967	0,5346630	0,0122496	0,2030885
200	0,3309909	0,4815090	0,4361336	0,5645401	0,3341819	0,0221323	0,0522331	0,3613641	0,0006877	0,7857832	0,1103367	0,6679541	0,3437849	0,4828092	0,0153535	0,2040265
220	0,3277991	0,5444573	0,5381136	0,4134844	0,4135883	0,0185800	0,0452333	0,2626508	0,0006587	0,6890255	0,0774102	0,7360086	0,2967604	0,4451619	0,0139045	0,2534346
240	0,2332484	0,5233314	0,4033056	0,4883814	0,3848605	0,0143853	0,0427834	0,3380046	0,0002401	0,7367649	0,1050369	0,7512400	0,2666507	0,4352680	0,0061636	0,2420362
260	0,2821618	0,4366690	0,4079226	0,4697837	0,3392725	0,0084506	0,0341652	0,2931952	0,0002209	0,6583734	0,1262161	0,7611889	0,3571578	0,4834541	0,0069172	0,2962789
280	0,2892018	0,3663137	0,5943748	0,4856435	0,3512202	0,0244468	0,0463526	0,2927902	0,0029626	0,6729950	0,0880654	0,9259151	0,2628225	0,4088793	0,0180734	0,3054132
300	0,2548037	0,4386596	0,5310900	0,4840722	0,3811835	0,0109447	0,0356892	0,2168799	0,0005735	0,5997746	0,0967101	0,7926101	0,3636954	0,5735699	0,0049509	0,1654131
320	0,2868296	0,4499379	0,4875139	0,5713758	0,3749731	0,0031166	0,0218461	0,3325519	0,0003816	0,7665628	0,0778761	0,8971163	0,3474779	0,3135420	0,0328446	0,1776943
340	0,2525622	0,4701044	0,5485517	0,4789988	0,3914516	0,0066148	0,0295735	0,3195199	0,0023575	0,5783008	0,0814908	0,7465544	0,2820619	0,5445703	0,0214407	0,2282672
360	0,2676063	0,5574547	0,4889352	0,3824924	0,4059004	0,0166941	0,0223733	0,4069553	0,0025170	0,7515212	0,1284861	0,6606865	0,4512108	0,5320239	0,0160660	0,2650979
380	0,2791931	0,4438810	0,4583517	0,5644705	0,3735730	0,0061559	0,0153959	0,3137930	0,0006877	0,5817467	0,1269281	0,7637590	0,3846795	0,5063287	0,0129918	0,2463384
400	0,3573886	0,5814826	0,4780335	0,4732476	0,3046613	0,0184652	0,0392479	0,3580901	0,0006451	0,7272743	0,0736135	0,7204802	0,3256988	0,4267881	0,0064904	0,2230555
420	0,2738581	0,5288594	0,4252088	0,4597157	0,3340019	0,0070143	0,0240924	0,3395521	0,0002117	0,6338430	0,1360698	0,7508333	0,2944821	0,4355668	0,0042385	0,2838531
440	0,3228692	0,4649816	0,4471032	0,4052779	0,4380759	0,0067126	0,0226578	0,3267201	0,0042101	0,6088878	0,1144851	0,6441321	0,2939319	0,4484671	0,0124295	0,2520827
460	0,2811170	0,5722464	0,4401194	0,4893168	0,4138336	0,0111064	0,0260058	0,2816713	0,0015019	0,6548342	0,0850309	0,6379912	0,3567744	0,3646796	0,0093421	0,1843164
480	0,3227101	0,5174183	0,5866097	0,4855434	0,4060655	0,0057773	0,0346172	0,3620030	0,0008305	0,5854806	0,1566737	0,7382260	0,3643716	0,5510573	0,0142391	0,2632087
500	0,3152615	0,4470592	0,5804495	0,4443544	0,4060367	0,0122078	0,0132046	0,2390729	0,0007861	0,6657178	0,0823390	0,7187728	0,2547799	0,3945626	0,0081768	0,2227070
520	0,3117135	0,5068185	0,5852972	0,5821986	0,3606574	0,0239653	0,0206198	0,3573020	0,0034468	0,5902009	0,1233423	0,7433096	0,2770710	0,4354921	0,0045589	0,2417896
540	0,2598831	0,5920699	0,4769696	0,4035526	0,3186192	0,0442230	0,0227613	0,3372297	0,0043697	0,6872421	0,0879420	0,6691490	0,4168189	0,4554133	0,0109587	0,2943826
560	0,3000660	0,4794743	0,3558495	0,5358422	0,3883145	0,0147557	0,0113178	0,2922294	0,0005145	0,5652302	0,1375635	0,7108660	0,2813607	0,2775703	0,0093438	0,2433082
580	0,3921033	0,5351191	0,4793397	0,5966973	0,3868312	0,0849352	0,1248449	0,2625333	0,0011152	0,7738510	0,1050863	0,6767774	0,3520077	0,4229665	0,0063013	0,2139506
600	0,2923438	0,5018187	0,4655643	0,6978634	0,3920305	0,1544029	0,1173309	0,3508022	0,0071059	0,6354010	0,0852700	0,7536872	0,3991676	0,4417738	0,0022460	0,2287935
620	0,2266205	0,4532058	0,5287298	0,7928884	0,3761967	0,1536130	0,1828294	0,2626748	0,0067156	0,8066865	0,1095397	0,7040360	0,4788401	0,4068926	0,0145883	0,1980369
640	0,2613418	0,4827739	0,5377305	0,7414581	0,3822449	0,1761965	0,2501935	0,3289476	0,0040779	0,6849157	0,0861326	0,7932269	0,5059954	0,5134190	0,0218653	0,2406038
660	0,3523952	0,5297123	0,4766903	0,7257126	0,3705910	0,1096163	0,2020832	0,2837938	0,0209366	0,5815890	0,1024512	0,7587976	0,4386637	0,4932059	0,0189922	0,1759809
680	0,3089319	0,5787985	0,4818577	0,7762654	0,3202427	0,1892140	0,1917591	0,4176873	0,0096745	0,8332420	0,0900131	0,9342232	0,5596209	0,4634747	0,0047991	0,2034069
700	0,2612766	0,5065244	0,5300414	0,6476028	0,3257204	0,1281886	0,2618572	0,2708040	0,0152830	0,7473269	0,0877627	0,8526185	0,6162530	0,5011000	0,0089925	0,3309688
720	0,2441021	0,5234613	0,4704907	0,5960173	0,2463202	0,1567265	0,2155379	0,2512048	0,0064300	0,6406960	0,1842135	0,7378691	0,6815690	0,5823647	0,0079443	0,1619042
740	0,2482790	0,4136585	0,4049268	0,7396152	0,3024723	0,1139806	0,2476632	0,3164885	0,0040146	0,7621668	0,1286883	0,8116883	0,5708472	0,4603559	0,0071615	0,2621380
760	0,3744623	0,5089941	0,5404324	0,4884354	0,3327864	0,1579372	0,1909491	0,4049516	0,0128938	0,7264005	0,1401284	0,7085490	0,6786599	0,5089998	0,0056526	0,2717540
780	0,2654396	0,5432892	0,4160801	0,6332249	0,2922732	0,2045620	0,2785145	0,3922164	0,0196005	0,7122399	0,1361450	0,7894498	0,7092564	0,5531209	0,0081986	0,2384833
800	0,2843810	0,5194994	0,3748121	0,8547430	0,4275152	0,1791807	0,2726390	0,4472027	0,0122108	0,7822908	0,1015012	0,8275740	0,7774554	0,5723098	0,0033487	0,3373057
820	0,2474215	0,5186065	0,5235820	0,7330598	0,3379820	0,1320339	0,2549809	0,3398764	0,0194546	0,7749756	0,1185309	0,7959927	0,6295167	0,5137709	0,0067198	0,2599487
840	0,1978517	0,4831497	0,4472566	0,6805621	0,2939842	0,1302555	0,3363652	0,2967386	0,0671737	0,7394146	0,1120580	0,7734035	0,7091979	0,4925323	0,0082076	0,1648025
860	0,2891643	0,5469814	0,4489772	0,6347854	0,3593668	0,1324746	0,3142561	0,3857654	0,0089006	0,7767445	0,0825388	0,6167883	0,7693470	0,5188007	0,0153786	0,2317445
880	0,2887515	0,5875344	0,5325443	0,7514530	0,4083751	0,1522941	0,2725937	0,3874633	0,0055102	0,6945035	0,1637403	0,7487847	0,7729522	0,5187384	0,0053155	0,2952837
900	0,3303482	0,5008894	0,4949591	0,7635158	0,4224579	0,1332517	0,2931846	0,3416715	0,0252080	0,7020967	0,1510813	0,6707771	0,6564619	0,6299261	0,0054555	0,3055053
920	0,2522807	0,4585906	0,6201378	0,9046003	0,3605321	0,1182714	0,2890554	0,3324465	0,0189606	0,6430192	0,1036370	0,6210614	0,6914366	0,5305441	0,0070912	0,1932149
940	0,2964962	0,5087655	0,5821864	0,8858460	0,3778138	0,1693288	0,3232359	0,2770683	0,0080426	0,7813976	0,1378320	0,6956631	0,6554982	0,5802897	0,0073910	0,1712895
960	0,3226566	0,5481375	0,4267390	0,8404760	0,4427422	0,1399579	0,3146957	0,3008723	0,0122367	0,5627780	0,0873666	0,8374532	0,7723572	0,6208592	0,0029923	0,1879945
980	0,3449443	0,4685107	0,5183762	0,6738367	0,4129394	0,1816730	0,2622750	0,3721083	0,0051490	0,7735315	0,1279362	0,7764472	0,7910462	0,6259137	0,0000752	0,2382532
1000	0,3787601	0,4045768	0,4835309	0,8006976	0,4580871	0,1301069	0,2397935	0,3209187	0,0052573	0,7730787	0,1098070	0,6324172	0,8367607	0,5429590	0,0024143	0,2242387
1020	0,3244521	0,3869715	0,4552587	0,9148526	0,4258064	0,1449653	0,2693137	0,3507897	0,0151555	0,6140322	0,1028980	0,6951269	0,7679779	0,5206334	0,0006512	0,2444875
1040	0,2772217	0,5090572	0,5304202	0,6864496	0,4457204	0,1800230	0,2896428	0,2944055	0,0170526	0,6830959	0,1021870	0,6950607	0,7620997	0,6079878	0,0082744	0,1807264
1060	0,2782687	0,4038026	0,4408690	0,7355185	0,4441892	0,2192538	0,2595437	0,2824213	0,0366900	0,6501618	0,1132133	0,8348031	0,5642501	0,5422531	0,0023920	0,2328944
1080	0,2564956	0,3679229	0,5255247	0,6218878	0,3512870	0,1503738	0,2965469	0,2955427	0,0145294	0,6990964	0,1263004	0,8463686	0,6591538	0,5671913	0,0062711	0,2602561
1100	0,2421272	0,4329010	0,4335778	0,7887979	0,3545907	0,1322749	0,2730853	0,3025835	0,0120707	0,6444496	0,0794152	0,7055104	0,7585192	0,4726685	0,0070013	0,2173675

0	0,3958852	0,4995589	0,5348120	0,8190331	0,3736557	0,1043204	0,2292537	0,2758101	0,0118016	0,7263556	0,1681328	0,7827542	0,7461381	0,5984470	0,0255397	0,2362803
20	0,3169758	0,4174701	0,3549186	0,4686761	0,2488492	0,0831433	0,3410201	0,2220846	0,0080221	0,4272190	0,1374431	0,5161532	0,7521306	0,5619183	0,0074891	0,2602523
40	0,2891075	0,3995630	0,5175840	0,2884511	0,2533803	0,0390260	0,1792216	0,2760881	0,0071867	0,3981155	0,0721051	0,4889418	0,5387656	0,4894832	0,0353848	0,2477599
60	0,2777212	0,3129834	0,6146111	0,1636307	0,1711756	0,0321655	0,2619833	0,3496466	0,0017578	0,3905577	0,1061108	0,3233056	0,6629027	0,5827682	0,0362506	0,2733409
80	0,2687721	0,2300265	0,5644254	0,1334850	0,2073961	0,0329166	0,2569836	0,2996108	0,0038698	0,3237787	0,1099025	0,2205718	0,7405009	0,5543720	0,0188295	0,2461675
100	0,2880212	0,2176217	0,4515682	0,2129651	0,2709623	0,0204385	0,2448294	0,3005766	0,0117413	0,2369629	0,0994778	0,1687866	0,6942942	0,6144786	0,0064597	0,2041324
120	0,3466656	0,1645193	0,3988724	0,1402887	0,3020041	0,0135573	0,2463440	0,2611238	0,0014502	0,3792868	0,1409427	0,1609672	0,8317951	0,6430058	0,0081300	0,2189047
140	0,2514048	0,2435219	0,5435011	0,1103649	0,2369134	0,0432134	0,2743334	0,2440906	0,0006030	0,2891643	0,1265153	0,2632372	0,7657389	0,4694287	0,0097396	0,2882792
160	0,3457701	0,1927966	0,4832991	0,1049218	0,2548664	0,0668252	0,2479707	0,2307933	0,0004767	0,2923375	0,1231525	0,1722098	0,6735559	0,3967190	0,0013785	0,1868203
180	0,3519300	0,1894457	0,5809658	0,0906174	0,2249012	0,0829528	0,3703522	0,2642632	0,0026167	0,2312198	0,1946020	0,2531559	0,7474261	0,4756234	0,0038300	0,3122509
200	0,3361784	0,1354324	0,5156334	0,1640961	0,2180731	0,0407359	0,3124849	0,1938111	0,0003491	0,2431684	0,1362740	0,2091371	0,8322076	0,5596841	0,0161209	0,1820059
220	0,3570740	0,1412590	0,4310330	0,1050435	0,2442568	0,0195662	0,2901404	0,2405788	0,0034880	0,2177905	0,1524001	0,1200657	0,7017027	0,5605150	0,0133822	0,2100005
240	0,2537135	0,1662486	0,4601279	0,1299911	0,2626563	0,0548923	0,3500131	0,2726112	0,0012888	0,2902129	0,1479800	0,1191657	0,7038598	0,5862823	0,0147717	0,1759876
260	0,3732279	0,1754154	0,4663186	0,1257642	0,2811875	0,0288060	0,2356221	0,2299648	0,0028466	0,2600231	0,1078344	0,1929005	0,7350828	0,5315977	0,0344808	0,1795432
280	0,3946382	0,2353948	0,5010573	0,1178536	0,2518646	0,0283353	0,2608745	0,1838750	0,0015877	0,2671095	0,1599498	0,1102878	0,8087833	0,5252974	0,0070153	0,1965963
300	0,3974439	0,1695172	0,4456495	0,0889544	0,2367043	0,0530945	0,2287771	0,2883396	0,0013809	0,2313196	0,1258438	0,1229019	0,8502112	0,4516011	0,0102930	0,2158537
320	0,3770566	0,1977600	0,6354052	0,0677278	0,2321091	0,0368193	0,2847175	0,2647451	0,0004480	0,4163215	0,0929405	0,1034087	0,6749409	0,6311535	0,0079051	0,2778958
340	0,2752061	0,1979598	0,4717929	0,0839717	0,2053603	0,0472289	0,4778163	0,3347647	0,0010831	0,3274958	0,1428636	0,0931690	0,7612689	0,7234601	0,0065435	0,2984769
360	0,3524044	0,2508696	0,4077521	0,0593088	0,2520255	0,0204673	0,3142696	0,2202844	0,0011445	0,3173091	0,0829551	0,1260574	0,7783517	0,6108972	0,0144089	0,4085335
380	0,4241981	0,1557363	0,4888430	0,0642983	0,2763712	0,0255123	0,3270877	0,2647482	0,0092136	0,3385856	0,1236458	0,1136006	0,6299613	0,6797515	0,0077496	0,3233265
400	0,3263199	0,1420785	0,4608083	0,0876640	0,2954437	0,0422854	0,2994280	0,3269852	0,0048694	0,2431223	0,0993623	0,1288387	0,7563047	0,5455801	0,0076292	0,2855640
420	0,3672103	0,1424349	0,3897060	0,1224789	0,2949007	0,0217520	0,2992031	0,3256623	0,0014351	0,3589897	0,0945737	0,0868726	0,6842915	0,6897816	0,0080160	0,2412229
440	0,5083320	0,1475863	0,4028285	0,0936807	0,2368866	0,0462897	0,3216250	0,2130151	0,0005169	0,3874528	0,1497073	0,1425302	0,7146164	0,5542161	0,0093575	0,2651345
460	0,4008335	0,0919837	0,4737127	0,1548818	0,2908124	0,0436700	0,2316447	0,2106725	0,0005080	0,3403368	0,1552097	0,1158157	0,7423664	0,5348877	0,0098438	0,2496601
480	0,3898307	0,1354503	0,5236848	0,1053866	0,2938383	0,0608712	0,3690296	0,2316998	0,0001285	0,2751474	0,0723709	0,1072855	0,6432902	0,5325024	0,0056142	0,2468569
500	0,3975718	0,1559745	0,5362264	0,1053592	0,3141061	0,0478531	0,2434203	0,2081035	0,0031030	0,2786305	0,1315860	0,1641291	0,6729534	0,4212274	0,0024268	0,2561247
520	0,3793349	0,0997182	0,4087454	0,1532862	0,2261145	0,0282053	0,2961650	0,2937278	0,0035946	0,3536341	0,1193116	0,1462535	0,6879441	0,5395966	0,0079830	0,2082635
540	0,5472574	0,1228072	0,4692491	0,1242773	0,2461629	0,0277662	0,3071220	0,2567990	0,0026246	0,3121258	0,1372102	0,0861238	0,6538288	0,4171916	0,0060891	0,2443063
560	0,5400232	0,1504197	0,4744006	0,1144248	0,2894457	0,0713930	0,3002958	0,3174489	0,0139346	0,2330601	0,1206864	0,1241802	0,6952703	0,5469217	0,0072466	0,2017615
580	0,3949380	0,3115688	0,4430477	0,4172635	0,3262141	0,1156351	0,3007976	0,3164299	0,0035393	0,3774093	0,2281143	0,3600817	0,6396348	0,5157605	0,0099823	0,2900233
600	0,4413720	0,3094849	0,4039344	0,7119895	0,4226194	0,2841258	0,2756802	0,3271491	0,0105432	0,6812096	0,0888117	0,4063809	0,6694720	0,5576264	0,0064830	0,1868551
620	0,3028197	0,4627614	0,4589880	0,7123254	0,3722682	0,1952798	0,3445187	0,2824018	0,0060845	0,5918303	0,1440627	0,4135266	0,7004913	0,5366904	0,0076331	0,2430726
640	0,3985404	0,4275565	0,4776076	0,7916549	0,3106987	0,1643855	0,3321455	0,2898950	0,0039965	0,6260816	0,0836364	0,5715871	0,6573692	0,4715320	0,0048840	0,2669754
660	0,4048180	0,4650755	0,5123590	0,7855299	0,3281670	0,1702033	0,3660243	0,3735416	0,0054730	0,6934912	0,1071976	0,5570065	0,5765327	0,4408669	0,0034724	0,2526702
680	0,3241253	0,4534711	0,4793641	0,6973466	0,3270589	0,2379124	0,2912989	0,3284102	0,0161081	0,7254372	0,1246857	0,6284898	0,6331282	0,6293594	0,0040605	0,2347448
700	0,3778271	0,3837197	0,5124811	0,7739550	0,3647830	0,1816918	0,2071910	0,2576878	0,0112666	0,6882850	0,1093205	0,7087653	0,6152777	0,5975657	0,0045757	0,2891815
720	0,3087736	0,5128491	0,4452686	0,6886045	0,5132010	0,2161927	0,2840727	0,2836762	0,0047660	0,6109536	0,1154639	0,8012624	0,6659918	0,4766039	0,0045204	0,1951877
740	0,2826044	0,4121958	0,5233973	0,7235905	0,5104834	0,1378950	0,2347802	0,2278548	0,0093500	0,5811725	0,1028377	0,7331012	0,7080187	0,5033453	0,0066801	0,1866471
760	0,2623225	0,4462880	0,4939765	0,8871124	0,3809182	0,1690651	0,3100229	0,3219277	0,0094112	0,7532258	0,0979817	0,7269596	0,7155875	0,4906522	0,0058553	0,2147346
780	0,2746037	0,5325254	0,4417346	0,6509586	0,3882892	0,1402397	0,2537741	0,3698456	0,0032186	0,7195164	0,0756919	0,6892536	0,6543012	0,4586732	0,0075444	0,2021948
800	0,2779782	0,4989067	0,4735773	0,7075645	0,4035385	0,1133624	0,1733353	0,3091649	0,0152055	0,6240463	0,0995666	0,6177641	0,6294775	0,4805009	0,0106837	0,2022220
820	0,3262625	0,5770008	0,4626776	0,7249680	0,5433484	0,2127972	0,2578705	0,3036285	0,0225752	0,6481638	0,1092461	0,6527259	0,5765710	0,5131896	0,0087231	0,1994018
840	0,2754199	0,5701994	0,4405039	0,5411645	0,3451508	0,1901050	0,2959347	0,2574046	0,0172397	0,6562872	0,0747122	0,6535913	0,6640583	0,5334111	0,0038699	0,2428551
860	0,2625189	0,5363828	0,5082922	0,7385442	0,4334923	0,1426508	0,1787394	0,3340365	0,0086003	0,7650513	0,0873022	0,6686017	0,6211211	0,4500319	0,0172842	0,2586006
880	0,3571152	0,5693568	0,4481895	0,6909228	0,3323542	0,2229417	0,2027936	0,3497116	0,0051733	0,7450215	0,1184089	0,6252564	0,7476773	0,4845894	0,0031302	0,2502357
900	0,3302664	0,6841531	0,3947331	0,8022784	0,4082446	0,1778031	0,1977653	0,2746014	0,0085931	0,7311639	0,0669979	0,7599783	0,6836367	0,3648327	0,0034134	0,2024397
920	0,3157190	0,6154328	0,5662250	0,8913998	0,3655899	0,1676601	0,1782637	0,3013191	0,0183891	0,7432377	0,1059275	0,6905872	0,6747778	0,4711982	0,0012875	0,1574982
940	0,2816162	0,5429699	0,4810810	0,6097151	0,3081636	0,2096935	0,1900667	0,3158146	0,0012833	0,7481288	0,1551751	0,7805539	0,6615277	0,5775606	0,0009747	0,1944854
960	0,2878886	0,6211617	0,4737442	0,8000327	0,3781886	0,1091285	0,3062345	0,3123770	0,0065347	0,6012772	0,1217999	0,7152770	0,6091828	0,5091363	0,0144173	0,1808247
980	0,3823505	0,5707300	0,4613935	0,7687617	0,3931826	0,1449731	0,2552151	0,2463429	0,0158059	0,6446112	0,1182661	0,8489320	0,5786790	0,5294737	0,0055254	0,2225637
1000	0,3343516	0,5436187	0,4293519	0,8215747	0,3880612	0,1555793	0,2438218	0,3444439	0,0036669	0,7116407	0,0913432	0,8204078	0,6773526	0,5874496	0,0033213	0,2182782
1020	0,3021355	0,4142615	0,5321067	0,7370087	0,4015191	0,1060067	0,3021822	0,3571789	0,0116532	0,6510830	0,1083526	0,6490661	0,4857966	0,4648116	0,0037425	0,2024530
1040	0,3550502	0,4938547	0,5186631	0,7375437	0,2878901	0,1174691	0,3360111	0,2748241	0,0149970	0,8305681	0,0728907	0,7685097	0,6210735	0,5664532	0,0140158	0,2194437
1060	0,2861297	0,4666103	0,4914736	0,7835454	0,2834571	0,0863785	0,2956253	0,3731553	0,0175900	0,6085819	0,0824186	0,8718634	0,5905797	0,3910253	0,0021269	0,2178626
1080	0,2695704	0,5714513	0,5114477	0,7401915	0,3982553	0,1347719	0,2977221	0,3755732	0,0040985	0,6303852	0,1093754	0,8199238	0,5321871	0,4199881	0,0044738	0,2238876
1100	0,2324707	0,4495589	0,3899215	0,6446647	0,2900575	0,1923618	0,2515479	0,3122019	0,0020629	0,5660273	0,1006622	0,8020114	0,5865961	0,3575732	0,0090366	0,2544335

0	0,2981380	0,4586298	0,4256057	0,8129821	0,4150563	0,0993873	0,2500880	0,3363581	0,0072483	0,6521924	0,1113879	0,8154216	0,5994488	0,5715920	0,0052497	0,2558723
20	0,2863627	0,3626096	0,4304806	0,7198514	0,4646393	0,1858693	0,1558072	0,2662649	0,0071045	0,7667622	0,1032603	0,8935337	0,7732266	0,3543119	0,0027712	0,1204845
40	0,2735199	0,2844503	0,5010533	0,6680940	0,3891434	0,1665660	0,1572315	0,3028770	0,0391529	0,7060674	0,1133767	0,8160988	0,6133127	0,4447283	0,0019614	0,0739464
