norR	nsrR	dsdC	feaR	fhlA	feaB	hypA	hycE	hycF	hycD	hypB	hycG	hypE	hycH	hypD	hycB	Time	Experiment
1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	940	6
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	960	6
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	980	6
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1000	6
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1020	6
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1040	6
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1060	6
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1080	6
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1100	6
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	7
1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	20	7
0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	40	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	60	7
0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	80	7
0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	100	7
0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	120	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	140	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	160	7
0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	180	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	200	7
0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	220	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	240	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	260	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	280	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	300	7
0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	320	7
0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	340	7
0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	360	7
0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	380	7
0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	400	7
0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	420	7
0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	440	7
0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	460	7
0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	480	7
0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	500	7
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	520	7
0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	540	7
0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	560	7
1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	580	7
1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	600	7
1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	620	7
1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	640	7
1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	660	7
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	680	7
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	700	7
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	720	7
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	740	7
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	760	7
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	780	7
1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	800	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	820	7
1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	840	7
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	860	7
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	880	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	900	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	920	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	940	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	960	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	980	7
1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1000	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1020	7
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1040	7
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1060	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1080	7
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1100	7
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	8
1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	20	8
1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	40	8
1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	60	8
1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	80	8
1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	100	8
1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	120	8
1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	140	8
1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	160	8
1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	180	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	200	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	220	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	240	8
1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	260	8
1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	280	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	300	8
1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	320	8
1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	340	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	360	8
1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	380	8
1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	400	8
1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	420	8
1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	440	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	460	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	480	8
1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	500	8
1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	520	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	540	8
1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	560	8
1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	580	8
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	600	8
1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	620	8
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	640	8
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	660	8
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	680	8
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	700	8
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	720	8
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	740	8
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	760	8
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	780	8
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	800	8
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	820	8
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	840	8
1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	860	8
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	880	8
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	900	8
1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	920	8
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	940	8
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	960	8
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	980	8
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1000	8
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1020	8
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1040	8
1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1060	8
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1080	8
1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1100	8
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	9
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	20	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	40	9
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	60	9
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	80	9
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	100	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	120	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	140	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	160	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	180	9
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	200	9
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	220	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	240	9
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	260	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	280	9
1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	300	9
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	320	9
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	340	9
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	360	9
1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	380	9
1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	400	9
1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	420	9
1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	440	9
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	460	9
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	480	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	500	9
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	520	9
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	540	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	560	9
1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	580	9
1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	600	9
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	620	9
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	640	9
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	660	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	680	9
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	700	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	720	9
1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	740	9
1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	760	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	780	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	800	9
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	820	9
1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	840	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	860	9
1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	880	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	900	9
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	920	9
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	940	9
1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	960	9
1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	980	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1000	9
1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1020	9
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1040	9
1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1060	9
1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1080	9
1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1100	9
