"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA
560	0,0686369	0,6735571	0,3463357	0,1055767	0,3842666	0,4746429	0,3612116	0,3036782	0,3158714	0,4336175	0,7727906	0,4675300	0,5301285	0,4899360	0,5116203	0,6777741	0,1173361	0,5634472	0,7294431	0,5269427	0,0657509	0,1165570	0,1457092	0,5388357	0,4871653	0,0733240	0,6982546	0,4408746	0,6509726	0,5749761	0,3188243	0,4075075
580	0,1409649	0,6303812	0,5540265	0,1074613	0,6831352	0,4716244	0,4582166	0,3249361	0,2880479	0,4206897	0,6330966	0,5847330	0,5229459	0,6429275	0,5164970	0,4629635	0,1585652	0,7454931	0,7088599	0,5252547	0,0733460	0,0951510	0,1507680	0,6720766	0,4523158	0,1097774	0,6205720	0,6913184	0,6856216	0,4118663	0,5503098	0,4195937
600	0,1574616	0,7555459	0,4527195	0,1257533	0,7155883	0,4127089	0,4805812	0,2742112	0,2328587	0,3718397	0,6991216	0,3984219	0,5847991	0,5086755	0,4632938	0,4200141	0,0288629	0,7091748	0,6614822	0,4862089	0,0881385	0,0777198	0,1743044	0,4654755	0,5410065	0,1134932	0,5551357	0,5330932	0,6874106	0,3049193	0,3462410	0,3999521
620	0,1185667	0,7442787	0,3357147	0,0829880	0,7271454	0,4476896	0,4559650	0,3385264	0,2604437	0,4859826	0,7495729	0,4611287	0,6595924	0,6208351	0,3679157	0,3675253	0,0411572	0,4374691	0,6136250	0,6304357	0,0628493	0,1072400	0,1696751	0,6035791	0,6608225	0,0715700	0,5740418	0,5656061	0,6154767	0,3180090	0,5018408	0,3998338
640	0,1043223	0,7644245	0,3903176	0,1349539	0,7517444	0,4538387	0,4446842	0,2384634	0,3055449	0,4432233	0,7437891	0,5026753	0,6047997	0,4806055	0,4969047	0,4030081	0,0603286	0,6403900	0,4925781	0,5638715	0,0352635	0,0673582	0,1740281	0,6976037	0,4969156	0,0587564	0,6372256	0,4578765	0,9055350	0,2485234	0,5316419	0,4239864
660	0,1125592	0,8946454	0,3223888	0,1663909	0,7232457	0,4254593	0,4243138	0,2922900	0,3967582	0,4965928	0,7364318	0,4626922	0,6516173	0,5934856	0,5156647	0,4582171	0,0195423	0,6923923	0,5335670	0,5719770	0,0488085	0,1313441	0,1450309	0,7596341	0,5805607	0,0745406	0,5586354	0,3986233	0,6166447	0,2273174	0,5036408	0,4720585
680	0,1330860	0,6195597	0,3887003	0,1594241	0,7171274	0,4774085	0,4121557	0,3823051	0,3331518	0,4410844	0,7241761	0,5881564	0,6251944	0,5913102	0,6227663	0,5559599	0,0251040	0,6146814	0,6192740	0,4592495	0,0525949	0,1017710	0,1690445	0,5624834	0,5404534	0,0878145	0,5279327	0,5641049	0,7723142	0,2952902	0,3984361	0,5130787
700	0,1444992	0,7830687	0,3365063	0,1069964	0,7346485	0,4620095	0,4951376	0,2524436	0,2320289	0,3928612	0,8162174	0,4526651	0,7887050	0,5128750	0,5150333	0,5039359	0,0581748	0,7267766	0,5816184	0,5081813	0,0571982	0,1465035	0,1873032	0,6208654	0,5517197	0,0717176	0,5600973	0,5710885	0,8178835	0,2782099	0,4635334	0,4872455
720	0,1292293	0,6362172	0,3716820	0,1189545	0,7357215	0,4130833	0,3678603	0,3321813	0,4251177	0,3384731	0,7647922	0,4820971	0,6548966	0,5341867	0,6264417	0,5146714	0,0504263	0,5267346	0,6426721	0,5762415	0,0476551	0,1109017	0,1302806	0,5626817	0,6156786	0,1129390	0,6861789	0,4849945	0,6798662	0,2792931	0,3277762	0,4507785
740	0,1490458	0,8099609	0,3882750	0,1065071	0,6751703	0,3621643	0,5033883	0,2929690	0,3236121	0,4180607	0,7327869	0,5275708	0,6810806	0,4936042	0,7299923	0,5667070	0,0537171	0,6473727	0,5029552	0,6331845	0,0484618	0,1269489	0,1277361	0,4967336	0,5179318	0,1198806	0,6912888	0,5876503	0,7544012	0,2792216	0,4178846	0,4645919
760	0,1609597	0,8047227	0,4423246	0,1381690	0,6531423	0,4274206	0,5655904	0,2885256	0,2809331	0,4984718	0,7092175	0,5898411	0,7624043	0,5132704	0,6226251	0,5103576	0,0356110	0,5535893	0,5585000	0,5848115	0,0548578	0,0984252	0,0774627	0,7192667	0,5513586	0,0939967	0,6971111	0,4976649	0,7902954	0,2722690	0,4187099	0,4883119
780	0,1507592	0,6626812	0,4008628	0,1467314	0,6750244	0,4071789	0,4028482	0,3112854	0,3064933	0,4170678	0,7645799	0,5384903	0,7117142	0,5615330	0,4847920	0,4721607	0,0447219	0,7119410	0,7377185	0,4737133	0,0624821	0,1351281	0,1726296	0,6081121	0,5274989	0,1341508	0,5626342	0,5633809	0,7628210	0,2281659	0,3987278	0,6014733
800	0,1776298	0,6505705	0,4369169	0,0909843	0,7338697	0,3603887	0,4946716	0,3044655	0,3725242	0,5437981	0,6999200	0,5016015	0,6728650	0,5292617	0,5833310	0,4203789	0,0488176	0,6621002	0,6199895	0,4805708	0,0360784	0,1441452	0,1415739	0,5527915	0,6227496	0,1400494	0,6093043	0,6327192	0,7269599	0,2852829	0,3979249	0,6208264
820	0,1310819	0,7210926	0,4442779	0,1020756	0,6560951	0,3423335	0,4260850	0,2624643	0,2984090	0,6039440	0,6663079	0,4700358	0,6387012	0,6245756	0,6842854	0,4378691	0,0234963	0,6016318	0,6361016	0,5629229	0,0628187	0,1536232	0,0886180	0,5500473	0,5638251	0,1009628	0,4889760	0,5490196	0,6889839	0,3768262	0,3711731	0,3791570
840	0,1505072	0,6684991	0,3795931	0,1446589	0,5236884	0,5026448	0,4134052	0,3240839	0,2379162	0,6066252	0,7453319	0,5473697	0,6207319	0,5956992	0,5750453	0,4408833	0,0731369	0,6269491	0,6163440	0,6217515	0,0568849	0,1324788	0,0975781	0,5809075	0,4093075	0,1262941	0,5354648	0,4408809	0,7060591	0,3695038	0,4015223	0,4079912
860	0,1657211	0,7331400	0,4092094	0,1125787	0,5926854	0,3822918	0,5404607	0,2351198	0,2664885	0,5973534	0,8439660	0,4610032	0,7322114	0,5228146	0,5228832	0,5125778	0,0276909	0,7230404	0,7235799	0,5731474	0,0832629	0,0954983	0,1594656	0,7260825	0,4780469	0,0737229	0,5142512	0,5140075	0,6689195	0,2981431	0,3219082	0,2868006
880	0,1644427	0,8054384	0,3885870	0,1918165	0,7693147	0,5544149	0,5286642	0,2742690	0,2037825	0,5206635	0,6853435	0,4825076	0,7499672	0,6425850	0,6848451	0,5462296	0,0308886	0,7909914	0,6550606	0,5805858	0,0873126	0,1291102	0,0991063	0,5480076	0,4404403	0,1080675	0,5993222	0,5703337	0,6506960	0,2680441	0,3062553	0,4093538
900	0,1950430	0,8098206	0,3702035	0,1063196	0,7955626	0,5381680	0,5391258	0,2696928	0,2146105	0,5832692	0,7970410	0,4712501	0,6437498	0,5570329	0,6096088	0,5209840	0,0226879	0,7755328	0,6403485	0,6843454	0,0739390	0,1048026	0,0745767	0,6298961	0,4284457	0,0913020	0,5621215	0,6273777	0,6280138	0,3855205	0,4223292	0,3794614
920	0,1707991	0,8615938	0,3497962	0,1390021	0,6904371	0,3689910	0,4945899	0,2142315	0,2814744	0,6456282	0,7402184	0,4494864	0,6446290	0,5955443	0,5744688	0,5823303	0,0623844	0,9103647	0,6166026	0,8134582	0,0617413	0,0749482	0,1349883	0,5613495	0,5452888	0,1802588	0,6811141	0,5225122	0,7407554	0,4290488	0,4086994	0,4540450
940	0,1602703	0,7446453	0,3650763	0,1113527	0,7140006	0,4396558	0,4325600	0,2428156	0,3849453	0,5451228	0,8059254	0,5056824	0,6117092	0,5563938	0,5472783	0,5554044	0,0268415	0,8034635	0,5221593	0,5194938	0,1554780	0,1046529	0,1150794	0,6519956	0,5749719	0,0777404	0,5398351	0,5485251	0,6699203	0,3497340	0,4831264	0,4479997
960	0,1657358	0,5905371	0,3595609	0,1340435	0,7260624	0,5132167	0,5571108	0,2948559	0,2710039	0,6420985	0,7720388	0,4670227	0,6360688	0,5919739	0,5888335	0,4576586	0,0184884	0,7829414	0,6433306	0,5432738	0,1175527	0,0886213	0,1098555	0,4772420	0,6269989	0,1169836	0,5838337	0,4816095	0,7432990	0,3692073	0,3853458	0,3591593
980	0,2001465	0,7396228	0,3254161	0,1377650	0,6322920	0,4323254	0,4621772	0,2675738	0,3256248	0,3910827	0,7996407	0,4342315	0,7031061	0,5773083	0,7420226	0,5739143	0,0747643	0,6132214	0,5718009	0,5784360	0,1162436	0,1557923	0,1401790	0,6820222	0,5811080	0,1609962	0,5236957	0,5119862	0,6473992	0,3302254	0,3647849	0,4886000
1000	0,1666580	0,6592761	0,3607726	0,1267867	0,5222393	0,4457365	0,4759017	0,3049960	0,4145778	0,4653591	0,6961569	0,5785688	0,7259584	0,6824304	0,6123838	0,4997718	0,0464782	0,6492859	0,6251990	0,6532537	0,1699245	0,1325006	0,1169564	0,4917111	0,5143283	0,1544811	0,5886497	0,5357018	0,7429437	0,2559187	0,3527586	0,4389570
1020	0,1731172	0,6591065	0,3584485	0,0760663	0,7724198	0,5099773	0,3690922	0,2821169	0,3027703	0,4853428	0,7942981	0,5182973	0,7796433	0,5862102	0,5684203	0,4671203	0,0525713	0,7626616	0,6923879	0,5670932	0,1029284	0,0746288	0,1212564	0,5554352	0,6210487	0,1816116	0,6807688	0,4920637	0,7206806	0,2506821	0,4293302	0,5431631
1040	0,1868968	0,7337805	0,3603282	0,1102150	0,6621202	0,5153029	0,4073108	0,2261750	0,2665795	0,4748910	0,7182062	0,4923674	0,8081426	0,6453802	0,5303871	0,4909293	0,0331189	0,6655462	0,5917015	0,6949089	0,0837707	0,1250075	0,0885460	0,5870394	0,5301621	0,1037168	0,5238634	0,6049436	0,7810445	0,2233672	0,4348002	0,4078937
1060	0,1644363	0,7712098	0,4950856	0,1291122	0,7008959	0,4873119	0,4764038	0,2763858	0,2862811	0,5303104	0,7092681	0,5591105	0,7065134	0,5194786	0,6463504	0,5559188	0,0453798	0,5727559	0,5815070	0,4994497	0,0516999	0,1111028	0,0768031	0,6470904	0,4560079	0,1365060	0,6230909	0,5205034	0,6649868	0,2471083	0,3337257	0,5571939
1080	0,1608829	0,8087607	0,3894088	0,0863558	0,7173871	0,5547770	0,4312514	0,2370046	0,2616079	0,4633471	0,7174869	0,3804791	0,6038488	0,5883419	0,5029182	0,5669106	0,0242710	0,7666136	0,4933744	0,5783966	0,0707356	0,1231758	0,0606041	0,5972835	0,4401399	0,1595476	0,5842852	0,5156961	0,8137630	0,3058888	0,3272460	0,5192903
1100	0,2571414	0,8615275	0,3799995	0,1140888	0,6746523	0,5266095	0,4552629	0,2925845	0,4596158	0,4534618	0,6990151	0,5152475	0,6738592	0,4563805	0,5486182	0,4407744	0,0464654	0,6802722	0,5218286	0,4874328	0,0563609	0,1354311	0,0736955	0,5586901	0,4631530	0,2644960	0,6384021	0,6095157	0,8288409	0,2087530	0,4621251	0,5102155

0	0,2172798	0,6748916	0,4875374	0,1693365	0,8108440	0,5705154	0,5047025	0,4099940	0,3038181	0,5658225	0,7217993	0,5395646	0,5753309	0,5883851	0,6688997	0,4688707	0,0464071	0,8430441	0,5461264	0,6960070	0,0541601	0,1224330	0,0785195	0,6841487	0,5515756	0,2159155	0,7059411	0,5339962	0,8759985	0,3346883	0,3625514	0,5005447
20	0,2546861	0,5754309	0,3276870	0,1080378	0,8836083	0,5189872	0,4890686	0,1849220	0,3316148	0,5434686	0,5922076	0,4873823	0,7263381	0,6932738	0,6079476	0,6102715	0,0289794	0,6683147	0,5196805	0,7215991	0,0620614	0,0810565	0,0204573	0,4677656	0,2740862	0,1752959	0,5327242	0,5395445	0,7526339	0,2749484	0,4836633	0,4244308
40	0,2431894	0,7368993	0,3437508	0,1649589	0,6902552	0,5149931	0,6428778	0,1821576	0,2552449	0,5255501	0,6376281	0,5012350	0,7039011	0,6045217	0,6883452	0,5376768	0,0480602	0,7102290	0,5743366	0,6761017	0,0886932	0,1724070	0,0267811	0,5848845	0,1525186	0,1662738	0,5814281	0,7166790	0,8371447	0,2363888	0,5638096	0,4363352
60	0,1649114	0,6446526	0,3230910	0,1471525	0,6545415	0,4288455	0,5248329	0,1537836	0,2415701	0,3998281	0,7220788	0,5949314	0,7039505	0,4924047	0,5796554	0,6224563	0,0762134	0,6032250	0,6553467	0,6334913	0,0797683	0,1347786	0,0176853	0,6303858	0,1449357	0,1134170	0,5280973	0,5477089	0,7862129	0,2735304	0,5092377	0,5512197
80	0,2113263	0,7937212	0,3842748	0,1500011	0,6345580	0,4698835	0,5682641	0,1066172	0,2551691	0,3773083	0,5413893	0,5713628	0,7664525	0,5492520	0,5861173	0,6789773	0,0384601	0,7458976	0,5920955	0,6539498	0,1045833	0,1314487	0,0264155	0,5773773	0,1036551	0,1809133	0,5003805	0,3384664	0,7579688	0,3455788	0,5338108	0,4364350
100	0,1960787	0,7149180	0,3663830	0,1110981	0,7653095	0,4140240	0,5431541	0,1296635	0,2495752	0,4000312	0,5771996	0,7581977	0,8071493	0,5870358	0,6494909	0,7160423	0,0321914	0,7136999	0,6332231	0,6328032	0,1238309	0,1831960	0,0057588	0,6764831	0,0564071	0,1914689	0,5297835	0,5390127	0,8139235	0,3488957	0,3899325	0,4645000
120	0,2212004	0,7229240	0,3586992	0,0865519	0,7647702	0,5026417	0,4801268	0,1181363	0,2004018	0,4091897	0,5676722	0,6405092	0,9182022	0,5440763	0,4165137	0,7496778	0,0702522	0,7468931	0,5742654	0,6252546	0,0791402	0,1423470	0,0096773	0,6039678	0,0476703	0,1402775	0,6512352	0,5235420	0,7739126	0,2918381	0,5564237	0,3996078
140	0,2348687	0,6868931	0,3193163	0,1589270	0,8296032	0,4060883	0,4398756	0,1314663	0,3066209	0,4709816	0,5359137	0,6092955	0,7788200	0,6042391	0,4968205	0,7591008	0,0292664	0,6090227	0,6628049	0,5903870	0,1173957	0,1302925	0,0068594	0,5735044	0,0453458	0,1488709	0,5977530	0,5553163	0,7392891	0,2598519	0,5099733	0,3916953
160	0,3143067	0,8295057	0,4041011	0,1162777	0,7346722	0,4695624	0,4854037	0,1243943	0,2549927	0,3399787	0,5501739	0,4695803	0,8452989	0,5319472	0,6199975	0,5664355	0,0567239	0,6142466	0,5756380	0,6769234	0,0645839	0,1548938	0,0035588	0,6848742	0,0296004	0,1936928	0,5182765	0,5863668	0,6418834	0,3258356	0,4271044	0,4460578
180	0,1711169	0,7779391	0,3389875	0,0772963	0,8880181	0,4788708	0,4181302	0,2001891	0,3584402	0,3787456	0,6348838	0,5908818	0,7270740	0,6689239	0,6187522	0,5294722	0,0876679	0,6789153	0,5642380	0,6423089	0,1120594	0,0823468	0,0022610	0,5984969	0,0557095	0,2097721	0,5938557	0,5166145	0,6694835	0,2818055	0,5119970	0,4906471
200	0,3033683	0,7012976	0,3301191	0,0850511	0,6763542	0,5476708	0,4740050	0,1606265	0,3067500	0,3683018	0,6479030	0,5530450	0,7660633	0,6185949	0,4925607	0,7014196	0,0551975	0,6762146	0,6611832	0,5646524	0,0769565	0,0964154	0,0016950	0,6698720	0,0163764	0,2100674	0,5932411	0,5542282	0,6151390	0,2855414	0,5060381	0,4678751
220	0,1717050	0,8452232	0,4169725	0,0868078	0,7790032	0,4033961	0,4587173	0,1521810	0,3137536	0,4561270	0,5759703	0,5353823	0,7313983	0,5612262	0,6298222	0,5859470	0,0445896	0,5993700	0,5972271	0,6511793	0,1141226	0,1137916	0,0006457	0,6034898	0,0379622	0,1516749	0,6057701	0,5237458	0,6529096	0,2363361	0,4588716	0,4336250
240	0,1818739	0,8727546	0,4556817	0,1180164	0,7510406	0,5685723	0,5167800	0,1507939	0,2919976	0,4399741	0,6424911	0,5496345	0,7292740	0,5936363	0,7534091	0,5444461	0,0633847	0,6469940	0,5303350	0,6594821	0,0625258	0,0836511	0,0000440	0,6000153	0,0302963	0,1781903	0,6250690	0,5177565	0,6979291	0,2797996	0,5096375	0,4358081
260	0,2477571	0,8207440	0,3540541	0,1914138	0,8776483	0,4012441	0,4395356	0,1484496	0,3575026	0,4769570	0,5777877	0,6356765	0,7147522	0,5975374	0,5494464	0,5871372	0,0435281	0,7727715	0,6433574	0,6663672	0,0705272	0,0766380	0,0018408	0,6174888	0,0278529	0,1468972	0,5600770	0,6104453	0,5843887	0,2487962	0,4536182	0,4720675
280	0,2795357	0,6718755	0,4358346	0,1491735	0,6477035	0,4949962	0,4626171	0,1159749	0,3247387	0,5166606	0,6948258	0,7024287	0,7205892	0,6368383	0,6526515	0,5404106	0,0256168	0,7650266	0,6671109	0,5846648	0,0860223	0,1204146	0,0014487	0,6209240	0,0502569	0,1630612	0,4899532	0,7617489	0,6667664	0,2950314	0,4969040	0,4455515
300	0,1792266	0,7553844	0,4282060	0,1586205	0,7824442	0,4827257	0,5386125	0,1057911	0,2497073	0,4084351	0,5909188	0,5422899	0,7234225	0,6892825	0,8060971	0,5864433	0,0809970	0,6423488	0,5603639	0,7067644	0,1110063	0,0705869	0,0020031	0,5946391	0,0323399	0,1008199	0,4276485	0,5648296	0,6267909	0,3485213	0,5704768	0,5149670
320	0,2006035	0,8070878	0,4491452	0,1393902	0,7548765	0,4521919	0,3563535	0,1162736	0,3243838	0,4561297	0,6790499	0,4650118	0,7554454	0,5767192	0,5940432	0,6386126	0,0526446	0,7986914	0,4891363	0,7219450	0,1525553	0,1103246	0,0008593	0,5611615	0,0290212	0,1146984	0,6224451	0,6285613	0,7438024	0,3337177	0,5913099	0,3936659
340	0,2445594	0,6579388	0,4109145	0,1804441	0,8095754	0,3982033	0,4205116	0,1447231	0,3737477	0,4834453	0,6579654	0,4577012	0,6469664	0,6274018	0,6388775	0,5799717	0,0277188	0,7879167	0,4818098	0,7402542	0,0689814	0,1247076	0,0028007	0,6980703	0,0154968	0,1172409	0,5648759	0,5447929	0,7970416	0,3520832	0,5439712	0,4872255
360	0,2535677	0,7308415	0,3842268	0,2107532	0,6636024	0,4345669	0,4064068	0,0759015	0,4407303	0,4193953	0,5449250	0,5893380	0,6673510	0,6035473	0,6616672	0,5610506	0,0448094	0,7106406	0,5833840	0,6701722	0,0657662	0,0964442	0,0029769	0,5514516	0,0267371	0,1623137	0,6810187	0,5352668	0,7605179	0,2235900	0,5650509	0,4272945
380	0,2672620	0,8571567	0,3429553	0,1424031	0,6761343	0,4242745	0,4943777	0,1080939	0,3246990	0,3664924	0,5543344	0,4920709	0,6687416	0,7472589	0,6531291	0,5952365	0,0724619	0,8296856	0,5523625	0,7056407	0,1050607	0,1040729	0,0021140	0,5544184	0,0183674	0,1508186	0,6119622	0,5962481	0,6422695	0,2204061	0,5297029	0,3355428
400	0,2412366	0,7276599	0,3403516	0,1875284	0,8572936	0,4808820	0,5361972	0,1069336	0,3525945	0,4003135	0,5549123	0,4895624	0,7045931	0,5519656	0,5709529	0,4491588	0,0214873	0,6883777	0,6420695	0,6941437	0,0582173	0,2004054	0,0032676	0,6062423	0,0205389	0,2137127	0,5885347	0,5126918	0,8462545	0,2121434	0,6329164	0,4689899
420	0,1914333	0,6963902	0,2341368	0,1368312	0,6823114	0,5747275	0,4365965	0,1905285	0,3332112	0,3829136	0,5827023	0,6186159	0,6569783	0,4965947	0,6124132	0,6237212	0,0264057	0,6594665	0,6207292	0,8420320	0,0536670	0,0997704	0,0021032	0,6356334	0,0104377	0,1383219	0,7372370	0,5424706	0,6378935	0,1991622	0,6000969	0,4583241
440	0,2388164	0,7912314	0,3707622	0,1069916	0,7388821	0,4258737	0,4725259	0,1107071	0,2476351	0,4715550	0,5878831	0,5955432	0,6990551	0,6718718	0,6607350	0,6534361	0,0342027	0,7710289	0,5712055	0,6786198	0,1029357	0,1256672	0,0000000	0,5822748	0,0156369	0,1168015	0,6277103	0,5707574	0,6714582	0,2146891	0,5986968	0,3929403
460	0,2035865	0,7540972	0,3451290	0,1663850	0,7073504	0,4779603	0,5390471	0,1963777	0,2616555	0,4802849	0,5876492	0,5514266	0,6317381	0,6146647	0,5399519	0,6219412	0,0352707	0,6259272	0,5168464	0,6675827	0,1145604	0,1154469	0,0169199	0,6569254	0,0252983	0,1610298	0,5657595	0,4679737	0,7731847	0,2487287	0,6063291	0,4768647
480	0,2094234	0,8323353	0,3569013	0,1314840	0,7209733	0,6298635	0,4357084	0,1210319	0,2885468	0,4936395	0,5592199	0,6001400	0,6722045	0,5304582	0,5856545	0,5206579	0,0584859	0,7679538	0,7033171	0,7535214	0,0907521	0,1079518	0,0034932	0,6109584	0,0193302	0,1264140	0,6044031	0,5136595	0,5548324	0,2519996	0,6857830	0,4868620
500	0,2074519	0,6610281	0,5403196	0,1038633	0,8276848	0,4310768	0,5385261	0,1173092	0,3135498	0,5168155	0,6159868	0,7368061	0,6586265	0,5811773	0,5206304	0,5908734	0,0472831	0,7265003	0,5691404	0,8026988	0,0831445	0,1536607	0,0117641	0,5430786	0,0242761	0,1508161	0,5575816	0,4937522	0,7954655	0,2125723	0,4667077	0,4931598
520	0,2609807	0,6735868	0,4774053	0,0890587	0,6841894	0,4633455	0,5501430	0,1626034	0,2760749	0,5242161	0,6044338	0,5247487	0,7720758	0,6287466	0,5012919	0,5670525	0,0647799	0,7426202	0,5168325	0,6767493	0,1004020	0,1356088	0,0073553	0,6992219	0,0189517	0,1856825	0,5732110	0,4668530	0,6417506	0,3536142	0,6328113	0,4293958
540	0,1766513	0,7291486	0,3603312	0,1298353	0,9307252	0,3201681	0,5856629	0,1167192	0,2738115	0,3919713	0,6532591	0,6079432	0,5722994	0,6439408	0,5412325	0,6246987	0,0560471	0,7250617	0,6626348	0,5814724	0,0931691	0,1309150	0,0035993	0,7014650	0,0118501	0,1373876	0,7337340	0,6346349	0,6580620	0,2027525	0,5583237	0,5981920
560	0,2467758	0,7098118	0,5138380	0,1028139	0,7758338	0,3156847	0,5035390	0,1492238	0,2515925	0,4567336	0,5636416	0,5242920	0,7453561	0,6382751	0,6287904	0,6372100	0,0389215	0,7487630	0,5644020	0,7122143	0,0846274	0,1087935	0,0005238	0,6055199	0,0285301	0,1815755	0,6549856	0,4770237	0,6286046	0,2783450	0,4452580	0,5281135
580	0,2200242	0,6478627	0,3648199	0,0936594	0,6032157	0,4380611	0,5827758	0,2278874	0,3063778	0,4387709	0,6797160	0,4556679	0,8053515	0,5028412	0,6629489	0,5925066	0,0481910	0,6598381	0,4940247	0,5672654	0,0766190	0,1477979	0,0296586	0,5879532	0,2403539	0,2080217	0,5912414	0,5103088	0,8580249	0,3468952	0,4182184	0,5431638
600	0,2557670	0,7278474	0,3281170	0,1026025	0,7823327	0,4522916	0,5268884	0,2513034	0,2720902	0,4419080	0,6993128	0,5026618	0,7263607	0,6554660	0,6013496	0,5693315	0,0265782	0,8488338	0,5151515	0,6845678	0,0543013	0,0888838	0,0227367	0,6226384	0,2400383	0,1878123	0,6286865	0,4729221	0,6152124	0,2750588	0,3862943	0,5405625
620	0,2237603	0,6682008	0,3593120	0,0783705	0,6373951	0,5358292	0,6243622	0,2302837	0,2520898	0,4466082	0,8165613	0,4936915	0,6460021	0,6202529	0,7593133	0,5244373	0,0440018	0,8891703	0,5794012	0,5470634	0,0568353	0,1104982	0,0415489	0,5705426	0,3428900	0,2150324	0,6080674	0,5577872	0,6893007	0,2345484	0,3920299	0,3386225
640	0,2107797	0,6440091	0,4031401	0,1145259	0,6473507	0,4444029	0,4778121	0,2859792	0,3347390	0,5055573	0,8971518	0,5535120	0,7487865	0,5608616	0,5386646	0,5799386	0,0932199	0,6167826	0,6563344	0,5398805	0,0959591	0,1186871	0,0512322	0,5767553	0,4213788	0,1922060	0,5028806	0,6538816	0,6440304	0,2720053	0,4270245	0,5614957
660	0,2639641	0,7120040	0,4453039	0,0856925	0,6497937	0,4846973	0,3890970	0,3374343	0,2226646	0,5221951	0,7136805	0,4412160	0,6425487	0,5056120	0,6534130	0,4954099	0,0564605	0,5510178	0,5792423	0,5666500	0,0648548	0,1137559	0,0520525	0,5545384	0,4356364	0,1329218	0,6870045	0,5770257	0,7445719	0,2274615	0,3908595	0,4953784
680	0,2231514	0,7651359	0,3566603	0,0532056	0,7396639	0,5247486	0,4215481	0,2321606	0,2441613	0,5104909	0,7903617	0,4602031	0,5847191	0,5625367	0,5207809	0,4448289	0,0491997	0,7274573	0,5406836	0,4766425	0,1285806	0,1679329	0,0781344	0,6397050	0,5642710	0,1614142	0,5054158	0,5542696	0,6878389	0,2485215	0,2984415	0,5145942
700	0,2484683	0,9560989	0,3324017	0,0841017	0,6626444	0,5052842	0,3969929	0,2929984	0,2073705	0,5902198	0,7739237	0,4444088	0,7302883	0,6873263	0,6182282	0,4557202	0,0449704	0,7470017	0,6867485	0,4980003	0,0723759	0,1069119	0,0797350	0,6094573	0,5342255	0,1482625	0,5993153	0,6077369	0,6862170	0,2633497	0,4275394	0,5533161
720	0,2366216	0,8161913	0,2997885	0,1026799	0,7002150	0,4462898	0,4439707	0,4013041	0,3036455	0,6193566	0,7106769	0,5004113	0,6719990	0,6609314	0,5294131	0,5952949	0,0357107	0,6852615	0,5661419	0,5278019	0,0817019	0,1584564	0,0656655	0,5357978	0,5129268	0,1958217	0,5167443	0,6138830	0,7764306	0,4193826	0,3703811	0,5466757
740	0,2451206	0,7428399	0,2419786	0,1051442	0,6120841	0,3415476	0,4998006	0,2449840	0,2841492	0,5099905	0,6890846	0,4839062	0,6893829	0,7010553	0,6237977	0,5075241	0,0228242	0,8014576	0,5757227	0,5393350	0,0515386	0,1005856	0,0646787	0,6158808	0,4530118	0,2305970	0,5704121	0,6585699	0,8190520	0,3470890	0,3852813	0,4787926
760	0,2163973	0,6827858	0,2957021	0,1864165	0,6204317	0,4901570	0,3748106	0,3003562	0,2794734	0,5091283	0,7709636	0,5731340	0,5472520	0,6201640	0,5074617	0,4737959	0,0273569	0,8117048	0,6271736	0,5064676	0,0975081	0,0830742	0,0582018	0,6741747	0,4792630	0,1627660	0,6467510	0,6427687	0,9001071	0,2964506	0,3613890	0,5381258
780	0,2395134	0,6631135	0,3549556	0,1397741	0,6548680	0,5263071	0,4645035	0,3192908	0,2511281	0,4247627	0,8205785	0,3365629	0,6659109	0,6002362	0,5214133	0,4409484	0,0836103	0,6579781	0,6777617	0,7077997	0,0758801	0,1282687	0,0655461	0,5630598	0,4457100	0,1573548	0,7025711	0,5287571	0,6933123	0,2937408	0,3206345	0,4078564
800	0,2834082	0,7461909	0,3042106	0,1399802	0,8731259	0,4861015	0,3420049	0,2209114	0,4029493	0,5474751	0,7720877	0,4217694	0,7072084	0,6406659	0,5683573	0,4919474	0,0415302	0,6397143	0,6083609	0,6228586	0,0765061	0,0900591	0,0582803	0,6410616	0,4985552	0,1516463	0,5393553	0,5047057	0,7407605	0,3135002	0,3258572	0,4460192
820	0,1626373	0,7826436	0,4127078	0,1034703	0,6939584	0,4252481	0,4442676	0,2641131	0,2633051	0,5226800	0,7726070	0,4356040	0,6543646	0,6756083	0,5599060	0,4902268	0,0655177	0,7284930	0,6466319	0,5571260	0,0566526	0,0775242	0,0656373	0,6034583	0,4399720	0,1351405	0,5832809	0,5529238	0,7911387	0,3203834	0,3545208	0,5616415
840	0,2642400	0,8496426	0,2871774	0,0910748	0,7741571	0,4741833	0,5307272	0,2359729	0,2740187	0,4730526	0,7012283	0,4520413	0,7212346	0,5554186	0,4494328	0,5023568	0,0322192	0,6950980	0,6361436	0,5143174	0,1109043	0,1303983	0,0657912	0,5352683	0,4553113	0,1682896	0,4736547	0,5320538	0,7128330	0,3183177	0,5056840	0,4146134
